"","stock_name","Stock.ID","BY","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits_psc","total_recruits","prop_4s","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2"
"301","Raft",5,1972,11048,"4507","",NA,0,0,87,0,56973,0,0,761,0,0,0,57734,57821,57821,"0.986818859",4507,223,1205,2577,2.55172028778375,0,1,0
"302","Raft",5,1973,2714,"1345","",NA,0,0,22,0,1616,0,0,7723,0,0,0,9339,9361,9361,"0.173037798",1345,4507,223,1205,1.94015810933581,0,1,0
"303","Raft",5,1974,2383,"1479","",NA,0,0,206,0,11541,0,0,476,0,0,0,12017,12223,12223,"0.960389448",1479,1345,4507,223,2.11195323906646,0,1,0
"304","Raft",5,1975,2609,"1391","",NA,0,0,7,0,5632,0,0,797,280,0,0,6709,6716,6716,"0.876030487",1391,1479,1345,4507,1.57446982627399,0,0.95830851697439,0.0416914830256105
"305","Raft",5,1976,8665,"3976","",NA,0,0,56,0,18539,0,0,1331,0,0,0,19870,19926,19926,"0.933014595",3976,1391,1479,1345,1.61174912282834,0,1,0
"306","Raft",5,1977,617,"198","",NA,0,0,0,0,2728,0,0,3189,0,0,1023,6940,6940,6940,"0.461044448",198,3976,1391,1479,3.55679002280631,0,0.852593659942363,0.147406340057637
"307","Raft",5,1978,2493,"1343","",NA,0,0,253,0,11888,0,0,6562,45,0,0,18495,18748,18748,"0.644336043",1343,198,3976,1391,2.63618116251936,0,0.99759974397269,0.00240025602730958
"308","Raft",5,1979,1758,"693","",NA,0,0,0,0,1183,0,0,1856,0,0,0,3039,3039,3039,"0.389272787",693,1343,198,3976,1.47825379372689,0,1,0
"309","Raft",5,1980,5418,"2056","",NA,0,0,112,0,47827,0,0,3784,0,0,0,51611,51723,51723,"0.926682296",2056,693,1343,198,3.22514020926891,0,1,0
"310","Raft",5,1981,815,"312","",NA,0,0,29,0,7366,0,0,1244,0,0,0,8610,8639,8639,"0.855516841",312,2056,693,1343,3.3210389265494,0,1,0
"311","Raft",5,1982,2992,"1533","",NA,0,0,0,0,2509,0,0,1233,28,0,0,3770,3770,3770,"0.67049706",1533,312,2056,693,0.899848401570242,0,0.992572944297082,0.00742705570291777
"312","Raft",5,1983,2780,"1821","",NA,0,0,38,0,2855,0,0,1196,1512,0,0,5563,5601,5601,"0.704764256",1821,1533,312,2056,1.12355935248222,0,0.730048205677558,0.269951794322442
"313","Raft",5,1984,19086,"6701","",NA,0,0,325,0,32692,0,0,14038,0,0,8,46738,47063,47063,"0.699593409",6701,1821,1533,312,1.94923036068263,0,0.999830015086161,0.000169984913838897
"314","Raft",5,1985,3637,"1922","",NA,0,0,7,0,2830,0,0,1591,105,0,0,4526,4533,4533,"0.640126668",1922,6701,1821,1533,0.858017661410611,0,0.976836532097948,0.0231634679020516
"315","Raft",5,1986,2095,"1080","",NA,0,0,0,0,2902,0,0,111,0,0,0,3013,3013,3013,"0.963159642",1080,1922,6701,1821,1.02597521901204,0,1,0
"316","Raft",5,1987,1436,"723","",NA,0,0,0,0,1399,0,0,2421,0,0,0,3820,3820,3820,"0.366230366",723,1080,1922,6701,1.66459647944186,0,1,0
"317","Raft",5,1988,19851,"9207","",NA,0,0,0,0,41783,0,0,8304,88,0,310,50485,50485,50485,"0.834208477",9207,723,1080,1922,1.70171219815058,0,0.992116470238685,0.00788352976131524
"318","Raft",5,1989,1647,"925","",NA,0,0,7,0,7357,0,0,3935,0,0,0,11292,11299,11299,"0.651523202",925,9207,723,1080,2.50267576769682,0,1,0
"319","Raft",5,1990,630,"412","",NA,0,0,0,0,1610,0,0,934,0,0,0,2544,2544,2544,"0.632861635",412,925,9207,723,1.82046957511049,0,1,0
"320","Raft",5,1991,464,"264","",NA,0,0,0,0,908,0,0,553,0,0,0,1461,1461,1461,"0.621492129",264,412,925,9207,1.71092730860438,0,1,0
"321","Raft",5,1992,8236,"4112","",NA,0,0,6,0,65321,8,0,2024,0,0,0,67345,67359,67359,"0.969945801",4112,264,412,925,2.79612699606531,0,0.999881233391232,0.000118766608767945
"322","Raft",5,1993,5047,"2934","",NA,0,0,24,0,22386,0,0,10727,65,0,396,33574,33598,33598,"0.676048682",2934,4112,264,412,2.43809986166723,0,0.986278945175308,0.0137210548246919
"323","Raft",5,1994,1712,"800","",NA,0,0,0,0,4738,0,0,22745,989,0,0,28472,28472,28472,"0.172397482",800,2934,4112,264,3.5720646995221,0,0.965264119134588,0.0347358808654116
"324","Raft",5,1995,1040,"682","",NA,0,0,41,0,22745,0,0,4484,0,0,0,27229,27270,27270,"0.835322634",682,800,2934,4112,3.68851281799617,0,1,0
"325","Raft",5,1996,46592,"21381","",NA,0,593,0,0,89315,0,0,22684,0,0,0,112592,112592,112592,"0.797462477",21381,682,800,2934,1.66126798803635,0.00526680403581071,0.994733195964189,0
"326","Raft",5,1997,6093,"2367","",NA,0,0,0,0,25983,0,0,25281,0,0,0,51264,51264,51264,"0.50684691",2367,21381,682,800,3.07536542091405,0,1,0
"327","Raft",5,1998,7198,"3585","",NA,0,0,8,0,4905,0,0,11325,0,0,0,16230,16238,16238,"0.302218115",3585,2367,21381,682,1.51059570038867,0,1,0
"328","Raft",5,1999,6979,"3499","",NA,0,0,92,0,26426,0,0,34631,0,0,0,61057,61149,61149,"0.432808687",3499,3585,2367,21381,2.86083629538415,0,1,0
"329","Raft",5,2000,66292,"27668","",NA,0,0,53,0,107671,0,0,7672,0,0,0,115343,115396,115396,"0.933485344",27668,3499,3585,2367,1.42809318068986,0,1,0
"330","Raft",5,2001,32498,"16025","",NA,0,630,0,365,79275,0,0,16425,0,0,0,96695,96695,96695,"0.828369906",16025,27668,3499,3585,1.79741169200753,0.0102900873881793,0.989709912611821,0
"331","Raft",5,2002,18369,"8402","",NA,0,0,45,0,21369,0,0,21419,0,0,0,42788,42833,42833,"0.499415724",8402,16025,27668,3499,1.62883906078853,0,1,0
"332","Raft",5,2003,10040,"4890","",NA,0,0,0,106,2439,0,0,5930,0,0,0,8475,8475,8475,"0.291432668",4890,8402,16025,27668,0.549928349779733,0.0125073746312684,0.987492625368732,0
"333","Raft",5,2004,5611,"3244","",NA,0,1272,4,1779,39136,0,0,8849,195,0,0,51231,51235,51235,"0.815588205",3244,4890,8402,16025,2.75961575599851,0.0595491363325851,0.936644871669757,0.00380599199765785
"334","Raft",5,2005,26456,"16967","",NA,0,198,0,0,6441,0,0,2470,0,0,0,9109,9109,9109,"0.722814499",16967,3244,4890,8402,-0.62200734529813,0.0217367438796794,0.978263256120321,0
"335","Raft",5,2006,6073,"3442","",NA,0,130,0,361,7228,0,0,9646,0,0,0,17366,17366,17365,"0.42835131",3442,16967,3244,4890,1.61840398840669,0.0282752663403398,0.97172473365966,0
"336","Raft",5,2007,14353,"8064","",NA,0,0,0,0,6253,0,0,4462,0,0,0,10716,10716,10715,"0.583574428",8064,3442,16967,3244,0.284234917596528,0,1,0
"337","Raft",5,2008,10406,"3562","",NA,0,0,2,0,14908,0,0,3668,0,0,0,18576,18578,18578,"0.802540913",3562,8064,3442,16967,1.65165590009786,0,1,0
"338","Raft",5,2009,11464,"6039","",NA,0,0,5,0,20120,0,0,14989,0,0,0,35108,35113,35114,"0.573072432",6039,3562,8064,3442,1.76036147602125,0,1,0
"339","Raft",5,2010,5119,"2389","",NA,0,0,26,0,37692,0,0,5842,0,0,0,43534,43560,43560,"0.865806037",2389,6039,3562,8064,2.90326442972109,0,1,0
"340","Raft",5,2011,9241,"4430","",NA,0,0,29,0,17922,0,0,5338,0,0,0,23260,23289,23289,"0.770507309",4430,2389,6039,3562,1.65958156203461,0,1,0
"341","Raft",5,2012,NA,"1710","",NA,0,0,0,0,16751,0,0,4282,0,0,0,21033,21033,21033,"0.796415157",1710,4430,2389,6039,2.50959926237837,0,1,0
"342","Raft",5,2013,NA,"9045","",NA,0,0,4,0,2784.841962,0,0,2538.884921,0,0,0,5964,5968,5327.726883,"0.523100081",9045,1710,4430,2389,-0.529287447621243,0,1,0
"343","Raft",5,2014,NA,"9471","",NA,0,0,3,0,11136.4725,0,0,375,0,0,0,13946,13949,11514.4725,"0.967423803",9471,9045,1710,4430,0.195370224166096,0,1,0
"344","Raft",5,2015,NA,"8794","",NA,0,0,0,0,166.6666667,0,0,539.3258427,0,0,0,0,0,705.9925094,"0.236074271",8794,9471,9045,1710,-2.52222032221881,0,1,0
"345","Raft",5,2016,NA,"3753","",NA,0,0,0,0,2292.134831,0,0,1208.98299,0,0,0,0,0,3501.117821,"0.654686574",3753,8794,9471,9045,-0.0694732252190589,0,1,0
"348","Quesnel",6,1950,398,"264","",NA,0,0,34,0,2014,0,0,0,0,0,0,2014,2048,2048,"1",264,3753,8794,9471,2.04866988301308,0,1,0
"349","Quesnel",6,1951,49,"9","",NA,0,0,0,0,413,0,0,0,0,0,0,413,413,413,"1",9,264,3753,8794,3.82622301562481,0,1,0
"350","Quesnel",6,1952,184,"51","",NA,0,0,0,0,562,0,0,0,0,0,0,562,562,562,"1",51,9,264,3753,2.39967621716937,0,1,0
"351","Quesnel",6,1953,110917,"47564","",NA,0,0,5902,0,604123,0,0,220,0,0,0,604343,610245,610245,"0.999635968",47564,51,9,264,2.5517843433008,0,1,0
"352","Quesnel",6,1954,299,"146","",NA,0,0,0,0,10692,0,0,0,0,0,0,10692,10692,10692,"1",146,47564,51,9,4.29364445555047,0,1,0
"353","Quesnel",6,1955,63,"30","",NA,0,0,0,0,180,0,0,0,0,0,0,180,180,180,"1",30,146,47564,51,1.79175946922805,0,1,0
"354","Quesnel",6,1956,80,"38","",NA,0,0,18,0,1115,0,0,0,0,0,0,1115,1133,1133,"1",38,30,146,47564,3.39503810130162,0,1,0
"355","Quesnel",6,1957,223667,"134562","",NA,0,1420,8359,0,989580,0,0,144,30,0,0,991174,999533,999533,"0.999854505",134562,38,30,146,2.00526311053147,0.00142066344983107,0.998549322533623,3.00140165457269e-05
"356","Quesnel",6,1958,1863,"1269","",NA,0,0,27,0,3362,0,0,23,0,0,0,3385,3412,3412,"0.993205318",1269,134562,38,30,0.989069440897182,0,1,0
"357","Quesnel",6,1959,65,"29","",NA,0,0,0,0,165,0,0,0,0,0,0,165,165,165,"1",29,1269,134562,38,1.73864964391411,0,1,0
"358","Quesnel",6,1960,292,"123","",NA,0,0,6,0,1469,0,0,0,0,0,0,1469,1475,1475,"1",123,29,1269,134562,2.4842289134015,0,1,0
"359","Quesnel",6,1961,302565,"69990","",NA,0,0,44481,0,1195807,0,0,509,93,0,0,1196409,1240890,1240890,"0.999574527",69990,123,29,1269,2.87523176837956,0,0.999925053792036,7.4946207963639e-05
"360","Quesnel",6,1962,1078,"566","",NA,0,0,30,0,7257,0,0,0,0,0,0,7257,7287,7287,"1",566,69990,123,29,2.5552531394671,0,1,0
"361","Quesnel",6,1963,83,"40","",NA,0,0,0,0,956,0,0,0,0,0,0,956,956,956,"1",40,566,69990,123,3.17387845893747,0,1,0
"362","Quesnel",6,1964,254,"77","",NA,0,0,0,0,2812,0,0,0,0,0,0,2812,2812,2812,"1",77,40,566,69990,3.59784583107687,0,1,0
"363","Quesnel",6,1965,364706,"105401","",NA,0,0,14161,0,1652107,0,0,821,83,0,0,1653011,1667172,1667172,"0.999503306",105401,77,40,566,2.76111193306401,0,0.999950215094783,4.97849052167383e-05
"364","Quesnel",6,1966,1753,"1040","",NA,0,0,28,0,7038,0,0,396,0,0,0,7434,7462,7462,"0.946731235",1040,105401,77,40,1.97060276164568,0,1,0
"365","Quesnel",6,1967,119,"24","",NA,0,0,11,0,1750,0,0,0,0,0,0,1750,1761,1761,"1",24,1040,105401,77,4.29558327814826,0,1,0
"366","Quesnel",6,1968,699,"333","",NA,0,0,0,0,428,0,0,0,0,0,0,428,428,428,"1",333,24,1040,105401,0.250980705601353,0,1,0
"367","Quesnel",6,1969,278961,"78639","",NA,0,69,6413,0,1626582,0,0,7768,0,0,0,1634419,1640832,1640832,"0.99524704",78639,333,24,1040,3.03809094966653,4.20518371167798e-05,0.999957948162883,0
"368","Quesnel",6,1970,1368,"388","",NA,0,0,0,0,20339,0,0,0,0,0,0,20339,20339,20339,"1",388,78639,333,24,3.95929016456222,0,1,0
"369","Quesnel",6,1971,171,"16","",NA,0,0,0,0,747,0,0,0,0,0,0,747,747,747,"1",16,388,78639,333,3.84347646289304,0,1,0
"370","Quesnel",6,1972,111,"46","",NA,0,0,9,0,856,0,0,0,0,0,0,856,865,865,"1",46,16,388,78639,2.93408811044278,0,1,0
"371","Quesnel",6,1973,278311,"112413","",NA,0,527,5114,0,2326864,0,0,3929,0,0,0,2331320,2336434,2336434,"0.998314308",112413,46,16,388,3.03420152522829,0.000225557409282693,0.999774442590717,0
"372","Quesnel",6,1974,4459,"2587","",NA,0,0,21,0,29304,0,0,1570,129,0,0,31003,31024,31024,"0.949148151",2587,112413,46,16,2.4842621952964,0,0.995841928829293,0.00415807117070655
"373","Quesnel",6,1975,193,"105","",NA,0,0,0,0,1865,0,0,0,0,0,0,1865,1865,1865,"1",105,2587,112413,46,2.87705598192039,0,1,0
"374","Quesnel",6,1976,305,"209","",NA,0,0,0,0,1233,0,0,0,0,0,0,1233,1233,1233,"1",209,105,2587,112413,1.77487125119953,0,1,0
"375","Quesnel",6,1977,516199,"160712","Fall fry in lake",49600000,0,0,8446,0,3810786,0,0,54029,5261,0,0,3870076,3878522,3878522,"0.986020288",160712,209,105,2587,3.18359548895098,0,0.998643555457466,0.0013564445425345
"376","Quesnel",6,1978,8614,"4349","brood year ",NA,0,0,142,0,186073,0,0,10473,36,0,0,196582,196724,196724,"0.946714764",4349,160712,209,105,3.8118557975546,0,0.999817002500966,0.00018299749903418
"377","Quesnel",6,1979,511,"238","t+1",NA,0,0,0,0,2103,0,0,3908,0,0,0,6011,6011,6011,"0.349858593",238,4349,160712,209,3.22907572936769,0,1,0
"378","Quesnel",6,1980,308,"98","",NA,0,0,0,0,2446,0,0,0,0,0,0,2446,2446,2446,"1",98,238,4349,160712,3.21724183757655,0,1,0
"379","Quesnel",6,1981,748621,"332306","",67584371,0,0,19608,0,9553856,0,0,213188,0,0,0,9767044,9786652,9786652,"0.97817272",332306,98,238,4349,3.38271846425056,0,1,0
"380","Quesnel",6,1982,39841,"20053","",NA,0,0,0,0,499074,0,0,56312,0,0,156,555542,555542,555542,"0.898607455",20053,332306,98,238,3.32156544528744,0,0.999719193148313,0.000280806851687181
"381","Quesnel",6,1983,2155,"1098","",NA,0,0,33,0,31515,0,0,8864,0,0,0,40379,40412,40412,"0.780479952",1098,20053,332306,98,3.60563642747815,0,1,0
"382","Quesnel",6,1984,914,"551","",NA,0,0,85,0,6868,0,0,0,0,0,0,6868,6953,6953,"1",551,1098,20053,332306,2.5351936909461,0,1,0
"383","Quesnel",6,1985,1349263,"694708","",46515454,0,2870,28135,23700,12137664,0,0,334171,17706,0,993,12517104,12545239,12545239,"0.973205948",694708,551,1098,20053,2.89360489663922,0.00211793493930247,0.996391539451739,0.00149052560895811
"384","Quesnel",6,1986,181467,"94844","",14683961,0,0,41,0,2364628,0,0,168115,0,0,0,2532743,2532784,2532784,"0.933623348",94844,694708,551,1098,3.28484093538267,0,1,0
"385","Quesnel",6,1987,20546,"11238","",11009225,0,0,11,0,119437,0,0,57144,0,0,0,176581,176592,176592,"0.676386474",11238,94844,694708,551,2.75454109434052,0,1,0
"386","Quesnel",6,1988,6832,"4185","",NA,0,0,0,0,26342,0,0,0,0,0,0,26342,26342,26342,"1",4185,11238,94844,694708,1.83965791963542,0,1,0
"387","Quesnel",6,1989,1870820,"940610","",58013355,0,2122,10417,0,10339444,51,0,280053,9408,0,0,10631027,10641495,10641495,"0.973628412",940610,4185,11238,94844,2.42598765957794,0.000199408071892154,0.998911713062873,0.000888878865234631
"388","Quesnel",6,1990,488259,"259597","",5244447,0,0,585,0,2946813,0,0,336236,0,0,0,3283049,3283634,3283634,"0.897584227",259597,940610,4185,11238,2.53757558638669,0,1,0
"389","Quesnel",6,1991,46259,"24862","",12291054,0,0,26,0,100196,0,0,50671,282,0,0,151149,151175,151175,"0.664134635",24862,259597,940610,4185,1.80509757278975,0,0.998134612204399,0.00186538779560112
"390","Quesnel",6,1992,5862,"3046","",NA,0,0,1,0,29213,0,0,0,0,0,0,29213,29214,29214,"1",3046,24862,259597,940610,2.26081879195565,0,1,0
"391","Quesnel",6,1993,2620464,"1507416","",62550416,0,282,1642,0,6446036,0,0,398551,4529,0,0,6849398,6851040,6851040,"0.941771359",1507416,3046,24862,259597,1.51400353889376,4.11616338541302e-05,0.999297770849389,0.00066106751675658
"392","Quesnel",6,1994,659499,"356244","",16753374,0,0,248,0,2263471,0,0,212902,470,0,0,2476843,2477091,2477091,"0.914026683",356244,1507416,3046,24862,1.93922427746827,0,0.999810261310545,0.000189738689454687
"393","Quesnel",6,1995,216109,"116916","",NA,0,0,0,0,119078,0,0,48228,0,0,0,167306,167306,167306,"0.711737774",116916,356244,1507416,3046,0.358368742836358,0,1,0
"394","Quesnel",6,1996,41187,"21719","",NA,0,0,0,0,67906,0,0,19609,3175,0,0,90690,90690,90690,"0.775935554",21719,116916,356244,1507416,1.42925964396929,0,0.964990627412063,0.0350093725879369
"395","Quesnel",6,1997,1858652,"904886","",55546172,0,1589,79,0,4358762,0,0,318446,13897,0,0,4692694,4692773,4692773,"0.931915365",904886,21719,116916,356244,1.64596997579731,0.000338605766782242,0.996700032155828,0.00296136207739006
"396","Quesnel",6,1998,1179252,"534587","",42867369,0,0,56,0,4467804,0,0,272015,0,0,0,4739819,4739875,4739875,"0.942610678",534587,904886,21719,116916,2.18227155687077,0,1,0
"397","Quesnel",6,1999,189360,"106950","",15864029,0,0,0,0,581976,0,0,228610,0,0,0,810586,810586,810586,"0.717969469",106950,534587,904886,21719,2.02539600735948,0,1,0
"398","Quesnel",6,2000,63703,"37162","",5159686,0,0,0,0,38143,0,0,15667,0,0,0,53810,53810,53810,"0.708845939",37162,106950,534587,904886,0.370172589690765,0,1,0
"399","Quesnel",6,2001,3510789,"1740472","",65965060,0,4927,42,0,3576455,0,0,115416,4166,0,0,3700964,3701006,3701006,"0.968737803",1740472,37162,106950,534587,0.754448333777441,0.00133125966291327,0.997543100443501,0.00112563989358569
"400","Quesnel",6,2002,3062151,"1312599","",51300000,0,0,38,0,603583,0,0,36207,437,0,0,640227,640265,640265,"0.943407993",1312599,1740472,37162,106950,-0.717882267039119,0,0.999317470110033,0.000682529889967435
"401","Quesnel",6,2003,279178,"148465","",10372264,0,0,0,0,82424,0,0,60604,848,0,0,143876,143876,143876,"0.576278771",148465,1312599,1740472,37162,-0.0313974227320179,0,0.994106035753009,0.00589396424699046
"402","Quesnel",6,2004,10222,"6628","",1860000,0,0,0,164,6545,0,0,5986,0,0,0,12695,12695,12695,"0.522304684",6628,148465,1312599,1740472,0.649905115592325,0.0129184718393068,0.987081528160693,0
"403","Quesnel",6,2005,1447381,"777707","",51806108,0,0,0,0,198055,11,0,8059,2660,511,200,209485,209496,209496,"0.960900278",777707,6628,148465,1312599,-1.31164520045932,0,0.986295681063123,0.0137043189368771
"404","Quesnel",6,2006,169768,"90415","",15164301,0,234,56,0,601269,0,0,47841,0,0,0,649344,649400,649400,"0.926297546",90415,777707,6628,148465,1.9716386768318,0.000360332614721281,0.999639667385279,0
"405","Quesnel",6,2007,75100,"33777","",NA,0,0,21,0,72938,0,0,648,15,0,0,73601,73622,73622,"0.991193977",33777,90415,777707,6628,0.779163796623602,0,0.999796256553747,0.000203743446252479
"406","Quesnel",6,2008,7091,"2471","",NA,0,0,0,0,727,0,0,6536,307,0,0,7570,7570,7570,"0.100096379",2471,33777,90415,777707,1.11957014044288,0,0.959445178335535,0.040554821664465
"407","Quesnel",6,2009,149572,"88670","",NA,0,0,19,137,296451,0,0,21900,0,0,0,318488,318507,318507,"0.931208006",88670,2471,33777,90415,1.27872283940077,0.000430131833837247,0.999569868166163,0
"408","Quesnel",6,2010,250867,"141823","",NA,0,0,2958,0,2497659,46,0,30937,128,0,0,2528724,2531728,2531728,"0.987765147",141823,88670,2471,33777,2.88207755130602,0,0.999931272237776,6.8727762224062e-05
"409","Quesnel",6,2011,57437,"21350","",NA,0,0,31,0,35995,0,0,4436,0,0,0,40431,40462,40462,"0.890282209",21350,141823,88670,2471,0.639311522380589,0,1,0
"410","Quesnel",6,2012,NA,"97","",NA,0,0,1,0,394,0,0,2285,0,0,0,2678,2679,2680,"0.147069802",97,21350,141823,88670,3.31886109500152,0,1,0
"411","Quesnel",6,2013,NA,"93727","",NA,0,0,287,0,141418.2482,0,0,5322.290297,0,0,0,146617,146904,147027.5385,"0.963729925",93727,97,21350,141823,0.450233604550054,0,0.999999999979596,0
"412","Quesnel",6,2014,NA,"430994","",NA,0,0,1571,0,2133830.557,0,0,36000,0,0,0,2020694,2022265,2171401.557,"0.983408843",430994,93727,97,21350,1.61703394795324,0,1,0
"413","Quesnel",6,2015,NA,"25749","",NA,0,0,0,0,4500,0,0,454.5454545,0,0,0,0,0,4954.545455,"0.908256881",25749,430994,93727,97,-1.64809036244162,0,0.999999999899083,0
"414","Quesnel",6,2016,NA,"213","",NA,0,0,0,0,545.4545455,0,0,151.2283486,0,0,0,0,0,696.6828941,"0.782930872",213,25749,430994,93727,1.18503818327655,0,1,0
"417","Chilko",7,1950,17308,"6555","Brood year t+2",1170491,0,0,1489,0,183278,954,0,4705,15449,0,0,203432,205875,205875,"0.974971141",6555,213,25749,430994,3.44704107128214,0,0.920325440194293,0.0796745598057073
"418","Chilko",7,1951,98315,"57564","",11504581,0,0,3925,0,644911,5004,0,20763,74115,0,3609,743398,752327,752327,"0.968809057",57564,6555,213,25749,2.57027369755175,0,0.890037177982446,0.109962822017554
"419","Chilko",7,1952,485585,"233628","",22973478,0,0,18732,0,1763929,114,0,35975,38833,0,893,1839630,1858476,1858476,"0.980012823",233628,57564,6555,213,2.07378196922912,0,0.978563080717749,0.0214369192822506
"420","Chilko",7,1953,200691,"94471","",7690383,0,0,1172,0,514554,2583,0,14004,86362,0,781,615701,619456,619456,"0.973505273",94471,233628,57564,6555,1.88054876443059,0,0.855153554086166,0.144846445913834
"421","Chilko",7,1954,34296,"21247","",3007274,0,0,12234,0,632132,2844,0,4415,58891,0,2233,697671,712749,712749,"0.993064141",21247,94471,233628,57564,3.51291361584181,0,0.910251715540815,0.0897482844591855
"422","Chilko",7,1955,121167,"75834","",9159120,0,0,32418,0,1407963,1373,0,31011,40510,0,0,1479484,1513275,1513275,"0.978449228",75834,21247,94471,233628,2.99348471447581,0,0.972322941963622,0.0276770580363781
"423","Chilko",7,1956,646906,"368607","",28242157,0,0,13905,0,2379854,75,0,16684,25152,0,0,2421690,2435670,2435670,"0.993038291",368607,75834,21247,94471,1.88824611584157,0,0.989642685585486,0.0103573144145143
"424","Chilko",7,1957,138464,"83128","",9458468,0,0,76,0,117362,63,0,3149,17578,0,0,138089,138228,138228,"0.973869605",83128,368607,75834,21247,0.508522907182024,0,0.872377521196863,0.127622478803137
"425","Chilko",7,1958,120104,"70433","",6902846,0,0,4055,0,278320,1711,0,13613,130581,0,5091,427605,433371,433371,"0.953369438",70433,83128,368607,75834,1.81693227074581,0,0.682989863188815,0.317010136811185
"426","Chilko",7,1959,463060,"272891","",32629026,0,0,23792,0,2080497,1272,0,18659,88363,0,0,2187519,2212583,2212583,"0.991111189",272891,70433,83128,368607,2.0928434422455,0,0.959488525402211,0.0405114745977891
"427","Chilko",7,1960,426546,"244864","",33817514,0,0,5472,0,958877,1045,0,5980,81961,0,0,1046818,1053335,1053335,"0.99380219",244864,272891,70433,83128,1.45901364581234,0,0.921196960131392,0.0788030398686078
"428","Chilko",7,1961,39101,"15038","",1593017,0,0,256,0,52713,409,0,11583,4492,0,0,68788,69453,69453,"0.819848824",15038,244864,272891,70433,1.53006993385585,0,0.929434293695017,0.0705657063049832
"429","Chilko",7,1962,77713,"42125","",8808628,0,0,10657,0,960609,0,0,13582,696,0,18,974905,985562,985562,"0.986058175",42125,15038,244864,272891,3.15257064816865,0,0.999275540250131,0.000724459749868603
"430","Chilko",7,1963,998231,"57163","",9263733,0,0,37579,0,1112861,3971,0,4045,47006,0,841,1164753,1206303,1206303,"0.996378388",57163,42125,15038,244864,3.04940875357265,0,0.957043959933781,0.0429560400662189
"431","Chilko",7,1964,238272,"131590","",23643449,0,0,7252,0,1818921,1343,0,55810,156756,0,0,2031487,2040082,2040082,"0.970230396",131590,57163,42125,15038,2.7410542539468,0,0.92250360524724,0.0774963947527599
"432","Chilko",7,1965,35335,"20813","",2343404,0,0,1787,0,138555,1782,0,2360,14460,0,0,155375,158944,158944,"0.983252315",20813,131590,57163,42125,2.03297414744883,0,0.897813066237165,0.102186933762835
"433","Chilko",7,1966,209619,"107541","",16816182,0,0,26456,0,744469,1479,0,27636,89160,0,0,861265,889200,889200,"0.964206941",107541,20813,131590,57163,2.11245001188621,0,0.898066801619433,0.101933198380567
"434","Chilko",7,1967,174715,"90006","",8812334,0,0,28734,0,1933329,5300,0,23351,13996,0,0,1970676,2004710,2004710,"0.98806601",90006,107541,20813,131590,3.10337835610073,0,0.990374667657666,0.0096253323423338
"435","Chilko",7,1968,413862,"181912","",31772048,0,0,46952,0,2349375,1108,0,21925,55581,0,1128,2428009,2476069,2476069,"0.990754017",181912,90006,107541,20813,2.61090444728298,0,0.976649681410332,0.0233503185896677
"436","Chilko",7,1969,70902,"25519","",3570614,0,0,4126,0,369954,294,0,15839,12146,0,0,397939,402359,402359,"0.958944304",25519,181912,90006,107541,2.75792145217067,0,0.969082336918026,0.0309176630819741
"437","Chilko",7,1970,135388,"50923","",3848709,0,0,16775,0,630046,5423,0,1084,41128,0,0,672258,694456,694456,"0.998282446",50923,25519,181912,90006,2.61281411735547,0,0.932967675417881,0.067032324582119
"438","Chilko",7,1971,157193,"90831","",7608969,0,0,58786,0,740253,13222,0,0,40581,0,0,780834,852842,852842,"1",90831,50923,25519,181912,2.23957366469797,0,0.93691328522751,0.0630867147724901
"439","Chilko",7,1972,562650,"332353","",20273314,0,0,42709,0,1947465,1309,0,34424,83501,0,166,2065556,2109574,2109574,"0.982630712",332353,90831,50923,25519,1.84804365327642,0,0.959718881632026,0.0402811183679738
"440","Chilko",7,1973,55675,"30231","",4300031,0,0,8835,0,200775,2893,0,6807,27243,0,1744,236569,248297,248297,"0.967208139",30231,332353,90831,50923,2.10575772231608,0,0.871605375820086,0.128394624179914
"441","Chilko",7,1974,110026,"71126","",7245661,0,0,26487,0,641497,3815,0,4312,36356,0,0,682165,712467,712467,"0.993323103",71126,30231,332353,90831,2.30428064317911,0,0.943617037701395,0.0563829622986047
"442","Chilko",7,1975,244631,"133782","",14145005,0,0,22821,0,1389008,20230,0,7375,73812,0,390,1470585,1513636,1513636,"0.994718498",133782,71126,30231,332353,2.42605837287366,0,0.937612477504499,0.0623875224955009
"443","Chilko",7,1976,384390,"228326","",26010772,0,0,8457,0,1650944,334,0,25168,14210,0,0,1690322,1699113,1699113,"0.984984297",228326,133782,71126,30231,2.00708719688182,0,0.991440239701538,0.00855976029846161
"444","Chilko",7,1977,51330,"20385","",2268157,0,0,3346,0,190527,0,0,2743,2584,0,0,195854,199200,199200,"0.98580742",20385,228326,133782,71126,2.27951000887928,0,0.987028112449799,0.0129718875502008
"445","Chilko",7,1978,146842,"85570","",16490014,0,0,8616,0,1169034,397,0,77743,9789,0,0,1256566,1265579,1265579,"0.937644823",85570,20385,228326,133782,2.69395024952541,0,0.9919515099413,0.00804849005870041
