stock_name	Stock.ID	BY	total_adult_spawner	total_effective_female_spawner	juv_type	juvenile_estimate	age.21	age.31 	age.32 	age.41	age.42	age.43	age.51	age.52	age.53	age.62 	age.63	recruits_no_jacks	total_recruits		Return
Bowron	4	1985	12199	5061.5497			0	0	0	0	16449	0		2728	0	0	0	19177	19177		0.857746259
Bowron	4	1986	7947	3274.8621			0	0	0	0	20562	0		636	0	0	0	21198	21198		0.96999717
Bowron	4	1987	20901	9764.9982			0	0	132	0	18171	0		4289	0	0	0	22460	22592		0.80903829
Bowron	4	1988	63137	25246.6467			0	0	0	0	11669	0		1381	0	0	0	13050	13050		0.894176245
Bowron	4	1989	22206	11161.4571			0	0	0	0	4945	0		7897	0	0	0	12842	12842		0.385064632
Bowron	4	1990	14879	8369.0305			0	0	0	0	18847	0		12283	0	0	0	31130	31130		0.605428847
Bowron	4	1991	22588	7077.9872			0	0	114	0	47542	0		1083	68	0	0	48693	48807		0.976362105
Bowron	4	1992	49209	10341.4114			0	0	14	0	10556	0		2313	0	0	0	12869	12883		0.820265755
Bowron	4	1993	19812	9680.6432			0	0	0	0	16961	0		3506	0	0	0	20467	20467		0.828699858
Bowron	4	1994	8773	3550.4136			0	0	0	0	6743	0		4106	0	0	0	10849	10849		0.621531938
Bowron	4	1995	52229	17999.5863			0	0	40	0	25092	0		2259	0	0	0	27351	27391		0.917407042
Bowron	4	1996	108629	18192.6153			0	0	0	0	20695	0		6081	0	0	0	26776	26776		0.772893636
Bowron	4	1997	11678	3995.6554			0	0	0	0	1335	0		3689	0	0	0	5024	5024		0.265724522
Bowron	4	1998	13502	5272.1673			0	0	0	0	11272	0		5729	0	0	0	17001	17001		0.663019822
Bowron	4	1999	12745	5060.133			0	0	0	0	19734	0		0	0	0	0	19734	19734		1
Bowron	4	2000	102829	23290.8886			0	0	0	0	23887	0		1396	0	0	0	25283	25283		0.944785033
Bowron	4	2001	19171	6760.1655			0				4433			2392				6825	6825		0.64952381
Bowron	4	2002	13451	5648.3148			0				7279			395				7674	7674		0.948527495
Bowron	4	2003	17187	8064.0345			0			30	3702			90				3822	3822		0.968602826
Bowron	4	2004	10757	5901.6288			0	30			3008			3082.480314	0			6120.480314	6120.480314		0.491464697
Bowron	4	2005	18061	9675.4836						0	1876.292365			382.7475508	0	0	0	2259.039916	2259.039916		0.8305707
Bowron	4	2006	4572	2070.1656				0	0	127.5825169	14799.57196			2635.108129	0	0	0	17562.26261	17562.26261		0.842691645
Bowron	4	2007	4967	2102.3079				0	0	0	8344.509077	0		19.53084794	0	0	0	8364.039925	8364.039925		0.997664903
Bowron	4	2008	16023	2026.7143				0	0	0	234.3701753	0		548.2787818	0	0	0	782.6489571	782.6489571		0.299457596
Bowron	4	2009	12648	6107.4504				0	0	0	4971.060955	0		1140.94773	0	0	0	6112.008685	6112.008685		0.813326896
Bowron	4	2010	30722	9925.556				36.55191879	23	0	21678.00687	0		3038.223553	0	0	0	24752.78234	24775.78234		0.875780601
Bowron	4	2011	61415	28422.3231				0	0	0	5187.210944	0		93.2313706	0	0	0	5280.442314	5280.442314		0.982344023
Bowron	4	2012	31238	6928.3069				0	32	0	186.4627412	0		0	0	0	0	186.4627412	218.4627412		1
Bowron	4	2013	60485	25120.6758				0	0	0	367.0685826	0		167.1881367	0			534.2567193	534.2567193		0.719823358
Bowron	4	2014	28741	14616.6878				0	0	0	19393.82385	0		942.5981873				20336.42204	20336.42204		
Bowron	4	2015	24073	11836.4444				0	0		250			66.12903226				316.1290323	316.1290323		
Bowron	4	2016	8940	3606.7209					0		1719.354839							1719.354839	1719.354839		
Bowron	4	2017	7284	3325.7053																	
Bowron	4	2018	12528	6295.337																	
Bowron	4	2019	9845	4953.3714																	
																					
																					
Raft	5	1948	10359	5524			0	0	0	0	62653	0		684	0	0	0	63337	63337		0.989200625
Raft	5	1949	6113	2108.847			0	0	0	0	36748	0		2878	0	0	0	39626	39626		0.927370918
Raft	5	1950	6404	1917.0821			0	0	17	0	39549	0		5990	0	0	0	45539	45556		0.868464393
Raft	5	1951	8561	3364.5304			0	0	8	0	34636	0		13009	0	0	0	47645	47653		0.726959807
Raft	5	1952	15617	5116.371			0	0	5	0	46167	0		5010	0	0	0	51177	51182		0.902104461
Raft	5	1953	7909	3600.432			0	0	0	0	30285	0		1839	0	0	0	32124	32124		0.942753082
Raft	5	1954	9995	5352.27			0	0	231	0	38964	0		11293	0	0	0	50257	50488		0.775294984
Raft	5	1955	5081	2905.056			0	0	7	0	52497	0		7860	158	0	0	60515	60522		0.867503925
Raft	5	1956	9037	5179.636			0	0	0	0	17335	0		8029	1776	0	0	27140	27140		0.638725129
Raft	5	1957	6881	3313.641			0	0	72	0	18932	0		2011	0	0	0	20943	21015		0.903977463
Raft	5	1958	10215	6235.02			0	0	23	0	22591	0		512	17	0	0	23120	23143		0.977119377
Raft	5	1959	10210	5232.0251			0	0	0	0	20417	0		3167	30	0	0	23614	23614		0.864614212
Raft	5	1960	5553	2690.379			0	0	64	0	14715	0		2049	120	0	0	16884	16948		0.871535181
Raft	5	1961	7301	3013.763			0	0	32	0	22139	0		2154	0	0	0	24293	24325		0.911332483
Raft	5	1962	7613	4196.982			0	0	0	0	37568	0		2981	0	0	0	40549	40549		0.926484007
Raft	5	1963	8724	2692.888			0	0	18	0	9090	0		265	444	0	0	9799	9817		0.927645678
Raft	5	1964	5201	2666.114			0	0	81	0	40283	0		8228	132	0	0	48643	48724		0.8281356
Raft	5	1965	6624	2669.3838			0	0	73	0	18867	0		1686	0	0	0	20553	20626		0.91796818
Raft	5	1966	6250	2666.3707			0	0	320	0	20483	0		2736	0	0	0	23219	23539		0.882165468
Raft	5	1967	1303	358.358			0	0	37	0	8226	0		1395	0	0	0	9621	9658		0.855004677
Raft	5	1968	8121	3454.944			0	0	98	0	100888	0		5411	0	0	0	106299	106397		0.949096417
Raft	5	1969	5593	2576.9042			0	0	381	0	10279	0		3710	0	0	0	13989	14370		0.734791622
Raft	5	1970	4474	1205.0965			0	0	37	0	8300	0		523	0	0	0	8823	8860		0.94072311
Raft	5	1971	840	222.921			0	0	33	0	9570	0		2116	642	0	0	12328	12361		0.776281635
Raft	5	1972	11151	4506.6974			0	0	87	0	56973	0		761	0	0	0	57734	57821		0.986818859
Raft	5	1973	2729	1345.169			0	0	22	0	1616	0		7723	0	0	0	9339	9361		0.173037798
Raft	5	1974	2396	1478.5824			0	0	206	0	11541	0		476	0	0	0	12017	12223		0.960389448
Raft	5	1975	2664	1391.4432			0	0	7	0	5632	0		797	280	0	0	6709	6716		0.83946937
Raft	5	1976	8684	3976.2294			0	0	56	0	18539	0		1331	0	0	0	19870	19926		0.933014595
Raft	5	1977	648	197.7387			0	0	0	0	2728	0		3189	0	0	1023	6940	6940		0.393083573
Raft	5	1978	2500	1343			0	0	253	0	11888	0		6562	45	0	0	18495	18748		0.642768316
Raft	5	1979	1780	692.8606			0	0	0	0	1183	0		1856	0	0	0	3039	3039		0.389272787
Raft	5	1980	5418	2055.8848			0	0	112	0	47827	0		3784	0	0	0	51611	51723		0.926682296
Raft	5	1981	873	312.1514			0	0	29	0	7366	0		1244	0	0	0	8610	8639		0.855516841
Raft	5	1982	2992	1533			0	0	0	0	2509	0		1233	28	0	0	3770	3770		0.665517241
Raft	5	1983	2857	1821			0	0	38	0	2855	0		1196	1512	0	0	5563	5601		0.513212296
Raft	5	1984	19098	6701.2473			0	0	325	0	32692	0		14038	0	0	8	46738	47063		0.699473662
Raft	5	1985	3638	1922.6592			0	0	7	0	2830	0		1591	105	0	0	4526	4533		0.625276182
Raft	5	1986	2126	1079.746			0	0	0	0	2902	0		111	0	0	0	3013	3013		0.963159642
Raft	5	1987	1512	722.7176			0	0	0	0	1399	0		2421	0	0	0	3820	3820		0.366230366
Raft	5	1988	19857	9207.3314			0	0	0	0	41783	0		8304	88	0	310	50485	50485		0.82763197
Raft	5	1989	1647	925.1964			0	0	7	0	7357	0		3935	0	0	0	11292	11299		0.651523202
Raft	5	1990	630	412			0	0	0	0	1610	0		934	0	0	0	2544	2544		0.632861635
Raft	5	1991	464	264			0	0	0	0	908	0		553	0	0	0	1461	1461		0.621492129
Raft	5	1992	8242	4112.2348			0	0	6	0	65321	8		2024	0	0	0	67345	67359		0.969945801
Raft	5	1993	5047	2933.826			0	0	24	0	22386	0		10727	65	0	396	33574	33598		0.66676595
Raft	5	1994	1712	799.6392			0	0	0	0	4738	0		22745	989	0	0	28472	28472		0.166409104
Raft	5	1995	1046	682.49			0	0	41	0	22745	0		4484	0	0	0	27229	27270		0.835322634
Raft	5	1996	46615	21380.8296			0	593	0	0	89315	0		22684	0	0	0	112592	112592		0.793262399
Raft	5	1997	6093	2366.602			0	0	0	0	25983	0		25281	0	0	0	51264	51264		0.50684691
Raft	5	1998	7229	3585.1725			0	0	8	0	4905	0		11325	0	0	0	16230	16238		0.302218115
Raft	5	1999	6979	3499.2428			0	0	92	0	26426	0		34631	0	0	0	61057	61149		0.432808687
Raft	5	2000	66292	27667.5048			0	0	53	0	107671	0		7672	0	0	0	115343	115396		0.933485344
Raft	5	2001	32506	16025.3836			0	630	0	365	79275	0		16425	0	0	0	96695	96695		0.819845907
Raft	5	2002	18461	8401.6872			0		45		21369			21419				42788	42833		0.499415724
Raft	5	2003	10093	4890.4411			0			106	2439			5930				8475	8475		0.287787611
Raft	5	2004	5611	3244.059			0	1272	4	1779	39136			8848.710919	195.1921526			51230.90307	51234.90307		0.76391392
Raft	5	2005	26501	16967.2937				198		0	6441.341036			2454.027764	0	0	0	9093.368801	9093.368801		0.707135748
Raft	5	2006	6073	3442.0971				130.1281017	0	359.1260143	7182.520286			9646.31996	0	0	0	17318.09436	17318.09436		0.416233561
Raft	5	2007	14357	8063.9496				0	0	0	6253.476388	0		4462.223496	0	0	0	10715.69988	10715.69988		0.58358077
Raft	5	2008	10406	3562.1088				0	2	0	14907.88304	0		3667.657709	0	0	0	18575.54075	18577.54075		0.802554458
Raft	5	2009	11464	6039.0078				0	5	0	20119.72229	0		14988.65679	0	0	0	35108.37908	35113.37908		0.573074513
Raft	5	2010	5119	2388.6				0	26	0	37692.06341	0		5842.001952	0	0	0	43534.06536	43560.06536		0.865806261
Raft	5	2011	9243	4429.4712				0	29	0	17922.07378	0		5338.201252	0	0	0	23260.27504	23289.27504		0.77050137
Raft	5	2012	10008	1710.1572				0	0	0	16750.90738	0		4282.068823	0	0	0	21032.9762	21032.9762		0.796411655
Raft	5	2013	16394	9045.19				0	4	0	2784.841962	0		2538.884921	0			5323.726883	5327.726883		0.466925362
Raft	5	2014	17102	9471.1383				0	3	0	11136.4725	0		375				11511.4725	11514.4725		
Raft	5	2015	16054	8794.216				0	0		166.6666667			539.3258427				705.9925094	705.9925094		
Raft	5	2016	8150	3752.8842					0		2292.134831							2292.134831	2292.134831		
Raft	5	2017	4518	2268.955																	
Raft	5	2018	3544	1755.6735																	
Raft	5	2019	619	362.3696																	
																					
																					
Quesnel	6	1948	100	47.5			0	0	0	0	618	0		0	0	0	0	618	618		1
Quesnel	6	1949	30664	19208.76			0	514	22455	0	463409	0		0	0	0	0	463923	486378		0.998892058
Quesnel	6	1950	398	263.5			0	0	34	0	2014	0		0	0	0	0	2014	2048		1
Quesnel	6	1951	49	8.8			0	0	0	0	413	0		0	0	0	0	413	413		1
Quesnel	6	1952	7017	51.3636			0	0	0	0	562	0		0	0	0	0	562	562		1
Quesnel	6	1953	110927	47564.694			0	0	5902	0	604123	0		220	0	0	0	604343	610245		0.999635968
Quesnel	6	1954	299	146.301			0	0	0	0	10692	0		0	0	0	0	10692	10692		1
Quesnel	6	1955	63	30.4			0	0	0	0	180	0		0	0	0	0	180	180		1
Quesnel	6	1956	2669	39.15			0	0	18	0	1115	0		0	0	0	0	1115	1133		1
Quesnel	6	1957	223667	134561.8			0	1420	8359	0	989580	0		144	30	0	0	991174	999533		0.998391806
Quesnel	6	1958	1863	1269.016			0	0	27	0	3362	0		23	0	0	0	3385	3412		0.993205318
Quesnel	6	1959	76	28.75			0	0	0	0	165	0		0	0	0	0	165	165		1
Quesnel	6	1960	3057	122.762			0	0	6	0	1469	0		0	0	0	0	1469	1475		1
Quesnel	6	1961	302563	69999.1829			0	0	44481	0	1195807	0		509	93	0	0	1196409	1240890		0.999496828
Quesnel	6	1962	1078	582.075			0	0	30	0	7257	0		0	0	0	0	7257	7287		1
Quesnel	6	1963	86	39.856			0	0	0	0	956	0		0	0	0	0	956	956		1
Quesnel	6	1964	15839	158.636			0	0	0	0	2812	0		0	0	0	0	2812	2812		1
Quesnel	6	1965	364714	105391.8205			0	0	14161	0	1652107	0		821	83	0	0	1653011	1667172		0.999453119
Quesnel	6	1966	1753	1040.979			0	0	28	0	7038	0		396	0	0	0	7434	7462		0.946731235
Quesnel	6	1967	119	24			0	0	11	0	1750	0		0	0	0	0	1750	1761		1
Quesnel	6	1968	5763	332.75			0	0	0	0	428	0		0	0	0	0	428	428		1
Quesnel	6	1969	273134	76565.813			0	69	6413	0	1626582	0		7768	0	0	0	1634419	1640832		0.995205024
Quesnel	6	1970	1373	387.9452			0	0	0	0	20339	0		0	0	0	0	20339	20339		1
Quesnel	6	1971	171	16.324			0	0	0	0	747	0		0	0	0	0	747	747		1
Quesnel	6	1972	3488	46.484			0	0	9	0	856	0		0	0	0	0	856	865		1
Quesnel	6	1973	278061	112414.8786			0	527	5114	0	2326864	0		3929	0	0	0	2331320	2336434		0.998088636
Quesnel	6	1974	4459	2587.3926			0	0	21	0	29304	0		1570	129	0	0	31003	31024		0.945198852
Quesnel	6	1975	201	105			0	0	0	0	1865	0		0	0	0	0	1865	1865		1
Quesnel	6	1976	2197	209			0	0	0	0	1233	0		0	0	0	0	1233	1233		1
Quesnel	6	1977	516223	160718.4531			0	0	8446	0	3810786	0		54029	5261	0	0	3870076	3878522		0.984679887
Quesnel	6	1978	8614	4349.328			0	0	142	0	186073	0		10473	36	0	0	196582	196724		0.946541392
Quesnel	6	1979	511	237.5552			0	0	0	0	2103	0		3908	0	0	0	6011	6011		0.349858593
Quesnel	6	1980	3176	97.7839			0	0	0	0	2446	0		0	0	0	0	2446	2446		1
Quesnel	6	1981	748652	332288.6324			0	0	19608	0	9553856	0		213188	0	0	0	9767044	9786652		0.97817272
Quesnel	6	1982	39841	20053.4434			0	0	0	0	499074	0		56312	0	0	156	555542	555542		0.89835512
Quesnel	6	1983	2155	1098.3516			0	0	33	0	31515	0		8864	0	0	0	40379	40412		0.780479952
Quesnel	6	1984	6186	551.1585			0	0	85	0	6868	0		0	0	0	0	6868	6953		1
Quesnel	6	1985	1349263	692790.9537			0	2870	28135	23700	12137664	0		334171	17706	0	993	12517104	12545239		0.969686279
Quesnel	6	1986	181473	94840.5637			0	0	41	0	2364628	0		168115	0	0	0	2532743	2532784		0.933623348
Quesnel	6	1987	20559	11237.6427			0	0	11	0	119437	0		57144	0	0	0	176581	176592		0.676386474
Quesnel	6	1988	27034	4184.708			0	0	0	0	26342	0		0	0	0	0	26342	26342		1
Quesnel	6	1989	1870685	940528.7292			0	2122	10417	0	10339444	51		280053	9408	0	0	10631027	10641495		0.972572452
Quesnel	6	1990	487651	259271.0977			0	0	585	0	2946813	0		336236	0	0	0	3283049	3283634		0.897584227
Quesnel	6	1991	46259	24861.312			0	0	26	0	100196	0		50671	282	0	0	151149	151175		0.662895553
Quesnel	6	1992	8901	3046			0	0	1	0	29213	0		0	0	0	0	29213	29214		1
Quesnel	6	1993	2620757	1507468.604			0	282	1642	0	6446036	0		398551	4529	0	0	6849398	6851040		0.941109861
Quesnel	6	1994	659505	356301.3487			0	0	248	0	2263471	0		212902	470	0	0	2476843	2477091		0.91385324
Quesnel	6	1995	216110	116914.169			0	0	0	0	119078	0		48228	0	0	0	167306	167306		0.711737774
Quesnel	6	1996	42499	21719.487			0	0	0	0	67906	0		19609	3175	0	0	90690	90690		0.748770537
Quesnel	6	1997	1858809	904910.7118			0	1589	79	0	4358762	0		318446	13897	0	0	4692694	4692773		0.928840022
Quesnel	6	1998	1179252	534621.2748			0	0	56	0	4467804	0		272015	0	0	0	4739819	4739875		0.942610678
Quesnel	6	1999	189360	106951.3403			0	0	0	0	581976	0		228610	0	0	0	810586	810586		0.717969469
Quesnel	6	2000	63782	37161.4874			0	0	0	0	38143	0		15667	0	0	0	53810	53810		0.708845939
Quesnel	6	2001	3510976	1740556.591			0	4927	42	0	3576455	0		115416	4166	0	0	3700964	3701006		0.966357684
Quesnel	6	2002	1022192	438181.3019			0		38		603583			36207	437			640227	640265		0.942764051
Quesnel	6	2003	278990	148358.9286			0				82424			60604	848			143876	143876		0.572882204
Quesnel	6	2004	10264	6627.6861			0			164	6545			5986.005542	0			12695.00554	12695.00554		0.515557081
Quesnel	6	2005	883678	475025.2539						0	198054.9296	11.16666667		8017.48384	2646.335801	511.1306362	199.9263418	209429.8062	209440.9729		0.945438818
Quesnel	6	2006	169127	90092.517				234.2115193	55.83333333	0	598191.9988			47840.67565	0	0	0	646266.886	646322.7193		0.92596391
Quesnel	6	2007	74715	33609.0312				0	21	0	72938.07841	0		647.8213394	15.34265313	0	0	73601.2424	73622.2424		0.990989772
Quesnel	6	2008	7091	2472.1096				0	0	0	727.3109584	0		6535.596751	306.7083151	0	0	7569.616024	7569.616024		0.096082939
Quesnel	6	2009	149467	82781.7402				0	19	137.1123299	296451.1873	0		21899.77029	0	0	0	318488.0699	318507.0699		0.93080765
Quesnel	6	2010	246584	131562.5212				0	2958	0	2497652.076	46.33333333		30937.17705	127.9526521	0	0	2528717.206	2531721.539		0.987715095
Quesnel	6	2011	45433	16938.876				0	30.66666667	0	35995.1431	0		3921.58075	0	0	0	39916.72385	39947.39051		0.890280103
Quesnel	6	2012	624	97.2378				0	1	0	358.2082009	0		2284.550351	0	0	0	2642.758552	2643.758552		0.1469912
Quesnel	6	2013	179081	93729.3403				0	287	0	141418.2482	0		5322.290297	0			146740.5385	147027.5385		0.964543148
Quesnel	6	2014	832344	430826.6767				0	1571	0	2133830.557	0		36000				2169830.557	2171401.557		
Quesnel	6	2015	45357	25749.557				0	0		4500			454.5454545				4954.545455	4954.545455		
Quesnel	6	2016	1081	213.9346					0		545.4545455							545.4545455	545.4545455		
Quesnel	6	2017	114581	59638.4542					1												
Quesnel	6	2018	817811	332721.9062																	
Quesnel	6	2019	21632	14299.9551																	
																					
																					
Chilko	7	1948	670622	364597.28			0	0	32000	0	1643062	6131		11182	254316	0	1282	1909842	1947973		0.860313052
Chilko	7	1949	58247	33028.506			0	0	3732	0	560635	621		10368	46358	0	1424	618785	623138		0.906025518
Chilko	7	1950	26447	6554.8764			0	0	1489	0	183278	954		4705	15449	0	0	203432	205875		0.900930041
Chilko	7	1951	118110	57564.2868			0	0	3925	0	644911	5004		20763	74115	0	3609	743398	752327		0.867517803
Chilko	7	1952	490065	233628.126			0	0	18732	0	1763929	114		35975	38833	0	893	1839630	1858476		0.958849877
Chilko	7	1953	201245	94470.624			0	0	1172	0	514554	2583		14004	86362	0	781	615701	619456		0.835720585
Chilko	7	1954	37743	21247.401			0	0	12234	0	632132	2844		4415	58891	0	2233	697671	712749		0.906060306
Chilko	7	1955	132146	75834.249			0	0	32418	0	1407963	1373		31011	40510	0	0	1479484	1513275		0.951658146
Chilko	7	1956	647768	368607.474			0	0	13905	0	2379854	75		16684	25152	0	0	2421690	2435670		0.982724461
Chilko	7	1957	140765	83127.8448			0	0	76	0	117362	63		3149	17578	0	0	138089	138228		0.849901151
Chilko	7	1958	137081	70433.496			0	0	4055	0	278320	1711		13613	130581	0	5091	427605	433371		0.65088107
Chilko	7	1959	471162	272890.9106			0	0	23792	0	2080497	1272		18659	88363	0	0	2187519	2212583		0.951076082
Chilko	7	1960	426607	244863.63			0	0	5472	0	958877	1045		5980	81961	0	0	1046818	1053335		0.915992083
Chilko	7	1961	40315	15038.4336			0	0	256	0	52713	409		11583	4492	0	0	68788	69453		0.766310984
Chilko	7	1962	92467	42125.351			0	0	10657	0	960609	0		13582	696	0	18	974905	985562		0.985336007
Chilko	7	1963	1002252	57206.5416			0	0	37579	0	1112861	3971		4045	47006	0	841	1164753	1206303		0.955448065
Chilko	7	1964	238601	131589.908			0	0	7252	0	1818921	1343		55810	156756	0	0	2031487	2040082		0.895364332
Chilko	7	1965	39902	20812.9353			0	0	1787	0	138555	1782		2360	14460	0	0	155375	158944		0.891745776
Chilko	7	1966	226702	107540.8448			0	0	26456	0	744469	1479		27636	89160	0	0	861265	889200		0.86439017
Chilko	7	1967	176337	90006.1272			0	0	28734	0	1933329	5300		23351	13996	0	0	1970676	2004710		0.981048635
Chilko	7	1968	414446	181911.744			0	0	46952	0	2349375	1108		21925	55581	0	1128	2428009	2476069		0.967613794
Chilko	7	1969	76518	25518.6987			0	0	4126	0	369954	294		15839	12146	0	0	397939	402359		0.929675151
Chilko	7	1970	145049	50923.121			0	0	16775	0	630046	5423		1084	41128	0	0	672258	694456		0.937208631
Chilko	7	1971	174266	90643.3658			0	0	58786	0	740253	13222		0	40581	0	0	780834	852842		0.948028646
Chilko	7	1972	562333	331140.474			0	0	42709	0	1947465	1309		34424	83501	0	166	2065556	2109574		0.942828468
Chilko	7	1973	61707	30231.0643			0	0	8835	0	200775	2893		6807	27243	0	1744	236569	248297		0.848695307
Chilko	7	1974	128131	70789.5812			0	0	26487	0	641497	3815		4312	36356	0	0	682165	712467		0.940383925
Chilko	7	1975	220554	102022.2668			0	0	22821	0	1389008	20230		7375	73812	0	390	1470585	1513636		0.944527518
Chilko	7	1976	364311	211581.2928			0	0	8457	0	1650944	334		25168	14210	0	0	1690322	1699113		0.976703847
Chilko	7	1977	54322	19832.316			0	0	3346	0	190527	0		2743	2584	0	0	195854	199200		0.972801168
Chilko	7	1978	151835	82725.6483			0	0	8616	0	1169034	397		77743	9789	0	0	1256566	1265579		0.930340308
Chilko	7	1979	240294	134852.5912			0	0	9358	0	1615466	1371		72206	15308	0	7804	1710784	1721513		0.944284024
Chilko	7	1980	468658	276086.3875			0	0	12504	0	3920494	414		473961	32179	0	2375	4429009	4441927		0.885185377
Chilko	7	1981	35909	20083.7847			0	0	1722	0	180656	2919		4547	18862	0	0	204065	208706		0.885286551
Chilko	7	1982	242263	135971.088			0	0	52424	0	1355953	182		131741	57505	0	1412	1546611	1599217		0.876725305
Chilko	7	1983	331510	178374.186			0	0	45476	0	1717330	5243		36418	310875	0	4399	2069022	2119741		0.830020174
Chilko	7	1984	452968	220002.666			0	0	11108	0	500714	1951		2890	153893	0	5802	663299	676358		0.754884298
Chilko	7	1985	86120	34718.3924			0	0	970	0	366037	1563		184400	18862	0	1136	570435	572968		0.641680472
Chilko	7	1986	310397	158631.7565			0	0	47835	0	4413216	335		279555	54465	0	5033	4752269	4800439		0.928654502
Chilko	7	1987	241703	139495.6647			0	0	11552	0	4032356	863		316979	56111	0	2975	4408421	4420836		0.914693946
Chilko	7	1988	250495	133032.0306			0	0	2697	0	2979547	797		157913	155406	0	0	3292866	3296360		0.90484915
Chilko	7	1989	56994	34137.6358			0	0	11841	0	3015024	0		86942	3564	0	0	3105530	3117371		0.970856504
Chilko	7	1990	823339	491900.1402			0	0	13262	0	2412516	4715		178745	19347	0	0	2610608	2628585		0.924120358
Chilko	7	1991	1019116	587527.5133			0	0	4495	0	1126703	537		128342	122472	0	0	1377517	1382549		0.817923118
Chilko	7	1992	508582	315562.9445			0	0	3754	0	1773513	614		78754	9714	0	0	1861981	1866349		0.952487163
Chilko	7	1993	556466	319236.3875			0	0	18173	0	3380892	208		548667	15931	0	0	3945490	3963871		0.85690041
Chilko	7	1994	450292	253558.201			0	0	10606	0	1331935	184		72717	4545	0	0	1409197	1419987		0.945173031
Chilko	7	1995	539269	294515.65			0	0	2778	0	1045307	36		179013	44788	0	2414	1271522	1274336		0.822091163
Chilko	7	1996	989422	504519.115			0	0	359	0	1175834	0		159331	26555	0	1811	1363531	1363890		0.862344897
Chilko	7	1997	985743	505730.1879			0	0	222	0	663879	0		204615	16297	0	0	884791	885013		0.750322958
Chilko	7	1998	880944	467670.036			0	0	1084	0	423716	0		73801	34730	0	3035	535282	536366		0.791575282
Chilko	7	1999	891922	432592.5054			0	0	2228	0	1449980	0		109275	9106	0	0	1568361	1570589		0.924519291
Chilko	7	2000	759163	395549.5512			0	0	3918	0	424960	59		27152	42236	0	3565	497913	501890		0.853482436
Chilko	7	2001	669920	331292.7375			0	0	176	0	1001606	0		89122	67732	0	0	1158460	1158636		0.864601281
Chilko	7	2002	385042	215117.6976			0		4514		1119367			106118	8734		554	1234773	1239287		0.906536667
Chilko	7	2003	612239	334955.803			0		557		321849			29357	30465		3834.352221	385505.3522	386062.3522		0.834875568
Chilko	7	2004	92143	49198.398			0		854		388845			33231.05259	3834.352221			425910.4048	426764.4048		0.912973704
Chilko	7	2005	540481	285102.7352					720	0	262014.0685	164.4485981		37747.54405	62912.57342	0	0	362674.1859	363558.6345		0.72109336
Chilko	7	2006	469504	261967.04				0	4234.551402	0	4429045.169	659.7821782		339298.9475	293378.7892	0	0	5061722.906	5066617.239		0.875744574
Chilko	7	2007	306707	156566.214				0	2369.217822	0	1056163.641	780.6082474		16285.67313	57478.84634	0	0	1129928.161	1133077.987		0.934717514
Chilko	7	2008	250583	68786.172				0	1830.391753	0	477074.4246	0		45259.02251	14292.3229	0	0	536625.7701	538456.1618		0.889026303
Chilko	7	2009	217778	127363.8158				0	1081	0	1643617.133	689.3566176		187156.376	5198.788221	0	1489.2145	1837461.512	1839231.869		0.894504611
Chilko	7	2010	2462975	1181511.507				0	36811.64338	0	2666978.358	1552.5		78928.36849	132540.0905	597.0409842	0	2879043.857	2917408.001		0.926333125
Chilko	7	2011	919254	457706.4206				0	2173.5	0	786305.2559	166.3421053		85376.86074	2985.204921	0	0	874667.3216	877007.1637		0.89506729
Chilko	7	2012	246605	90778.746				0	1940.657895	0	197620.5658	0		25175.26941	0	0	0	222795.8352	224736.4931		0.891175941
Chilko	7	2013	1235222	624489.8175				0	769	0	435384.071	0		40614.90813	5802.129732			481801.1089	482570.1089		0.916828187
Chilko	7	2014	1034250	669148.5952				0	2639	0	1560772.898	0		73000			194.092827	1633966.991	1636605.991		
Chilko	7	2015	662707	429032.5326				0	1258		132000	56		38333.33333	3299.578059			173632.9114	174946.9114		
Chilko	7	2016	155687	66018.7962					84		27172.99578							27172.99578	27256.99578		
Chilko	7	2017	372212	212976.52					28												
Chilko	7	2018	619623	388765.9776																	
Chilko	7	2019	169877	74639.982																	
																					
																					
Seymour	8	1948	3889	1280			0	0	0	0	29658	0		0	0	0	0	29658	29658		1
Seymour	8	1949	10772	3475.5567			0	0	733	0	25617	0		0	8355	0	0	33972	34705		0.754062169
Seymour	8	1950	12571	4740.962			0	0	909	0	161081	36		0	0	0	0	161081	162026		1
Seymour	8	1951	24344	11504.7252			0	0	125	0	67964	0		731	123	0	0	68818	68943		0.987590456
Seymour	8	1952	6428	2780.388			0	0	93	0	11156	0		0	0	0	0	11156	11249		1
Seymour	8	1953	5947	2907.42			0	0	150	0	44870	248		0	0	0	0	44870	45268		1
Seymour	8	1954	24969	12897.7752			0	0	23882	0	428958	0		3444	5238	0	0	437640	461522		0.980161777
Seymour	8	1955	9011	5177.532			0	0	372	0	308775	0		550	305	0	0	309630	310002		0.99723864
Seymour	8	1956	2562	1101.663			0	0	26	0	10971	0		1766	0	0	0	12737	12763		0.861348826
Seymour	8	1957	14350	7416.407			0	0	262	0	11959	448		0	11914	0	0	23873	24583		0.500942487
Seymour	8	1958	78578	44284.817			0	0	6184	0	188824	0		510	0	0	0	189334	195518		0.997306348
Seymour	8	1959	52325	25773.201			0	0	409	0	175192	11		368	0	0	0	175560	175980		0.997903851
