"","2.5","25","50","75","97.5","agent"
"b.prev_std.Stock.Raft.","-0.882675113399096","-0.367751608339926","-0.122943631617473","0.117699933784661","0.643720615925108","my_arc"
"b.prev_std.Stock.Scotch.","-0.908053636146392","-0.378525324666352","-0.136718611918742","0.0969048634662695","0.631320008266291","my_arc"
"b.prev_std.Stock.Seymour.","-0.848346019823623","-0.373316597132294","-0.124297164387299","0.109819922611761","0.631110474548105","my_arc"
"b.prev_std.Stock.Stellako.","-0.893155592572546","-0.388636490471471","-0.150140761976208","0.0840196158669412","0.591644041693967","my_arc"
"b.prev_std.Stock.Weaver.","-0.917804087030641","-0.419305904472209","-0.170624969932086","0.0679338661235967","0.584309741069144","my_arc"
"prev_std","-1.09109179859282","-0.482808549722584","-0.239216263937567","-0.022211201642045","0.484493534937925","pa_kab"
"b.prev_std.Stock.Birkenhead.","-1.02886980625587","-0.39843349742142","-0.118792774131435","0.159999527032094","0.79645303186298","pa_kab"
"b.prev_std.Stock.Bowron.","-1.13096937142046","-0.455632251276858","-0.168006959722012","0.121196780263059","0.679883129486798","pa_kab"
"b.prev_std.Stock.Chilko.","-1.04710950544007","-0.363926816073344","-0.0754727426115556","0.20606575184157","0.780587986956126","pa_kab"
"b.prev_std.Stock.E.Stuart.","-1.05863061612223","-0.396806446381112","-0.0980899304891292","0.176231904273865","0.754509734122828","pa_kab"
"b.prev_std.Stock.Fennell.","-1.44587698346798","-0.786596725153362","-0.489178829866481","-0.210173261725333","0.353945375126272","pa_kab"
"b.prev_std.Stock.Gates.","-1.0083504393714","-0.425321522772954","-0.134931202143443","0.153614005719057","0.768386905948196","pa_kab"
"b.prev_std.Stock.Harrison.","-0.937336819164279","-0.329462824794484","-0.0436023738902899","0.256907909085182","0.860319112971023","pa_kab"
"b.prev_std.Stock.L.Shuswap.","-1.37438217964472","-0.689226730319433","-0.411697437639142","-0.146666395663567","0.41894843904725","pa_kab"
"b.prev_std.Stock.L.Stuart.","-1.14696133343026","-0.506784545048852","-0.22742274895131","0.0365039323699541","0.610177390726966","pa_kab"
"b.prev_std.Stock.Nadina.","-1.17806837605549","-0.487366961360905","-0.209487528169493","0.0597328946199305","0.666062858310044","pa_kab"
"b.prev_std.Stock.Pitt.","-0.815891140541792","-0.160950756004714","0.158203451890787","0.470819239163336","1.12491558832875","pa_kab"
"b.prev_std.Stock.Portage.","-1.45376569084923","-0.83248661242524","-0.540389443305866","-0.265792209628967","0.333845371550802","pa_kab"
"b.prev_std.Stock.Quesnel.","-1.0925257607502","-0.507605807631341","-0.223467560384048","0.0637293310000519","0.679187444272404","pa_kab"
"b.prev_std.Stock.Raft.","-0.957687381671777","-0.328754703519278","-0.0639038378285132","0.235071837958641","0.846865829908913","pa_kab"
"b.prev_std.Stock.Scotch.","-1.36037945806722","-0.726157495867727","-0.449050029545409","-0.169158709783401","0.402321051673715","pa_kab"
"b.prev_std.Stock.Seymour.","-1.27147328828953","-0.635200995325157","-0.356070130810397","-0.0899508831318733","0.479771438939819","pa_kab"
"b.prev_std.Stock.Stellako.","-1.24731233460149","-0.657284120831894","-0.381033897226514","-0.108943024420176","0.453294807585561","pa_kab"
"b.prev_std.Stock.Weaver.","-1.77625292620464","-1.11025197161415","-0.773798748203319","-0.471631466071773","0.139149182636758","pa_kab"
"prev_std","-1.06479992806348","-0.459617347512227","-0.2339644149681","-0.0129474632294709","0.548322747739628","pa_min"
"b.prev_std.Stock.Birkenhead.","-1.13092054996411","-0.479822744257278","-0.241375187851258","-0.00395925207471588","0.57510993826452","pa_min"
"b.prev_std.Stock.Bowron.","-1.16109330502628","-0.518624440044486","-0.273115870221954","-0.036856357384229","0.532064196337829","pa_min"
"b.prev_std.Stock.Chilko.","-1.11770741142942","-0.49265479104021","-0.248035362795305","-0.0195953053484","0.563698906698284","pa_min"
"b.prev_std.Stock.E.Stuart.","-1.1110420309829","-0.479035219705715","-0.238291807456399","-0.00929320674505406","0.559059071129756","pa_min"
"b.prev_std.Stock.Fennell.","-1.06005892583976","-0.467188297868505","-0.219911216247202","0.0192567296256143","0.581122358329373","pa_min"
"b.prev_std.Stock.Gates.","-1.09538340740417","-0.473044616000567","-0.224554498796869","0.0056597498938357","0.58575190382268","pa_min"
"b.prev_std.Stock.Harrison.","-1.11309851076245","-0.473946732733774","-0.233322117605371","0.00160886621726469","0.586623644127503","pa_min"
"b.prev_std.Stock.L.Shuswap.","-1.12777822827337","-0.479981888396097","-0.230660173295651","-0.00555650741697274","0.569705365642061","pa_min"
"b.prev_std.Stock.L.Stuart.","-1.05302909802698","-0.449586109556133","-0.209521055624033","0.0166927326964901","0.615178049743866","pa_min"
"b.prev_std.Stock.Nadina.","-1.09033587829883","-0.47426165777498","-0.237982488683518","-0.00879766766981153","0.577959185799501","pa_min"
"b.prev_std.Stock.Pitt.","-1.10699638571357","-0.48807766179326","-0.235364401153469","-0.0091860071508704","0.574555873104925","pa_min"
"b.prev_std.Stock.Portage.","-1.09786237164932","-0.456123364846443","-0.23221343756857","0.00145544224389015","0.56899643196308","pa_min"
"b.prev_std.Stock.Quesnel.","-1.09472740333969","-0.488781993136881","-0.242797150264362","-0.00902151355067139","0.592904793351968","pa_min"
"b.prev_std.Stock.Raft.","-1.12141817494253","-0.492133277532687","-0.256036207863316","-0.026903449417726","0.580824798369851","pa_min"
"b.prev_std.Stock.Scotch.","-1.05395959961484","-0.456802933299677","-0.232334666723859","0.00386484031576369","0.606564756653081","pa_min"
"b.prev_std.Stock.Seymour.","-1.09595815011379","-0.479333939924641","-0.240695720876433","-0.0152115091831634","0.551000876815687","pa_min"
"b.prev_std.Stock.Stellako.","-1.11027823532224","-0.477258938087766","-0.24135874470055","-0.0041153380880244","0.591978284362128","pa_min"
"b.prev_std.Stock.Weaver.","-1.06879555825547","-0.427898471574845","-0.194547783405723","0.0484845205885457","0.651816735637689","pa_min"
"prev_std","-0.461551311952495","-0.00468825242407858","0.210030086216052","0.424634524817032","0.932095016465626","pa_pse"
"b.prev_std.Stock.Birkenhead.","-0.491205006633592","-0.0307533906146978","0.201922128039975","0.421993229519021","0.957748254618741","pa_pse"
"b.prev_std.Stock.Bowron.","-0.458510298237414","0.00920041444930479","0.23534401900162","0.461722748300086","1.00498504866939","pa_pse"
"b.prev_std.Stock.Chilko.","-0.488731311575519","-0.0233816645159063","0.205402024753087","0.43545025889867","0.96244142400302","pa_pse"
"b.prev_std.Stock.E.Stuart.","-0.490867855102973","-0.0152534491832929","0.204715001399599","0.426307022370552","0.912579347343677","pa_pse"
"b.prev_std.Stock.Fennell.","-0.513528379306725","-0.0363505222428621","0.185362338241151","0.413941358809277","0.951135131237847","pa_pse"
"b.prev_std.Stock.Gates.","-0.46693508132672","0.0119075166232755","0.225768890093401","0.464114167941241","0.946506225472927","pa_pse"
"b.prev_std.Stock.Harrison.","-0.483921485877424","-0.0117730853199452","0.21125806935872","0.445842425033967","0.955833073625514","pa_pse"
"b.prev_std.Stock.L.Shuswap.","-0.481974412611996","-0.00186817597354163","0.23122926173426","0.452730759088362","0.974393390223801","pa_pse"
"b.prev_std.Stock.L.Stuart.","-0.488859331570447","-0.0485376819179295","0.192291776059198","0.413191183511929","0.932507797693842","pa_pse"
"b.prev_std.Stock.Nadina.","-0.471203351452308","-0.000964270779409908","0.226279921829942","0.446778395560791","0.970964870618795","pa_pse"
"b.prev_std.Stock.Pitt.","-0.534325653151716","-0.0518605158724543","0.192880324066489","0.401831343538773","0.923611320951767","pa_pse"
"b.prev_std.Stock.Portage.","-0.485629306822135","-0.0164024881791126","0.206247894500803","0.433395561180348","0.972025256755159","pa_pse"
"b.prev_std.Stock.Quesnel.","-0.472449231568373","-0.0217445279643631","0.212730223444013","0.446295211748202","0.980664453509814","pa_pse"
"b.prev_std.Stock.Raft.","-0.515726037508913","-0.0539948723910057","0.180945841755174","0.405559307432789","0.946694289825538","pa_pse"
"b.prev_std.Stock.Scotch.","-0.46677107295487","-0.0183838780676008","0.209598668676802","0.439038218005084","0.960371011060375","pa_pse"
"b.prev_std.Stock.Seymour.","-0.491624133762916","-0.0291392387465437","0.203440614684586","0.426386351639036","0.943510257193586","pa_pse"
"b.prev_std.Stock.Stellako.","-0.490838163330402","-0.0214534469848902","0.203154602503928","0.429349356009294","0.961257544148169","pa_pse"
"b.prev_std.Stock.Weaver.","-0.501849652621782","-0.0156956931606207","0.209076903141646","0.431921842472559","0.946830941078767","pa_pse"
"prev_std","-1.09921614420117","-0.647792489932814","-0.455090554386843","-0.271901179818324","0.151667554657719","pa_ther"
"b.prev_std.Stock.Birkenhead.","-1.10528473674378","-0.640843876816723","-0.450057690373955","-0.24966799941008","0.214882537370206","pa_ther"
"b.prev_std.Stock.Bowron.","-1.13198735576769","-0.66252849203043","-0.455100302087968","-0.258675537417101","0.197900709222053","pa_ther"
"b.prev_std.Stock.Chilko.","-1.10178757023407","-0.659938512568024","-0.450545084472635","-0.267635300212539","0.210452939870084","pa_ther"
"b.prev_std.Stock.E.Stuart.","-1.0810449924468","-0.644531356587286","-0.440283794889748","-0.24840772109354","0.228391031572069","pa_ther"
"b.prev_std.Stock.Fennell.","-1.13767713698016","-0.679395312046707","-0.472403321582047","-0.276926147700895","0.153625944110654","pa_ther"
"b.prev_std.Stock.Gates.","-1.08736383049324","-0.632448107822374","-0.426118894161766","-0.222668608918679","0.230687709970258","pa_ther"
"b.prev_std.Stock.Harrison.","-1.09664414662181","-0.66088848717607","-0.449622024437584","-0.262481434440046","0.187381018561816","pa_ther"
"b.prev_std.Stock.L.Shuswap.","-1.15206283970073","-0.67729539724269","-0.473265093058172","-0.276246878962387","0.186800198767312","pa_ther"
"b.prev_std.Stock.L.Stuart.","-1.09845779813201","-0.640694969917298","-0.430412179914185","-0.23457454793519","0.212187103471115","pa_ther"
"b.prev_std.Stock.Nadina.","-1.11784039474976","-0.634396895264774","-0.433144059962957","-0.236062948689048","0.220654870333228","pa_ther"
"b.prev_std.Stock.Pitt.","-1.12335764751797","-0.67751399195126","-0.473012810732657","-0.280969634852909","0.191201650455078","pa_ther"
"b.prev_std.Stock.Portage.","-1.13192354078857","-0.678601334975587","-0.478767082561439","-0.282891755353203","0.176140349511702","pa_ther"
"b.prev_std.Stock.Quesnel.","-1.09992860232799","-0.646904192194085","-0.447040483913392","-0.254009541446582","0.190545849345846","pa_ther"
"b.prev_std.Stock.Raft.","-1.14783796264729","-0.679111128566732","-0.472672384854335","-0.287348122959452","0.181793634910733","pa_ther"
"b.prev_std.Stock.Scotch.","-1.1421309819412","-0.674730124612995","-0.472865070895797","-0.283136167546428","0.164891372698844","pa_ther"
"b.prev_std.Stock.Seymour.","-1.14120850286656","-0.667216845700897","-0.464501584005443","-0.269884345903994","0.183681105773378","pa_ther"
"b.prev_std.Stock.Stellako.","-1.13995339269252","-0.672638323851169","-0.466725804772989","-0.278473093196869","0.193223743632965","pa_ther"
"b.prev_std.Stock.Weaver.","-1.14669182345194","-0.677893756401152","-0.480011435174976","-0.287310789586116","0.170499336745228","pa_ther"
"prev_std","-0.597445964260534","-0.0330862333495747","0.19639410234259","0.416076371004738","0.905404492192437","prv"
"b.prev_std.Stock.Birkenhead.","-0.62464532880919","-0.0476859899148825","0.188651780080377","0.415539466569647","0.927774858014208","prv"
"b.prev_std.Stock.Bowron.","-0.608006490284478","-0.0748539309262163","0.170919358075596","0.408539495241003","0.905362968518685","prv"
"b.prev_std.Stock.Chilko.","-0.612518058906273","-0.0445964918207902","0.194749860913168","0.429788151505809","0.956931346724364","prv"
"b.prev_std.Stock.E.Stuart.","-0.585213536294497","-0.0128036137143065","0.222057662076268","0.453618923753632","1.00726757214634","prv"
"b.prev_std.Stock.Fennell.","-0.596391594797956","-0.0418232561915528","0.197195417077124","0.435677691417563","0.950997602623459","prv"
"b.prev_std.Stock.Gates.","-0.625176381059834","-0.0466334422164906","0.192666431750249","0.428924394658607","0.951701913318088","prv"
"b.prev_std.Stock.Harrison.","-0.557537068139848","0.00275076042742009","0.252918635042848","0.491611871621089","1.0170271550007","prv"
"b.prev_std.Stock.L.Shuswap.","-0.576731239181281","-0.0229708955052443","0.227537916157064","0.448302204040012","0.993082759545009","prv"
"b.prev_std.Stock.L.Stuart.","-0.654537227045991","-0.0606162202211248","0.192338330964436","0.415985091706247","0.925808270961993","prv"
"b.prev_std.Stock.Nadina.","-0.588316421523183","-0.0215388811670166","0.2100153575579","0.446810298410815","0.963789424732028","prv"
"b.prev_std.Stock.Pitt.","-0.575248663572203","-0.0081222525570908","0.228724924615703","0.462921997327879","1.02412723306209","prv"
"b.prev_std.Stock.Portage.","-0.665502682971158","-0.105437453733185","0.161924693052899","0.375158571869497","0.892244373163714","prv"
"b.prev_std.Stock.Quesnel.","-0.678943675032428","-0.105424547195953","0.151230244861804","0.395979554635738","0.904100050929998","prv"
"b.prev_std.Stock.Raft.","-0.604289367834119","-0.0372336423221654","0.206545778364935","0.426466635684997","0.970542140782272","prv"
"b.prev_std.Stock.Scotch.","-0.609720860258608","-0.0344832166308223","0.201299158478739","0.427373573805598","0.945068511111237","prv"
"b.prev_std.Stock.Seymour.","-0.624312119553831","-0.0539277619171726","0.183586457020393","0.416132647004592","0.931974865753224","prv"
"b.prev_std.Stock.Stellako.","-0.633344118940256","-0.0644006258303866","0.182414912040113","0.398032289974231","0.916774472596649","prv"
"b.prev_std.Stock.Weaver.","-0.65926317559648","-0.0794169177589042","0.165051846250614","0.396899825787679","0.926560753618176","prv"
"prev_std","-0.487516766006465","0.00647004186796495","0.229436827868529","0.473743382379807","1.00727185423799","pspv"
"b.prev_std.Stock.Birkenhead.","-0.503612321448155","0.00645735134415578","0.248545920961623","0.482581470761287","1.06475758748097","pspv"
"b.prev_std.Stock.Bowron.","-0.52234895711571","-0.0186875942897412","0.21627015509694","0.461762605177434","1.01865853780889","pspv"
"b.prev_std.Stock.Chilko.","-0.54743348239304","-0.0271998282501862","0.222609683076279","0.467767422063877","1.00029137614836","pspv"
"b.prev_std.Stock.E.Stuart.","-0.454793589020534","0.0517399428970809","0.272444214177181","0.518380765242278","1.11775185054386","pspv"
"b.prev_std.Stock.Fennell.","-0.496381745618609","0.0118885859081974","0.245002446602635","0.489118656860308","1.06630356722439","pspv"
"b.prev_std.Stock.Gates.","-0.55733307714254","-0.0144943865923478","0.221323814206656","0.468891824117109","1.03752005286318","pspv"
"b.prev_std.Stock.Harrison.","-0.498958495326874","0.00789565754601078","0.22984277466512","0.48960433078662","1.04224625230608","pspv"
"b.prev_std.Stock.L.Shuswap.","-0.503139412370764","0.0294721952780909","0.257364171509811","0.5080158149835","1.06183116895776","pspv"
"b.prev_std.Stock.L.Stuart.","-0.533107906491406","-0.0109763370008254","0.213034156778884","0.467738364692998","1.01959581375907","pspv"
"b.prev_std.Stock.Nadina.","-0.523000936279076","0.000743069118755963","0.231914217832377","0.479518762794368","1.023523668123","pspv"
"b.prev_std.Stock.Pitt.","-0.512306597278133","0.0179930465629265","0.258592428658877","0.48703330696196","1.06285246509176","pspv"
"b.prev_std.Stock.Portage.","-0.570410088050296","-0.0474072347327771","0.191309215148742","0.437380597727924","0.993817752511507","pspv"
"b.prev_std.Stock.Quesnel.","-0.589691712606315","-0.0607031682979513","0.177634977553222","0.431076000134414","1.00208450265272","pspv"
"b.prev_std.Stock.Raft.","-0.536710121035682","-0.00713883141096241","0.23298729473175","0.476348565943762","1.00747208546286","pspv"
"b.prev_std.Stock.Scotch.","-0.500587960591323","0.0187404406712187","0.253678432550987","0.497193288239009","1.0704036797301","pspv"
"b.prev_std.Stock.Seymour.","-0.501959192896082","0.00943167790121091","0.241837874208467","0.494203785103196","1.04641495296538","pspv"
"b.prev_std.Stock.Stellako.","-0.549817598031735","-0.0269299930674482","0.208837310263609","0.457551120220225","1.01930805016059","pspv"
"b.prev_std.Stock.Weaver.","-0.523457264519877","-0.0252305551278296","0.207526308250157","0.45840375034545","1.01701224715947","pspv"
"prev_std","-0.600806100863992","-0.102748607727684","0.119444824018741","0.358102290785569","0.91660784049447","rlo"
"b.prev_std.Stock.Birkenhead.","-0.57581724336876","-0.106445677106279","0.133194195818175","0.377425494321612","0.970525260518401","rlo"
"b.prev_std.Stock.Bowron.","-0.657986506970485","-0.160964837073223","0.075065156323868","0.331978470683504","0.90146806737252","rlo"
"b.prev_std.Stock.Chilko.","-0.69839936332296","-0.153790288564128","0.0772405980733495","0.316279205734421","0.870211366832012","rlo"
"b.prev_std.Stock.E.Stuart.","-0.600899653950167","-0.0964718217523405","0.132540354869439","0.381775512274838","0.95870466636089","rlo"
"b.prev_std.Stock.Fennell.","-0.591399502663975","-0.0561410580074797","0.180645993602048","0.422843515335596","0.971954963021402","rlo"
"b.prev_std.Stock.Gates.","-0.649432303793759","-0.140568945401804","0.105853276412339","0.347846583295324","0.906942834427918","rlo"
"b.prev_std.Stock.Harrison.","-0.636794268615178","-0.138210015147353","0.101074316191963","0.342040764338262","0.932944676544977","rlo"
"b.prev_std.Stock.L.Shuswap.","-0.575100720819564","-0.0761234856280617","0.156512322068062","0.396941917961756","0.969011539597311","rlo"
"b.prev_std.Stock.L.Stuart.","-0.620448010453828","-0.12004429120419","0.120289835556113","0.36062112940929","0.907804236286313","rlo"
"b.prev_std.Stock.Nadina.","-0.618385327330285","-0.128875622999971","0.100814119484336","0.345959768721718","0.894890174317574","rlo"
"b.prev_std.Stock.Pitt.","-0.625932946613643","-0.120978807846186","0.10855750837236","0.35939171005276","0.903050237733651","rlo"
"b.prev_std.Stock.Portage.","-0.622349299958659","-0.112147939680037","0.121876265330046","0.36789909800019","0.914706054486358","rlo"
"b.prev_std.Stock.Quesnel.","-0.680986005642501","-0.164778030756453","0.0843000504721902","0.327680378905018","0.879324140630435","rlo"
"b.prev_std.Stock.Raft.","-0.649577481929864","-0.12380996968129","0.102574998090815","0.334902039075315","0.916511009221505","rlo"
"b.prev_std.Stock.Scotch.","-0.592173716982084","-0.0769696835624132","0.151035591697904","0.402585222196628","0.992525561432365","rlo"
"b.prev_std.Stock.Seymour.","-0.605267161092169","-0.0915762208983182","0.132123689415202","0.372261724802337","0.926375678337652","rlo"
"b.prev_std.Stock.Stellako.","-0.615194050181384","-0.130680678303484","0.0964514014025494","0.345325950049061","0.927559707741727","rlo"
"b.prev_std.Stock.Weaver.","-0.533555157074534","-0.0542490022233284","0.190295388867553","0.436880371498667","0.989663869182633","rlo"
"prev_std","-0.957739032472825","-0.53041649506208","-0.322801936704416","-0.122626456946045","0.345770161190184","sch"
"b.prev_std.Stock.Birkenhead.","-1.01194415803436","-0.537546536567932","-0.309673780083637","-0.0925557707702821","0.395021477244413","sch"
"b.prev_std.Stock.Bowron.","-1.05271219622759","-0.569911784430738","-0.337633132478889","-0.109853171102272","0.36573051110907","sch"
"b.prev_std.Stock.Chilko.","-0.972673903833916","-0.535952115698732","-0.305123537916186","-0.0826184496223199","0.401895275324642","sch"
"b.prev_std.Stock.E.Stuart.","-0.977727617823175","-0.49347302192137","-0.271886999293883","-0.0282979079985286","0.484344774569882","sch"
"b.prev_std.Stock.Fennell.","-1.02839673719406","-0.561534342677638","-0.318901327330051","-0.0965854766732221","0.369690052245243","sch"
"b.prev_std.Stock.Gates.","-1.00774633659031","-0.535018456312071","-0.314409149681762","-0.0842095862374757","0.415474172776937","sch"
"b.prev_std.Stock.Harrison.","-1.0414609740001","-0.554710537450869","-0.322662167469953","-0.100218979423806","0.382805888643973","sch"
"b.prev_std.Stock.L.Shuswap.","-1.19946365060697","-0.67182813783889","-0.417833155242507","-0.190820117264301","0.286052820722844","sch"
"b.prev_std.Stock.L.Stuart.","-0.947335190024376","-0.487426404357175","-0.25497179111711","-0.0268789975030917","0.483436998910727","sch"
"b.prev_std.Stock.Nadina.","-0.987674257120716","-0.537739167036139","-0.30152555599377","-0.08071472704947","0.378899452780633","sch"
"b.prev_std.Stock.Pitt.","-0.976492057467857","-0.540257619657158","-0.304324126338472","-0.0896289044427051","0.386921713133213","sch"
"b.prev_std.Stock.Portage.","-1.09119922608656","-0.586187121708131","-0.352920914452876","-0.126988823778164","0.329377896420518","sch"
"b.prev_std.Stock.Quesnel.","-1.0926498163709","-0.603686454109823","-0.370452678131624","-0.155528200300291","0.323263237052511","sch"
"b.prev_std.Stock.Raft.","-1.01507076350397","-0.536050794126432","-0.313464733181296","-0.106946771674969","0.367417383935219","sch"
"b.prev_std.Stock.Scotch.","-1.02172253669562","-0.544438648615973","-0.327296572079974","-0.0994214336085292","0.40297222218633","sch"
"b.prev_std.Stock.Seymour.","-0.991189312422164","-0.521827352279439","-0.291651653688193","-0.0498438881743317","0.456315576117768","sch"
"b.prev_std.Stock.Stellako.","-0.96133101053328","-0.512078316730211","-0.276931373291432","-0.0491663822626334","0.458138504706931","sch"
"b.prev_std.Stock.Weaver.","-1.11638546332327","-0.586150343847841","-0.358074009817924","-0.142371460262441","0.331876267841262","sch"
"prev_std","-0.568283475913241","-0.0760896556108119","0.138196553126106","0.369626551486058","0.943581595126185","sp_des"
"b.prev_std.Stock.Birkenhead.","-0.586232127134254","-0.0896272470776282","0.146520279765079","0.384099779291714","0.96875333558925","sp_des"
"b.prev_std.Stock.Bowron.","-0.562362794574142","-0.0580235489204905","0.174991459120122","0.419594570357173","0.985855853229316","sp_des"
"b.prev_std.Stock.Chilko.","-0.605104951381276","-0.0990678936122583","0.127904889919219","0.37405852845977","0.998541500366272","sp_des"
"b.prev_std.Stock.E.Stuart.","-0.592911584896027","-0.0857727481362148","0.129692636158444","0.374967105183512","0.965082913580018","sp_des"
"b.prev_std.Stock.Fennell.","-0.620145356541507","-0.0920236815947764","0.137327556934228","0.37250193490218","0.989246388272754","sp_des"
"b.prev_std.Stock.Gates.","-0.613422549653289","-0.0674198235102008","0.144680205487592","0.392678225453171","1.01630080732705","sp_des"
"b.prev_std.Stock.Harrison.","-0.625700347836236","-0.11804652693649","0.108731881844755","0.342305398903259","0.927719265908298","sp_des"
"b.prev_std.Stock.L.Shuswap.","-0.566504623423612","-0.0678986683425924","0.16043650566546","0.399594314671837","1.00476815913087","sp_des"
"b.prev_std.Stock.L.Stuart.","-0.610152364663885","-0.0940117563844691","0.119227774038086","0.359050882473833","0.954342460629606","sp_des"
"b.prev_std.Stock.Nadina.","-0.584732106974123","-0.0788825619478986","0.142213569367303","0.380052978409526","0.971829331904683","sp_des"
"b.prev_std.Stock.Pitt.","-0.676802866982105","-0.127527728851647","0.0889853519461092","0.339499557819802","0.954191558929939","sp_des"
"b.prev_std.Stock.Portage.","-0.583404098439391","-0.0688165556608125","0.151362679485545","0.389604254759955","0.974637400806422","sp_des"
"b.prev_std.Stock.Quesnel.","-0.585234601190929","-0.0729086040144158","0.150988480804909","0.393133469539644","0.968036841592233","sp_des"
"b.prev_std.Stock.Raft.","-0.630459159350692","-0.114996354922442","0.116058884378285","0.366124207838944","0.945768850920607","sp_des"
"b.prev_std.Stock.Scotch.","-0.582410476872973","-0.0778801597743095","0.147790733569032","0.388142063470065","0.949811791194908","sp_des"
"b.prev_std.Stock.Seymour.","-0.581520650298284","-0.0706622218932509","0.142484353249487","0.390297639977","0.96064301402582","sp_des"
"b.prev_std.Stock.Stellako.","-0.593265553838192","-0.0993036473396834","0.127424231901969","0.37000653368428","0.978171309131406","sp_des"
"b.prev_std.Stock.Weaver.","-0.565061459720257","-0.0669298415417624","0.149846190853115","0.393584577178558","0.999491081325806","sp_des"
"prev_std","-1.07355286938851","-0.49767468854769","-0.276127341857307","-0.0692530166022908","0.413287248036624","te_bry"
"b.prev_std.Stock.Birkenhead.","-1.05448830600985","-0.478113484620163","-0.241122393002909","-0.013118429471819","0.508547901799692","te_bry"
"b.prev_std.Stock.Bowron.","-1.10454728351389","-0.516858045682187","-0.283117515033858","-0.0576020935370252","0.460826236879517","te_bry"
"b.prev_std.Stock.Chilko.","-1.0964100285343","-0.521427659624068","-0.285649353305673","-0.065417999477338","0.414790504559774","te_bry"
"b.prev_std.Stock.E.Stuart.","-1.11279573396787","-0.54493162677845","-0.298578951562366","-0.0809672455568843","0.420437892785335","te_bry"
"b.prev_std.Stock.Fennell.","-1.12550847336329","-0.536758186745575","-0.306327435673155","-0.0856916987903281","0.411907013283819","te_bry"
"b.prev_std.Stock.Gates.","-1.01364624909571","-0.446264790104096","-0.219375220928836","0.0101581680690346","0.54187869417268","te_bry"
"b.prev_std.Stock.Harrison.","-1.08630088210175","-0.524642285093413","-0.280007122699887","-0.050873620026409","0.439180229001676","te_bry"
"b.prev_std.Stock.L.Shuswap.","-1.08126260931193","-0.505871491220217","-0.270693157402697","-0.0496640354417465","0.465991120616122","te_bry"
"b.prev_std.Stock.L.Stuart.","-1.07117314375528","-0.496429850663999","-0.273357894828869","-0.0617752979874078","0.444896676485788","te_bry"
"b.prev_std.Stock.Nadina.","-1.0992340788285","-0.534648035324404","-0.293269404993836","-0.0726896942968667","0.472666300327642","te_bry"
"b.prev_std.Stock.Pitt.","-1.05873356218089","-0.508086966794122","-0.279544694454982","-0.0496638427373153","0.454712845460974","te_bry"
"b.prev_std.Stock.Portage.","-1.06927915484828","-0.503939111408694","-0.277247733060546","-0.0565190396031313","0.459732240318351","te_bry"
"b.prev_std.Stock.Quesnel.","-1.06262651776108","-0.484979345740314","-0.246633320046548","-0.0302808565731919","0.509713207377887","te_bry"
"b.prev_std.Stock.Raft.","-1.09435862586772","-0.53531088736335","-0.305859270163333","-0.0796428170272961","0.418765528099862","te_bry"
"b.prev_std.Stock.Scotch.","-1.08515211587061","-0.51919271905665","-0.281089021118332","-0.0649860726055369","0.420093927677069","te_bry"
"b.prev_std.Stock.Seymour.","-1.11769590998849","-0.540717654344327","-0.303689746890063","-0.0852074397285781","0.407612941072727","te_bry"
"b.prev_std.Stock.Stellako.","-1.09595682640103","-0.539296738676142","-0.303799142044109","-0.0796364195418515","0.43701548029968","te_bry"
"b.prev_std.Stock.Weaver.","-1.06046550575713","-0.463296491801345","-0.240958357357664","-0.0273966440495821","0.485337782619049","te_bry"
"prev_std","-1.16224120063204","-0.711875562251897","-0.52876704269727","-0.351309043073577","0.0998061809820287","te_mar"
"b.prev_std.Stock.Birkenhead.","-1.15339131119859","-0.702094013894191","-0.520987752883783","-0.325018097576991","0.148682315555876","te_mar"
"b.prev_std.Stock.Bowron.","-1.21289452495825","-0.758813687837973","-0.56293863613914","-0.373785720699152","0.107194056277821","te_mar"
"b.prev_std.Stock.Chilko.","-1.20071547039966","-0.729332308258449","-0.543148091697586","-0.344230352720812","0.119999361213511","te_mar"
"b.prev_std.Stock.E.Stuart.","-1.24213004471905","-0.75833170734112","-0.563552008171113","-0.372188678352288","0.109387177483408","te_mar"
"b.prev_std.Stock.Fennell.","-1.20443343843287","-0.724324861403651","-0.538079221771497","-0.331469206216866","0.12948787537872","te_mar"
"b.prev_std.Stock.Gates.","-1.15829362527349","-0.700380619897251","-0.516014313251548","-0.305608894839361","0.155786929374943","te_mar"
"b.prev_std.Stock.Harrison.","-1.23125735116429","-0.747024641229799","-0.543547455238009","-0.351237891133229","0.135760144634358","te_mar"
"b.prev_std.Stock.L.Shuswap.","-1.2839774603629","-0.780810443312584","-0.575909530154138","-0.38989013113176","0.0930864332409106","te_mar"
"b.prev_std.Stock.L.Stuart.","-1.13933055461464","-0.682425582244166","-0.487679308451983","-0.29831587980912","0.202258981926231","te_mar"
"b.prev_std.Stock.Nadina.","-1.23081393015884","-0.741748825265754","-0.554410216111062","-0.345662833646776","0.109786100155271","te_mar"
"b.prev_std.Stock.Pitt.","-1.18601839945488","-0.718461604323076","-0.531936096542185","-0.345958403974243","0.107937674239612","te_mar"
"b.prev_std.Stock.Portage.","-1.18588485782596","-0.703193105029934","-0.514735619023093","-0.315191339747402","0.145998984954788","te_mar"
