"","2.5","25","50","75","97.5","agent"
"b.prev_std.Stock.Bowron.","-0.821424549442319","-0.226344746248134","0.0235106406205273","0.266041808402424","0.799955739189272","lo_sal"
"b.prev_std.Stock.Chilko.","-0.845665707710265","-0.277891513245686","-0.0365347408665465","0.206445836686743","0.702895115497667","lo_sal"
"b.prev_std.Stock.E.Stuart.","-0.866057027627275","-0.277537300563039","-0.0390096936591215","0.201067699833208","0.694482056154532","lo_sal"
"b.prev_std.Stock.Fennell.","-0.873826264744518","-0.260364081259155","-0.0158694444683873","0.224996107989822","0.736316503345394","lo_sal"
"b.prev_std.Stock.Gates.","-0.855520948944591","-0.284415371793006","-0.0471956325402917","0.200302455015167","0.706717564993927","lo_sal"
"b.prev_std.Stock.Harrison.","-0.894812525585033","-0.33027982860757","-0.0663948644996661","0.160212782925912","0.671486970980412","lo_sal"
"b.prev_std.Stock.L.Shuswap.","-0.727693720569669","-0.180376243191768","0.0633652727410227","0.320037804595039","0.916163490430124","lo_sal"
"b.prev_std.Stock.L.Stuart.","-0.900854664645613","-0.299387468010969","-0.0515640929464657","0.186378345649053","0.703720114845348","lo_sal"
"b.prev_std.Stock.Nadina.","-0.929280359422395","-0.335393339209493","-0.0973293507022292","0.151217485672179","0.667996032129338","lo_sal"
"b.prev_std.Stock.Pitt.","-0.799811515224193","-0.195387828316964","0.0384562582795178","0.28341121223935","0.806012855816177","lo_sal"
"b.prev_std.Stock.Portage.","-0.810771871120664","-0.222235558770969","0.0225944245749125","0.280969567673303","0.785781524669885","lo_sal"
"b.prev_std.Stock.Quesnel.","-0.80207924184693","-0.179833280770168","0.071015457086778","0.324010436959289","0.866083195547667","lo_sal"
"b.prev_std.Stock.Raft.","-0.818196462894537","-0.190413821678525","0.0465492503878158","0.293979030002032","0.866204940366535","lo_sal"
"b.prev_std.Stock.Scotch.","-0.832700826940424","-0.274920800265284","-0.0323558293609655","0.201970792301153","0.707106677015724","lo_sal"
"b.prev_std.Stock.Seymour.","-0.81234238116172","-0.251157688105563","-0.0161428064509176","0.222672917408877","0.72787319505335","lo_sal"
"b.prev_std.Stock.Stellako.","-0.94622862979715","-0.347520592246514","-0.0991837420870189","0.133206124137567","0.669481364137384","lo_sal"
"b.prev_std.Stock.Weaver.","-0.856598631752301","-0.262268634319263","-0.0169081928457472","0.211178535362728","0.760447998322251","lo_sal"
"prev_std","-0.873975160285346","-0.370065602922643","-0.142268869884998","0.0854227593954013","0.601636462791638","my_arc"
"b.prev_std.Stock.Birkenhead.","-0.904853858103551","-0.382846339526057","-0.137720509538427","0.0926639452729728","0.625226182257095","my_arc"
"b.prev_std.Stock.Bowron.","-0.909088562028252","-0.397717403251611","-0.154613889483881","0.0737958998701003","0.582597941793568","my_arc"
"b.prev_std.Stock.Chilko.","-0.901641426374822","-0.385094841519564","-0.1424362043235","0.100164401827584","0.621325585226423","my_arc"
"b.prev_std.Stock.E.Stuart.","-0.851171850547325","-0.348919279200885","-0.102838673187114","0.130322568834354","0.656226373438795","my_arc"
"b.prev_std.Stock.Fennell.","-0.88650290243434","-0.369938398799952","-0.131888696350604","0.106505511241674","0.620478799978735","my_arc"
"b.prev_std.Stock.Gates.","-0.930595528210442","-0.42207111595659","-0.175715774003569","0.0675258704216859","0.590547391231604","my_arc"
"b.prev_std.Stock.Harrison.","-0.905271578282957","-0.3840350766703","-0.132258915131671","0.0982054274905852","0.636045508010899","my_arc"
"b.prev_std.Stock.L.Shuswap.","-0.892629667220026","-0.390853146417416","-0.152589253096843","0.0832444435857655","0.587024881385814","my_arc"
"b.prev_std.Stock.L.Stuart.","-0.879596820662561","-0.367547849921018","-0.122448040560328","0.118469926342862","0.634485395504708","my_arc"
"b.prev_std.Stock.Nadina.","-0.893219026165149","-0.376588722910993","-0.127135830001263","0.113353812952738","0.643643397876422","my_arc"
"b.prev_std.Stock.Pitt.","-0.900660812971194","-0.379568410748523","-0.13666386305886","0.0956727933092397","0.603636026671542","my_arc"
"b.prev_std.Stock.Portage.","-0.901505105347773","-0.401469130017942","-0.156056387127636","0.0727682361550344","0.587535901692628","my_arc"
"b.prev_std.Stock.Quesnel.","-0.912958611551704","-0.406593417714888","-0.157756732896674","0.0875011461686584","0.588442103216415","my_arc"
