"","lower","25","mid","75","upper"
"arena2",-0.473827022097839,0.0046985162468092,0.247123497734319,0.538934278127766,1.34806850453073
"c_b_cys",-0.391986367110774,0.140029271607656,0.469216534298374,0.915870907494772,1.89693483526746
"ce_sha",-0.393661015629343,-0.0148942769083969,0.187557629551022,0.440793945573318,1.42399423893183
"de_sal",-0.308191394245191,0.334573091174765,0.908394411010389,1.78053847256044,3.41281703601693
"fa_mar",-0.471708662256361,0.307243807148265,0.910411218800208,1.78511436733042,3.740040248205
"fl_psy",-0.435062032912609,-0.0194679894960307,0.227075774031088,0.531058946619978,1.29038250473227
"ic_hof",-0.434057583436827,0.53724075051495,1.3295029652907,2.27057460467379,4.02962649360563
"ic_mul",-0.883532234061193,-0.470621429465727,-0.263683631917885,-0.0553231829111496,0.520761904876846
"lo_sal",-1.05376076367431,-0.0258734649737665,0.520760382180478,1.42561385093767,3.49235731838956
"my_arc",-0.100474456719482,0.351843249872101,0.6398236387908,0.95061226468547,1.65557745060576
"pa_kab",-0.765434616180581,-0.123412592318671,0.315962543128156,1.04887666242025,2.87807295809055
"pa_min",-1.35440382712704,-0.488758659166563,-0.164891598495942,0.139573555819431,0.911071983040289
"pa_pse",-0.323219495740592,0.112120082818598,0.359307873138681,0.689190662907239,1.6721958844452
"pa_ther",-0.426084501435665,-0.0509388344985606,0.141114592073445,0.356470842196657,1.05365600381351
"pspv",-0.456058991218382,0.0046777645922673,0.251549528061912,0.569223373653308,1.32646162816372
"rlo",-0.90927997508708,-0.2210252955214,0.164564315151288,0.714998940137664,2.2492069994855
"sch",-0.184566669344781,0.662044576682592,1.23864258827115,1.81983380700787,2.92961035469076
"sp_des",-0.431707395671737,0.175525349541301,0.795203333479988,1.8385525454084,3.68982482013194
"te_bry",-1.31337445327825,-0.414858030313678,-0.0870741719485634,0.241834440558969,1.32012251873769
"te_mar",-1.18918476026623,-0.225530943384053,0.349523413939996,1.3840814050277,3.77242636963233
"ven",-0.619000443407891,-0.22095328121064,-0.0363980673351793,0.173944580020808,0.68181586579666
