"","V1","V2","V3"
"b[(Intercept) Stock:Seymour]","1.00113751569921","pa_ther","Rhat"
"b[load_std Stock:Seymour]","0.999424926739518","pa_ther","Rhat"
"b[(Intercept) Stock:Stellako]","0.999752525025539","pa_ther","Rhat"
"b[load_std Stock:Stellako]","0.99936075729554","pa_ther","Rhat"
"b[(Intercept) Stock:Weaver]","1.00086303643761","pa_ther","Rhat"
"b[load_std Stock:Weaver]","0.99985832385802","pa_ther","Rhat"
"b[(Intercept) Year:2009]","1.00032564991388","pa_ther","Rhat"
"b[(Intercept) Year:2010]","1.00008203247342","pa_ther","Rhat"
"b[(Intercept) Year:2011]","1.00001841476269","pa_ther","Rhat"
"b[(Intercept) Year:2012]","0.999693206955784","pa_ther","Rhat"
"b[(Intercept) Year:2013]","0.999554639953678","pa_ther","Rhat"
"b[(Intercept) Year:2014]","1.00065207366472","pa_ther","Rhat"
"b[(Intercept) Year:2015]","1.00007182769324","pa_ther","Rhat"
"b[(Intercept) Year:2016]","1.00133594670247","pa_ther","Rhat"
"sigma","1.00003858399288","pa_ther","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.0030879520817","pa_ther","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00071029201659","pa_ther","Rhat"
"Sigma[Stock:load_std,load_std]","1.00087631758318","pa_ther","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00075403624145","pa_ther","Rhat"
"mean_PPD","0.99963798214212","pa_ther","Rhat"
"log-posterior","1.00125225379681","pa_ther","Rhat"
"load_std","1.00084952596382","prv","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.0015024673551","prv","Rhat"
"b[load_std Stock:Birkenhead]","1.00030425713748","prv","Rhat"
"b[(Intercept) Stock:Bowron]","1.00048485386393","prv","Rhat"
"b[load_std Stock:Bowron]","0.999706726044148","prv","Rhat"
"b[(Intercept) Stock:Chilko]","1.00089476544665","prv","Rhat"
"b[load_std Stock:Chilko]","0.999978634837521","prv","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999997732871198","prv","Rhat"
"b[load_std Stock:E.Stuart]","1.00035626561861","prv","Rhat"
"b[(Intercept) Stock:Fennell]","1.00058930212784","prv","Rhat"
"b[load_std Stock:Fennell]","1.00066160036571","prv","Rhat"
"b[(Intercept) Stock:Gates]","0.999963131740458","prv","Rhat"
"b[load_std Stock:Gates]","0.999896016515527","prv","Rhat"
"b[(Intercept) Stock:Harrison]","1.00097954652306","prv","Rhat"
"b[load_std Stock:Harrison]","1.00072138847564","prv","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999566790382941","prv","Rhat"
"b[load_std Stock:L.Shuswap]","1.00105593570186","prv","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00038948347278","prv","Rhat"
"b[load_std Stock:L.Stuart]","1.00018237129025","prv","Rhat"
"b[(Intercept) Stock:Nadina]","1.00009846339886","prv","Rhat"
"b[load_std Stock:Nadina]","1.00068706753287","prv","Rhat"
"b[(Intercept) Stock:Pitt]","0.999604476195862","prv","Rhat"
"b[load_std Stock:Pitt]","1.00091254668171","prv","Rhat"
"b[(Intercept) Stock:Portage]","1.00105420571623","prv","Rhat"
"b[load_std Stock:Portage]","1.00156846718824","prv","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00200209118008","prv","Rhat"
"b[load_std Stock:Quesnel]","0.999451925348622","prv","Rhat"
"b[(Intercept) Stock:Raft]","1.0005639034549","prv","Rhat"
"b[load_std Stock:Raft]","0.999787082313983","prv","Rhat"
"b[(Intercept) Stock:Scotch]","1.00022642684765","prv","Rhat"
"b[load_std Stock:Scotch]","0.99969951650724","prv","Rhat"
"b[(Intercept) Stock:Seymour]","0.999525717506529","prv","Rhat"
"b[load_std Stock:Seymour]","0.999806434085877","prv","Rhat"
"b[(Intercept) Stock:Stellako]","0.999397276389853","prv","Rhat"
"b[load_std Stock:Stellako]","0.999648854904614","prv","Rhat"
"b[(Intercept) Stock:Weaver]","1.00147341856017","prv","Rhat"
"b[load_std Stock:Weaver]","1.00302335264555","prv","Rhat"
"b[(Intercept) Year:2009]","0.999315560855283","prv","Rhat"
"b[(Intercept) Year:2010]","1.00004458482731","prv","Rhat"
"b[(Intercept) Year:2011]","1.00024994931533","prv","Rhat"
"b[(Intercept) Year:2012]","1.00069528029101","prv","Rhat"
"b[(Intercept) Year:2013]","1.00059779580776","prv","Rhat"
"b[(Intercept) Year:2014]","1.00029623375648","prv","Rhat"
"b[(Intercept) Year:2015]","0.999872269514731","prv","Rhat"
"b[(Intercept) Year:2016]","1.0001279384895","prv","Rhat"
"sigma","1.00167901068586","prv","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00205033838847","prv","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00217670311285","prv","Rhat"
"Sigma[Stock:load_std,load_std]","1.00161999720872","prv","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00010551255447","prv","Rhat"
"mean_PPD","0.99927456389014","prv","Rhat"
"log-posterior","1.00374317100515","prv","Rhat"
"load_std","1.0020633767883","pspv","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00179748159958","pspv","Rhat"
"b[load_std Stock:Birkenhead]","0.999814915952959","pspv","Rhat"
"b[(Intercept) Stock:Bowron]","1.00210414897595","pspv","Rhat"
"b[load_std Stock:Bowron]","1.00008561955568","pspv","Rhat"
"b[(Intercept) Stock:Chilko]","1.00067066570902","pspv","Rhat"
"b[load_std Stock:Chilko]","0.999824485200449","pspv","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.99938668251259","pspv","Rhat"
"b[load_std Stock:E.Stuart]","0.999371812988123","pspv","Rhat"
"b[(Intercept) Stock:Fennell]","1.00170654043445","pspv","Rhat"
"b[load_std Stock:Fennell]","0.999393993929765","pspv","Rhat"
"b[(Intercept) Stock:Gates]","1.00339553272623","pspv","Rhat"
"b[load_std Stock:Gates]","1.00049152068665","pspv","Rhat"
"b[(Intercept) Stock:Harrison]","1.00178247837799","pspv","Rhat"
"b[load_std Stock:Harrison]","1.00120398402484","pspv","Rhat"
"b[(Intercept) Stock:L.Shuswap]","1.00024719303557","pspv","Rhat"
"b[load_std Stock:L.Shuswap]","0.999559881768544","pspv","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00045665860681","pspv","Rhat"
"b[load_std Stock:L.Stuart]","0.999719933565793","pspv","Rhat"
"b[(Intercept) Stock:Nadina]","0.999537075074353","pspv","Rhat"
"b[load_std Stock:Nadina]","0.999781625258981","pspv","Rhat"
"b[(Intercept) Stock:Pitt]","1.0001580130465","pspv","Rhat"
"b[load_std Stock:Pitt]","1.0025030571226","pspv","Rhat"
"b[(Intercept) Stock:Portage]","1.00150605571634","pspv","Rhat"
"b[load_std Stock:Portage]","0.999525192294647","pspv","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00019214584316","pspv","Rhat"
"b[load_std Stock:Quesnel]","1.00009051803421","pspv","Rhat"
"b[(Intercept) Stock:Raft]","1.00025985167848","pspv","Rhat"
"b[load_std Stock:Raft]","0.999773235942643","pspv","Rhat"
"b[(Intercept) Stock:Scotch]","0.999881048104354","pspv","Rhat"
"b[load_std Stock:Scotch]","0.999585730056932","pspv","Rhat"
"b[(Intercept) Stock:Seymour]","1.00035063348787","pspv","Rhat"
"b[load_std Stock:Seymour]","1.00059341195467","pspv","Rhat"
"b[(Intercept) Stock:Stellako]","1.00001375891161","pspv","Rhat"
"b[load_std Stock:Stellako]","1.00105786795965","pspv","Rhat"
"b[(Intercept) Stock:Weaver]","1.00045789641436","pspv","Rhat"
"b[load_std Stock:Weaver]","0.999854517827939","pspv","Rhat"
"b[(Intercept) Year:2009]","1.00121455567096","pspv","Rhat"
"b[(Intercept) Year:2010]","1.00221064127393","pspv","Rhat"
"b[(Intercept) Year:2011]","1.002055011433","pspv","Rhat"
"b[(Intercept) Year:2012]","0.999875306704697","pspv","Rhat"
"b[(Intercept) Year:2013]","1.00161712717853","pspv","Rhat"
"b[(Intercept) Year:2014]","1.00048389127066","pspv","Rhat"
"b[(Intercept) Year:2015]","1.00202465758771","pspv","Rhat"
"b[(Intercept) Year:2016]","1.00075025229685","pspv","Rhat"
"sigma","1.00172926786341","pspv","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00417735356446","pspv","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00056292092216","pspv","Rhat"
"Sigma[Stock:load_std,load_std]","1.00100769785239","pspv","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","0.999965336286571","pspv","Rhat"
"mean_PPD","0.999529345242889","pspv","Rhat"
"log-posterior","1.00867020853589","pspv","Rhat"
"load_std","1.00136776143714","rlo","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00194664524694","rlo","Rhat"
"b[load_std Stock:Birkenhead]","1.00095088758574","rlo","Rhat"
"b[(Intercept) Stock:Bowron]","1.00020657895557","rlo","Rhat"
"b[load_std Stock:Bowron]","1.00146206595594","rlo","Rhat"
"b[(Intercept) Stock:Chilko]","1.00161039971863","rlo","Rhat"
"b[load_std Stock:Chilko]","1.00099964983546","rlo","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999697888381437","rlo","Rhat"
"b[load_std Stock:E.Stuart]","1.00088074987253","rlo","Rhat"
"b[(Intercept) Stock:Fennell]","1.00029713163777","rlo","Rhat"
"b[load_std Stock:Fennell]","1.00036901718412","rlo","Rhat"
"b[(Intercept) Stock:Gates]","1.0014266568539","rlo","Rhat"
"b[load_std Stock:Gates]","0.999454146385245","rlo","Rhat"
"b[(Intercept) Stock:Harrison]","1.00136058692453","rlo","Rhat"
"b[load_std Stock:Harrison]","1.00055137968299","rlo","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999513911008291","rlo","Rhat"
"b[load_std Stock:L.Shuswap]","1.00052463676144","rlo","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00100470333249","rlo","Rhat"
"b[load_std Stock:L.Stuart]","1.00007305609816","rlo","Rhat"
"b[(Intercept) Stock:Nadina]","0.999987792385769","rlo","Rhat"
"b[load_std Stock:Nadina]","0.999349076346246","rlo","Rhat"
"b[(Intercept) Stock:Pitt]","0.999934719693421","rlo","Rhat"
"b[load_std Stock:Pitt]","0.99977959893253","rlo","Rhat"
"b[(Intercept) Stock:Portage]","1.00043999343619","rlo","Rhat"
"b[load_std Stock:Portage]","1.00001162928515","rlo","Rhat"
"b[(Intercept) Stock:Quesnel]","0.999833952714666","rlo","Rhat"
"b[load_std Stock:Quesnel]","1.00164050624441","rlo","Rhat"
"b[(Intercept) Stock:Raft]","0.999790654569401","rlo","Rhat"
"b[load_std Stock:Raft]","1.00031769340196","rlo","Rhat"
"b[(Intercept) Stock:Scotch]","0.999231368874882","rlo","Rhat"
"b[load_std Stock:Scotch]","0.99956997274399","rlo","Rhat"
"b[(Intercept) Stock:Seymour]","0.999726850980723","rlo","Rhat"
"b[load_std Stock:Seymour]","0.999806642450433","rlo","Rhat"
"b[(Intercept) Stock:Stellako]","0.999642454554133","rlo","Rhat"
"b[load_std Stock:Stellako]","0.999532983834133","rlo","Rhat"
"b[(Intercept) Stock:Weaver]","1.00041839006002","rlo","Rhat"
"b[load_std Stock:Weaver]","1.0013128560179","rlo","Rhat"
"b[(Intercept) Year:2009]","1.000580288076","rlo","Rhat"
"b[(Intercept) Year:2010]","1.00154191361372","rlo","Rhat"
"b[(Intercept) Year:2011]","1.0011002982853","rlo","Rhat"
"b[(Intercept) Year:2012]","1.00005407054992","rlo","Rhat"
"b[(Intercept) Year:2013]","1.00009804615389","rlo","Rhat"
"b[(Intercept) Year:2014]","0.999893175671161","rlo","Rhat"
"b[(Intercept) Year:2015]","1.00109323619368","rlo","Rhat"
"b[(Intercept) Year:2016]","1.00071019885895","rlo","Rhat"
"sigma","0.999929902182498","rlo","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00152828473122","rlo","Rhat"
"Sigma[Stock:load_std,(Intercept)]","0.999361115359276","rlo","Rhat"
"Sigma[Stock:load_std,load_std]","1.00160940173186","rlo","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00273574703058","rlo","Rhat"
"mean_PPD","0.999806761919229","rlo","Rhat"
"log-posterior","1.00342476684989","rlo","Rhat"
"load_std","1.00330949745198","sch","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00071341463408","sch","Rhat"
"b[load_std Stock:Birkenhead]","1.00181420434964","sch","Rhat"
"b[(Intercept) Stock:Bowron]","1.00107243462752","sch","Rhat"
"b[load_std Stock:Bowron]","0.999712764931038","sch","Rhat"
"b[(Intercept) Stock:Chilko]","0.99986905581205","sch","Rhat"
"b[load_std Stock:Chilko]","0.999965119388276","sch","Rhat"
"b[(Intercept) Stock:E.Stuart]","1.00026427783379","sch","Rhat"
"b[load_std Stock:E.Stuart]","0.999869180065995","sch","Rhat"
"b[(Intercept) Stock:Fennell]","1.00274913007603","sch","Rhat"
"b[load_std Stock:Fennell]","1.00144429516997","sch","Rhat"
"b[(Intercept) Stock:Gates]","1.00356900595386","sch","Rhat"
"b[load_std Stock:Gates]","1.00636450498214","sch","Rhat"
"b[(Intercept) Stock:Harrison]","1.00178413700762","sch","Rhat"
"b[load_std Stock:Harrison]","1.0024955866434","sch","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999938071871827","sch","Rhat"
"b[load_std Stock:L.Shuswap]","1.00021798520612","sch","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00104013813834","sch","Rhat"
"b[load_std Stock:L.Stuart]","1.00105779869777","sch","Rhat"
"b[(Intercept) Stock:Nadina]","0.999456890495908","sch","Rhat"
"b[load_std Stock:Nadina]","1.00044144719758","sch","Rhat"
"b[(Intercept) Stock:Pitt]","1.00224362990279","sch","Rhat"
"b[load_std Stock:Pitt]","1.00403306363387","sch","Rhat"
"b[(Intercept) Stock:Portage]","1.00154299489755","sch","Rhat"
"b[load_std Stock:Portage]","1.00347499052554","sch","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00091562645969","sch","Rhat"
"b[load_std Stock:Quesnel]","1.00009965600525","sch","Rhat"
"b[(Intercept) Stock:Raft]","0.99980628410742","sch","Rhat"
"b[load_std Stock:Raft]","0.999536910135273","sch","Rhat"
"b[(Intercept) Stock:Scotch]","0.999618021145575","sch","Rhat"
"b[load_std Stock:Scotch]","0.999690570622576","sch","Rhat"
"b[(Intercept) Stock:Seymour]","1.00021621629281","sch","Rhat"
"b[load_std Stock:Seymour]","1.00075031851728","sch","Rhat"
"b[(Intercept) Stock:Stellako]","1.00118724389823","sch","Rhat"
"b[load_std Stock:Stellako]","1.00138366703047","sch","Rhat"
"b[(Intercept) Stock:Weaver]","0.999509065268551","sch","Rhat"
"b[load_std Stock:Weaver]","0.999617831176321","sch","Rhat"
"b[(Intercept) Year:2009]","1.00236288596623","sch","Rhat"
"b[(Intercept) Year:2010]","1.00203286772519","sch","Rhat"
"b[(Intercept) Year:2011]","1.00113520851799","sch","Rhat"
"b[(Intercept) Year:2012]","1.00196692947769","sch","Rhat"
"b[(Intercept) Year:2013]","1.00067826719618","sch","Rhat"
"b[(Intercept) Year:2014]","1.0029254660352","sch","Rhat"
"b[(Intercept) Year:2015]","1.00036985662764","sch","Rhat"
"b[(Intercept) Year:2016]","1.00310982533994","sch","Rhat"
"sigma","1.00191343555995","sch","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00318861843793","sch","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00484889882268","sch","Rhat"
"Sigma[Stock:load_std,load_std]","1.00501154270048","sch","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00227327082228","sch","Rhat"
"mean_PPD","1.00045987163004","sch","Rhat"
"log-posterior","1.00693332213689","sch","Rhat"
"load_std","1.00253328640878","smallUK","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00352959539053","smallUK","Rhat"
"b[load_std Stock:Birkenhead]","0.999857909281592","smallUK","Rhat"
"b[(Intercept) Stock:Bowron]","1.00362085628942","smallUK","Rhat"
"b[load_std Stock:Bowron]","1.00034806534371","smallUK","Rhat"
"b[(Intercept) Stock:Chilko]","0.999947464793083","smallUK","Rhat"
"b[load_std Stock:Chilko]","1.00107459031944","smallUK","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.99957167233928","smallUK","Rhat"
"b[load_std Stock:E.Stuart]","0.999780196301874","smallUK","Rhat"
"b[(Intercept) Stock:Fennell]","1.00220101103465","smallUK","Rhat"
"b[load_std Stock:Fennell]","1.00008786739621","smallUK","Rhat"
"b[(Intercept) Stock:Gates]","1.00158281211902","smallUK","Rhat"
"b[load_std Stock:Gates]","1.00144948401778","smallUK","Rhat"
"b[(Intercept) Stock:Harrison]","1.00143916955959","smallUK","Rhat"
"b[load_std Stock:Harrison]","1.00016587651672","smallUK","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999381330041349","smallUK","Rhat"
"b[load_std Stock:L.Shuswap]","0.999906335821704","smallUK","Rhat"
"b[(Intercept) Stock:L.Stuart]","1.00003529931277","smallUK","Rhat"
"b[load_std Stock:L.Stuart]","0.999666781981095","smallUK","Rhat"
"b[(Intercept) Stock:Nadina]","0.999633237533522","smallUK","Rhat"
"b[load_std Stock:Nadina]","1.00022535502629","smallUK","Rhat"
"b[(Intercept) Stock:Pitt]","1.00030223289317","smallUK","Rhat"
"b[load_std Stock:Pitt]","0.999894223637037","smallUK","Rhat"
"b[(Intercept) Stock:Portage]","1.00170831461017","smallUK","Rhat"
"b[load_std Stock:Portage]","1.00098645119328","smallUK","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00268990840981","smallUK","Rhat"
"b[load_std Stock:Quesnel]","0.999412449590772","smallUK","Rhat"
"b[(Intercept) Stock:Raft]","1.00111770074308","smallUK","Rhat"
"b[load_std Stock:Raft]","0.999711184148781","smallUK","Rhat"
"b[(Intercept) Stock:Scotch]","0.999673807898707","smallUK","Rhat"
"b[load_std Stock:Scotch]","0.999726327184094","smallUK","Rhat"
"b[(Intercept) Stock:Seymour]","1.00120006381892","smallUK","Rhat"
"b[load_std Stock:Seymour]","0.999615544850193","smallUK","Rhat"
"b[(Intercept) Stock:Stellako]","1.00124154897976","smallUK","Rhat"
"b[load_std Stock:Stellako]","0.999887784172019","smallUK","Rhat"
"b[(Intercept) Stock:Weaver]","1.00211119905306","smallUK","Rhat"
"b[load_std Stock:Weaver]","0.999325773852906","smallUK","Rhat"
"b[(Intercept) Year:2009]","1.00172923086156","smallUK","Rhat"
"b[(Intercept) Year:2010]","1.00116652919403","smallUK","Rhat"
"b[(Intercept) Year:2011]","1.00115869680845","smallUK","Rhat"
"b[(Intercept) Year:2012]","1.00122798890211","smallUK","Rhat"
"b[(Intercept) Year:2013]","1.00111115859695","smallUK","Rhat"
"b[(Intercept) Year:2014]","0.999854371212347","smallUK","Rhat"
"b[(Intercept) Year:2015]","1.00240593466924","smallUK","Rhat"
"b[(Intercept) Year:2016]","1.00123615359093","smallUK","Rhat"
"sigma","0.99985698531744","smallUK","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00548469358842","smallUK","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00226709581131","smallUK","Rhat"
"Sigma[Stock:load_std,load_std]","1.00029559980433","smallUK","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00163031374311","smallUK","Rhat"
"mean_PPD","0.999597231000925","smallUK","Rhat"
"log-posterior","1.00332844825791","smallUK","Rhat"
"load_std","1.00023997627137","sp_des","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999988036202167","sp_des","Rhat"
"b[load_std Stock:Birkenhead]","1.00083794271028","sp_des","Rhat"
"b[(Intercept) Stock:Bowron]","1.00077921839572","sp_des","Rhat"
"b[load_std Stock:Bowron]","0.999740444085303","sp_des","Rhat"
"b[(Intercept) Stock:Chilko]","1.00143522103427","sp_des","Rhat"
"b[load_std Stock:Chilko]","0.999480542463007","sp_des","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999320844717249","sp_des","Rhat"
"b[load_std Stock:E.Stuart]","0.999790219872003","sp_des","Rhat"
"b[(Intercept) Stock:Fennell]","1.00054136044146","sp_des","Rhat"
"b[load_std Stock:Fennell]","1.00013260566704","sp_des","Rhat"
"b[(Intercept) Stock:Gates]","1.0007890837325","sp_des","Rhat"
"b[load_std Stock:Gates]","1.00006575985554","sp_des","Rhat"
"b[(Intercept) Stock:Harrison]","1.00115963262344","sp_des","Rhat"
"b[load_std Stock:Harrison]","1.00006999019788","sp_des","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999640280532128","sp_des","Rhat"
"b[load_std Stock:L.Shuswap]","1.00013561501772","sp_des","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999490489170439","sp_des","Rhat"
"b[load_std Stock:L.Stuart]","0.999929347464497","sp_des","Rhat"
"b[(Intercept) Stock:Nadina]","0.999752723598348","sp_des","Rhat"
"b[load_std Stock:Nadina]","0.999307375595545","sp_des","Rhat"
"b[(Intercept) Stock:Pitt]","1.00085451392303","sp_des","Rhat"
"b[load_std Stock:Pitt]","1.00021109293902","sp_des","Rhat"
"b[(Intercept) Stock:Portage]","1.00000990703707","sp_des","Rhat"
"b[load_std Stock:Portage]","0.999832141911613","sp_des","Rhat"
"b[(Intercept) Stock:Quesnel]","0.999812388603642","sp_des","Rhat"
"b[load_std Stock:Quesnel]","0.999478391588662","sp_des","Rhat"
"b[(Intercept) Stock:Raft]","1.00045117929263","sp_des","Rhat"
"b[load_std Stock:Raft]","1.00003524072105","sp_des","Rhat"
"b[(Intercept) Stock:Scotch]","0.99980917915532","sp_des","Rhat"
"b[load_std Stock:Scotch]","0.999729375802299","sp_des","Rhat"
"b[(Intercept) Stock:Seymour]","1.00181967102248","sp_des","Rhat"
"b[load_std Stock:Seymour]","0.999855421598558","sp_des","Rhat"
"b[(Intercept) Stock:Stellako]","0.999771488701703","sp_des","Rhat"
"b[load_std Stock:Stellako]","1.00045237587626","sp_des","Rhat"
"b[(Intercept) Stock:Weaver]","0.99993643496369","sp_des","Rhat"
"b[load_std Stock:Weaver]","1.00021268975623","sp_des","Rhat"
"b[(Intercept) Year:2009]","0.999851397156899","sp_des","Rhat"
"b[(Intercept) Year:2010]","0.999974310200644","sp_des","Rhat"
"b[(Intercept) Year:2011]","0.999290802879532","sp_des","Rhat"
"b[(Intercept) Year:2012]","0.999214234223216","sp_des","Rhat"
"b[(Intercept) Year:2013]","1.00036211855646","sp_des","Rhat"
"b[(Intercept) Year:2014]","0.999387944040638","sp_des","Rhat"
"b[(Intercept) Year:2015]","1.00007944434763","sp_des","Rhat"
"b[(Intercept) Year:2016]","1.00067179437092","sp_des","Rhat"
"sigma","1.0009546110258","sp_des","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00060166763687","sp_des","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00263184707222","sp_des","Rhat"
"Sigma[Stock:load_std,load_std]","0.999879527435788","sp_des","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00457923098286","sp_des","Rhat"
"mean_PPD","1.00090530583124","sp_des","Rhat"
"log-posterior","1.00497287770694","sp_des","Rhat"
"load_std","1.00126211128411","te_bry","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999775735312342","te_bry","Rhat"
"b[load_std Stock:Birkenhead]","1.00057873726821","te_bry","Rhat"
"b[(Intercept) Stock:Bowron]","1.00000500490083","te_bry","Rhat"
"b[load_std Stock:Bowron]","0.999161032206577","te_bry","Rhat"
"b[(Intercept) Stock:Chilko]","1.00058559184036","te_bry","Rhat"
"b[load_std Stock:Chilko]","0.999962437101233","te_bry","Rhat"
"b[(Intercept) Stock:E.Stuart]","1.00053538536567","te_bry","Rhat"
"b[load_std Stock:E.Stuart]","1.00123452981347","te_bry","Rhat"
"b[(Intercept) Stock:Fennell]","0.999454954511291","te_bry","Rhat"
"b[load_std Stock:Fennell]","0.999117952653161","te_bry","Rhat"
"b[(Intercept) Stock:Gates]","1.00000648721859","te_bry","Rhat"
"b[load_std Stock:Gates]","1.00207015734698","te_bry","Rhat"
"b[(Intercept) Stock:Harrison]","1.00036243212026","te_bry","Rhat"
"b[load_std Stock:Harrison]","1.00006291956843","te_bry","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999665317514001","te_bry","Rhat"
"b[load_std Stock:L.Shuswap]","1.00047102944243","te_bry","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999494081146524","te_bry","Rhat"
"b[load_std Stock:L.Stuart]","1.00028932992958","te_bry","Rhat"
"b[(Intercept) Stock:Nadina]","1.00030634183143","te_bry","Rhat"
"b[load_std Stock:Nadina]","0.999402057214281","te_bry","Rhat"
"b[(Intercept) Stock:Pitt]","0.999288726958467","te_bry","Rhat"
"b[load_std Stock:Pitt]","0.99980354215039","te_bry","Rhat"
"b[(Intercept) Stock:Portage]","0.999658141170498","te_bry","Rhat"
"b[load_std Stock:Portage]","1.00045886863551","te_bry","Rhat"
"b[(Intercept) Stock:Quesnel]","0.99949238121557","te_bry","Rhat"
"b[load_std Stock:Quesnel]","0.999197765084741","te_bry","Rhat"
"b[(Intercept) Stock:Raft]","0.999421940750724","te_bry","Rhat"
"b[load_std Stock:Raft]","0.999982846646601","te_bry","Rhat"
"b[(Intercept) Stock:Scotch]","0.999792765088457","te_bry","Rhat"
"b[load_std Stock:Scotch]","0.999741103443109","te_bry","Rhat"
"b[(Intercept) Stock:Seymour]","0.99989692760065","te_bry","Rhat"
"b[load_std Stock:Seymour]","0.999998322336166","te_bry","Rhat"
"b[(Intercept) Stock:Stellako]","0.999737949819911","te_bry","Rhat"
"b[load_std Stock:Stellako]","1.00016470756347","te_bry","Rhat"
"b[(Intercept) Stock:Weaver]","1.00089349321998","te_bry","Rhat"
"b[load_std Stock:Weaver]","1.00014530962282","te_bry","Rhat"
"b[(Intercept) Year:2009]","1.00083336121188","te_bry","Rhat"
"b[(Intercept) Year:2010]","0.999900395752679","te_bry","Rhat"
"b[(Intercept) Year:2011]","1.00070626639184","te_bry","Rhat"
"b[(Intercept) Year:2012]","1.00032850661103","te_bry","Rhat"
"b[(Intercept) Year:2013]","1.001606025281","te_bry","Rhat"
"b[(Intercept) Year:2014]","1.00142560394908","te_bry","Rhat"
"b[(Intercept) Year:2015]","1.00014447088882","te_bry","Rhat"
"b[(Intercept) Year:2016]","1.00070309587453","te_bry","Rhat"
"sigma","0.999523519092903","te_bry","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","0.999460135125725","te_bry","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00030675090559","te_bry","Rhat"
"Sigma[Stock:load_std,load_std]","1.0000517646688","te_bry","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00092628183994","te_bry","Rhat"
"mean_PPD","0.999806150341207","te_bry","Rhat"
"log-posterior","1.00278487842642","te_bry","Rhat"
"load_std","1.00048658708966","te_mar","Rhat"
"b[(Intercept) Stock:Birkenhead]","0.999577674073662","te_mar","Rhat"
"b[load_std Stock:Birkenhead]","1.00017688815231","te_mar","Rhat"
"b[(Intercept) Stock:Bowron]","0.999788059793866","te_mar","Rhat"
"b[load_std Stock:Bowron]","1.00063521897641","te_mar","Rhat"
"b[(Intercept) Stock:Chilko]","0.999348907389995","te_mar","Rhat"
"b[load_std Stock:Chilko]","0.999853540762087","te_mar","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999492733199055","te_mar","Rhat"
"b[load_std Stock:E.Stuart]","0.999749278717675","te_mar","Rhat"
"b[(Intercept) Stock:Fennell]","0.999679762832692","te_mar","Rhat"
"b[load_std Stock:Fennell]","0.999916318672202","te_mar","Rhat"
