"","V1","V2","V3"
"b[(Intercept) Stock:L.Shuswap]","0.999526678624279","ic_mul","Rhat"
"b[load_std Stock:L.Shuswap]","1.00051970951681","ic_mul","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999572767031057","ic_mul","Rhat"
"b[load_std Stock:L.Stuart]","1.00003318331224","ic_mul","Rhat"
"b[(Intercept) Stock:Nadina]","1.00015475669099","ic_mul","Rhat"
"b[load_std Stock:Nadina]","0.999468777145903","ic_mul","Rhat"
"b[(Intercept) Stock:Pitt]","0.999309616815919","ic_mul","Rhat"
"b[load_std Stock:Pitt]","0.999365859475796","ic_mul","Rhat"
"b[(Intercept) Stock:Portage]","1.00059873286572","ic_mul","Rhat"
"b[load_std Stock:Portage]","1.00019991418628","ic_mul","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00033387416856","ic_mul","Rhat"
"b[load_std Stock:Quesnel]","1.00073231880566","ic_mul","Rhat"
"b[(Intercept) Stock:Raft]","0.999890580503477","ic_mul","Rhat"
"b[load_std Stock:Raft]","0.999534593629231","ic_mul","Rhat"
"b[(Intercept) Stock:Scotch]","0.999728031954489","ic_mul","Rhat"
"b[load_std Stock:Scotch]","0.999270423871314","ic_mul","Rhat"
"b[(Intercept) Stock:Seymour]","1.00015956510666","ic_mul","Rhat"
"b[load_std Stock:Seymour]","0.999915557989119","ic_mul","Rhat"
"b[(Intercept) Stock:Stellako]","0.999312610666208","ic_mul","Rhat"
"b[load_std Stock:Stellako]","0.999630267424579","ic_mul","Rhat"
"b[(Intercept) Stock:Weaver]","0.999174888764138","ic_mul","Rhat"
"b[load_std Stock:Weaver]","0.99952633466547","ic_mul","Rhat"
"b[(Intercept) Year:2009]","0.999727106899278","ic_mul","Rhat"
"b[(Intercept) Year:2010]","0.999698801895106","ic_mul","Rhat"
"b[(Intercept) Year:2011]","0.999764093442483","ic_mul","Rhat"
"b[(Intercept) Year:2012]","0.999399760274246","ic_mul","Rhat"
"b[(Intercept) Year:2013]","0.99935298530982","ic_mul","Rhat"
"b[(Intercept) Year:2014]","1.00028475721324","ic_mul","Rhat"
"b[(Intercept) Year:2015]","0.999901684856263","ic_mul","Rhat"
"b[(Intercept) Year:2016]","0.999844398017655","ic_mul","Rhat"
"sigma","0.999585912617965","ic_mul","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00203511586248","ic_mul","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00404560165283","ic_mul","Rhat"
"Sigma[Stock:load_std,load_std]","1.00134895883186","ic_mul","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00088980617811","ic_mul","Rhat"
"mean_PPD","0.999529521402238","ic_mul","Rhat"
"log-posterior","1.00092883085771","ic_mul","Rhat"
"load_std","1.00191577355226","ku_thy","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00043112411779","ku_thy","Rhat"
"b[load_std Stock:Birkenhead]","1.00005510944229","ku_thy","Rhat"
"b[(Intercept) Stock:Bowron]","1.00068049592422","ku_thy","Rhat"
"b[load_std Stock:Bowron]","1.00013062389905","ku_thy","Rhat"
"b[(Intercept) Stock:Chilko]","1.00062764681993","ku_thy","Rhat"
"b[load_std Stock:Chilko]","0.999239805804109","ku_thy","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999722731286204","ku_thy","Rhat"
"b[load_std Stock:E.Stuart]","1.00004538547769","ku_thy","Rhat"
"b[(Intercept) Stock:Fennell]","1.00105432595205","ku_thy","Rhat"
"b[load_std Stock:Fennell]","0.999935806913422","ku_thy","Rhat"
"b[(Intercept) Stock:Gates]","1.00034741347494","ku_thy","Rhat"
"b[load_std Stock:Gates]","0.999630468166193","ku_thy","Rhat"
"b[(Intercept) Stock:Harrison]","1.00074520852429","ku_thy","Rhat"
"b[load_std Stock:Harrison]","1.00056298503652","ku_thy","Rhat"
"b[(Intercept) Stock:L.Shuswap]","1.00058722128416","ku_thy","Rhat"
"b[load_std Stock:L.Shuswap]","0.999442790032363","ku_thy","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999847137586718","ku_thy","Rhat"
"b[load_std Stock:L.Stuart]","1.00068176886331","ku_thy","Rhat"
"b[(Intercept) Stock:Nadina]","0.999661881917943","ku_thy","Rhat"
"b[load_std Stock:Nadina]","0.999818046015911","ku_thy","Rhat"
"b[(Intercept) Stock:Pitt]","0.999432061375538","ku_thy","Rhat"
"b[load_std Stock:Pitt]","1.00040460007249","ku_thy","Rhat"
"b[(Intercept) Stock:Portage]","0.999844386795055","ku_thy","Rhat"
"b[load_std Stock:Portage]","0.999797040765103","ku_thy","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00067009626499","ku_thy","Rhat"
"b[load_std Stock:Quesnel]","1.00053739806607","ku_thy","Rhat"
"b[(Intercept) Stock:Raft]","0.999354076978747","ku_thy","Rhat"
"b[load_std Stock:Raft]","0.999703635186891","ku_thy","Rhat"
"b[(Intercept) Stock:Scotch]","0.999562143491114","ku_thy","Rhat"
"b[load_std Stock:Scotch]","0.99979250093128","ku_thy","Rhat"
"b[(Intercept) Stock:Seymour]","1.00014793900748","ku_thy","Rhat"
"b[load_std Stock:Seymour]","1.00062678524575","ku_thy","Rhat"
"b[(Intercept) Stock:Stellako]","0.999726741716373","ku_thy","Rhat"
"b[load_std Stock:Stellako]","0.999609226274941","ku_thy","Rhat"
"b[(Intercept) Stock:Weaver]","0.999463122379757","ku_thy","Rhat"
"b[load_std Stock:Weaver]","0.999237597174099","ku_thy","Rhat"
"b[(Intercept) Year:2009]","0.999522110260838","ku_thy","Rhat"
"b[(Intercept) Year:2010]","1.00168241932184","ku_thy","Rhat"
"b[(Intercept) Year:2011]","1.00228050285861","ku_thy","Rhat"
"b[(Intercept) Year:2012]","1.0008279364352","ku_thy","Rhat"
"b[(Intercept) Year:2013]","0.999440303599947","ku_thy","Rhat"
"b[(Intercept) Year:2014]","0.999731691910049","ku_thy","Rhat"
"b[(Intercept) Year:2015]","1.00199113825207","ku_thy","Rhat"
"b[(Intercept) Year:2016]","1.00205884570106","ku_thy","Rhat"
"sigma","1.00020938266256","ku_thy","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.0014623113069","ku_thy","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00073142437206","ku_thy","Rhat"
"Sigma[Stock:load_std,load_std]","1.00081936536212","ku_thy","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.0009504475404","ku_thy","Rhat"
"mean_PPD","1.00040210128909","ku_thy","Rhat"
"log-posterior","1.00283676077461","ku_thy","Rhat"
"load_std","1.00293392638786","lo_sal","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00145365587932","lo_sal","Rhat"
"b[load_std Stock:Birkenhead]","1.00140042430664","lo_sal","Rhat"
"b[(Intercept) Stock:Bowron]","1.00023440837657","lo_sal","Rhat"
"b[load_std Stock:Bowron]","0.999833857402562","lo_sal","Rhat"
"b[(Intercept) Stock:Chilko]","0.999724551842652","lo_sal","Rhat"
"b[load_std Stock:Chilko]","1.00008497178723","lo_sal","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999691070963844","lo_sal","Rhat"
"b[load_std Stock:E.Stuart]","1.00143950843447","lo_sal","Rhat"
"b[(Intercept) Stock:Fennell]","1.00145648278708","lo_sal","Rhat"
"b[load_std Stock:Fennell]","0.99953346391443","lo_sal","Rhat"
"b[(Intercept) Stock:Gates]","0.999936554266118","lo_sal","Rhat"
"b[load_std Stock:Gates]","1.00038004641754","lo_sal","Rhat"
"b[(Intercept) Stock:Harrison]","1.00049022701164","lo_sal","Rhat"
"b[load_std Stock:Harrison]","0.99998803879524","lo_sal","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999290472100413","lo_sal","Rhat"
"b[load_std Stock:L.Shuswap]","0.999990076974792","lo_sal","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999765564644551","lo_sal","Rhat"
"b[load_std Stock:L.Stuart]","0.999744610158377","lo_sal","Rhat"
"b[(Intercept) Stock:Nadina]","0.999310678561946","lo_sal","Rhat"
"b[load_std Stock:Nadina]","0.999626899519001","lo_sal","Rhat"
"b[(Intercept) Stock:Pitt]","0.999890541583075","lo_sal","Rhat"
"b[load_std Stock:Pitt]","1.000132614583","lo_sal","Rhat"
"b[(Intercept) Stock:Portage]","0.999630502283668","lo_sal","Rhat"
"b[load_std Stock:Portage]","0.999923571807915","lo_sal","Rhat"
"b[(Intercept) Stock:Quesnel]","0.999631751210241","lo_sal","Rhat"
"b[load_std Stock:Quesnel]","0.999523547547546","lo_sal","Rhat"
"b[(Intercept) Stock:Raft]","0.999923169743557","lo_sal","Rhat"
"b[load_std Stock:Raft]","1.00002394936596","lo_sal","Rhat"
"b[(Intercept) Stock:Scotch]","1.00001480047635","lo_sal","Rhat"
"b[load_std Stock:Scotch]","1.00006852799174","lo_sal","Rhat"
"b[(Intercept) Stock:Seymour]","1.00030976088973","lo_sal","Rhat"
"b[load_std Stock:Seymour]","1.00044096533928","lo_sal","Rhat"
"b[(Intercept) Stock:Stellako]","1.00010543569858","lo_sal","Rhat"
"b[load_std Stock:Stellako]","1.00096335455255","lo_sal","Rhat"
"b[(Intercept) Stock:Weaver]","1.00076885720748","lo_sal","Rhat"
"b[load_std Stock:Weaver]","0.999826693891744","lo_sal","Rhat"
"b[(Intercept) Year:2009]","1.00138977135496","lo_sal","Rhat"
"b[(Intercept) Year:2010]","1.00267044505705","lo_sal","Rhat"
"b[(Intercept) Year:2011]","1.00274026630325","lo_sal","Rhat"
"b[(Intercept) Year:2012]","1.00129089633638","lo_sal","Rhat"
"b[(Intercept) Year:2013]","1.00024547503939","lo_sal","Rhat"
"b[(Intercept) Year:2014]","1.00075023344587","lo_sal","Rhat"
"b[(Intercept) Year:2015]","1.00034257982341","lo_sal","Rhat"
"b[(Intercept) Year:2016]","1.00025992300119","lo_sal","Rhat"
"sigma","1.00020839387155","lo_sal","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00072112895391","lo_sal","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00058218676293","lo_sal","Rhat"
"Sigma[Stock:load_std,load_std]","0.999737709555672","lo_sal","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.0021889414876","lo_sal","Rhat"
"mean_PPD","0.999897545223491","lo_sal","Rhat"
"log-posterior","1.00191102033236","lo_sal","Rhat"
"load_std","1.00053154164478","my_arc","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00030159068373","my_arc","Rhat"
"b[load_std Stock:Birkenhead]","1.00012412632817","my_arc","Rhat"
"b[(Intercept) Stock:Bowron]","0.999305886197952","my_arc","Rhat"
"b[load_std Stock:Bowron]","0.99954694768431","my_arc","Rhat"
"b[(Intercept) Stock:Chilko]","0.999790873764216","my_arc","Rhat"
"b[load_std Stock:Chilko]","0.999978355694563","my_arc","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999170363144378","my_arc","Rhat"
"b[load_std Stock:E.Stuart]","1.00026177210312","my_arc","Rhat"
"b[(Intercept) Stock:Fennell]","0.999863100283742","my_arc","Rhat"
"b[load_std Stock:Fennell]","0.99939613197067","my_arc","Rhat"
"b[(Intercept) Stock:Gates]","1.00168999378623","my_arc","Rhat"
"b[load_std Stock:Gates]","0.999795743052563","my_arc","Rhat"
"b[(Intercept) Stock:Harrison]","1.00098535812483","my_arc","Rhat"
"b[load_std Stock:Harrison]","0.99998905171088","my_arc","Rhat"
"b[(Intercept) Stock:L.Shuswap]","1.00038250288524","my_arc","Rhat"
"b[load_std Stock:L.Shuswap]","0.99927643672886","my_arc","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999541033562122","my_arc","Rhat"
"b[load_std Stock:L.Stuart]","0.99968586624166","my_arc","Rhat"
"b[(Intercept) Stock:Nadina]","1.00036038948548","my_arc","Rhat"
"b[load_std Stock:Nadina]","0.999571452673614","my_arc","Rhat"
"b[(Intercept) Stock:Pitt]","1.00054203446434","my_arc","Rhat"
"b[load_std Stock:Pitt]","0.999552741840997","my_arc","Rhat"
"b[(Intercept) Stock:Portage]","0.999121135565137","my_arc","Rhat"
"b[load_std Stock:Portage]","0.999236313209056","my_arc","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00015684826269","my_arc","Rhat"
"b[load_std Stock:Quesnel]","0.999284299692313","my_arc","Rhat"
"b[(Intercept) Stock:Raft]","0.999906026424868","my_arc","Rhat"
"b[load_std Stock:Raft]","0.999489857049569","my_arc","Rhat"
"b[(Intercept) Stock:Scotch]","0.999817151990537","my_arc","Rhat"
"b[load_std Stock:Scotch]","0.999500732461125","my_arc","Rhat"
"b[(Intercept) Stock:Seymour]","0.9994559343706","my_arc","Rhat"
"b[load_std Stock:Seymour]","0.999743012939531","my_arc","Rhat"
"b[(Intercept) Stock:Stellako]","0.999273911390417","my_arc","Rhat"
"b[load_std Stock:Stellako]","0.999162882166559","my_arc","Rhat"
"b[(Intercept) Stock:Weaver]","0.999359956908081","my_arc","Rhat"
"b[load_std Stock:Weaver]","0.999949177520459","my_arc","Rhat"
"b[(Intercept) Year:2009]","1.00052937480987","my_arc","Rhat"
"b[(Intercept) Year:2010]","1.00005731049097","my_arc","Rhat"
"b[(Intercept) Year:2011]","0.999683703222121","my_arc","Rhat"
"b[(Intercept) Year:2012]","1.00148541818345","my_arc","Rhat"
"b[(Intercept) Year:2013]","1.00102673575254","my_arc","Rhat"
"b[(Intercept) Year:2014]","1.00052751558926","my_arc","Rhat"
"b[(Intercept) Year:2015]","0.999698895136391","my_arc","Rhat"
"b[(Intercept) Year:2016]","1.00121391165977","my_arc","Rhat"
"sigma","0.999621339507059","my_arc","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00035381996167","my_arc","Rhat"
"Sigma[Stock:load_std,(Intercept)]","0.999974160555095","my_arc","Rhat"
"Sigma[Stock:load_std,load_std]","0.999407263540139","my_arc","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00178646210005","my_arc","Rhat"
"mean_PPD","0.99980034284228","my_arc","Rhat"
"log-posterior","1.00377912861396","my_arc","Rhat"
"load_std","1.00028410961642","pa_kab","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00011487318583","pa_kab","Rhat"
"b[load_std Stock:Birkenhead]","1.00019030651987","pa_kab","Rhat"
"b[(Intercept) Stock:Bowron]","0.999689606530137","pa_kab","Rhat"
"b[load_std Stock:Bowron]","1.00005881417281","pa_kab","Rhat"
"b[(Intercept) Stock:Chilko]","1.00038955482146","pa_kab","Rhat"
"b[load_std Stock:Chilko]","0.999764361172034","pa_kab","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999240826294465","pa_kab","Rhat"
"b[load_std Stock:E.Stuart]","0.999252999288949","pa_kab","Rhat"
"b[(Intercept) Stock:Fennell]","1.00026074446885","pa_kab","Rhat"
"b[load_std Stock:Fennell]","0.999989035256022","pa_kab","Rhat"
"b[(Intercept) Stock:Gates]","0.999352928386735","pa_kab","Rhat"
"b[load_std Stock:Gates]","1.00051278075484","pa_kab","Rhat"
"b[(Intercept) Stock:Harrison]","0.999468229057596","pa_kab","Rhat"
"b[load_std Stock:Harrison]","1.00008303677331","pa_kab","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999423654306816","pa_kab","Rhat"
"b[load_std Stock:L.Shuswap]","1.0007652108191","pa_kab","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999823970640167","pa_kab","Rhat"
"b[load_std Stock:L.Stuart]","1.0001035901694","pa_kab","Rhat"
"b[(Intercept) Stock:Nadina]","0.999438821340209","pa_kab","Rhat"
"b[load_std Stock:Nadina]","0.999666519438631","pa_kab","Rhat"
"b[(Intercept) Stock:Pitt]","1.00052921297234","pa_kab","Rhat"
"b[load_std Stock:Pitt]","0.99967268841926","pa_kab","Rhat"
"b[(Intercept) Stock:Portage]","0.999862173290227","pa_kab","Rhat"
"b[load_std Stock:Portage]","0.999720886307059","pa_kab","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00039753197125","pa_kab","Rhat"
"b[load_std Stock:Quesnel]","1.00018866754952","pa_kab","Rhat"
"b[(Intercept) Stock:Raft]","1.00011417884985","pa_kab","Rhat"
"b[load_std Stock:Raft]","0.999461616525177","pa_kab","Rhat"
"b[(Intercept) Stock:Scotch]","0.999316433517354","pa_kab","Rhat"
"b[load_std Stock:Scotch]","0.999807968987813","pa_kab","Rhat"
"b[(Intercept) Stock:Seymour]","0.999797606920332","pa_kab","Rhat"
"b[load_std Stock:Seymour]","0.999361617792592","pa_kab","Rhat"
"b[(Intercept) Stock:Stellako]","1.00006598015535","pa_kab","Rhat"
"b[load_std Stock:Stellako]","0.999621662626096","pa_kab","Rhat"
"b[(Intercept) Stock:Weaver]","0.999848106520104","pa_kab","Rhat"
"b[load_std Stock:Weaver]","0.999746591025303","pa_kab","Rhat"
"b[(Intercept) Year:2009]","0.999836504670646","pa_kab","Rhat"
"b[(Intercept) Year:2010]","0.999686286728049","pa_kab","Rhat"
"b[(Intercept) Year:2011]","0.999513829217869","pa_kab","Rhat"
"b[(Intercept) Year:2012]","1.00007531548028","pa_kab","Rhat"
"b[(Intercept) Year:2013]","0.999424869471721","pa_kab","Rhat"
"b[(Intercept) Year:2014]","1.00014825343368","pa_kab","Rhat"
"b[(Intercept) Year:2015]","0.999873857399766","pa_kab","Rhat"
"b[(Intercept) Year:2016]","0.999843730901667","pa_kab","Rhat"
"sigma","1.00015778991934","pa_kab","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00073472648294","pa_kab","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.00064484066835","pa_kab","Rhat"
"Sigma[Stock:load_std,load_std]","1.00021450219468","pa_kab","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00122144150559","pa_kab","Rhat"
"mean_PPD","0.999804591749883","pa_kab","Rhat"
"log-posterior","1.0047709296215","pa_kab","Rhat"
"load_std","1.00311816299957","pa_min","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00106490950697","pa_min","Rhat"
"b[load_std Stock:Birkenhead]","0.999869140523077","pa_min","Rhat"
"b[(Intercept) Stock:Bowron]","1.00085404150233","pa_min","Rhat"
"b[load_std Stock:Bowron]","0.999881323994799","pa_min","Rhat"
"b[(Intercept) Stock:Chilko]","1.00062276091171","pa_min","Rhat"
"b[load_std Stock:Chilko]","1.00055665279613","pa_min","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999485462146456","pa_min","Rhat"
"b[load_std Stock:E.Stuart]","0.999276192413542","pa_min","Rhat"
"b[(Intercept) Stock:Fennell]","1.00076753677936","pa_min","Rhat"
"b[load_std Stock:Fennell]","1.00014839902139","pa_min","Rhat"
"b[(Intercept) Stock:Gates]","1.00093869520785","pa_min","Rhat"
"b[load_std Stock:Gates]","0.999890403002802","pa_min","Rhat"
"b[(Intercept) Stock:Harrison]","1.00148205464205","pa_min","Rhat"
"b[load_std Stock:Harrison]","0.999256462363919","pa_min","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999950870877112","pa_min","Rhat"
"b[load_std Stock:L.Shuswap]","0.999795638253041","pa_min","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999527970147448","pa_min","Rhat"
"b[load_std Stock:L.Stuart]","0.999829890671132","pa_min","Rhat"
"b[(Intercept) Stock:Nadina]","0.999771599839941","pa_min","Rhat"
"b[load_std Stock:Nadina]","1.00057349719454","pa_min","Rhat"
"b[(Intercept) Stock:Pitt]","0.999612560503618","pa_min","Rhat"
"b[load_std Stock:Pitt]","0.999300638161383","pa_min","Rhat"
"b[(Intercept) Stock:Portage]","1.00137269773462","pa_min","Rhat"
"b[load_std Stock:Portage]","1.0007165058858","pa_min","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00067271707365","pa_min","Rhat"
"b[load_std Stock:Quesnel]","0.999845828939788","pa_min","Rhat"
"b[(Intercept) Stock:Raft]","0.999419671637095","pa_min","Rhat"
"b[load_std Stock:Raft]","1.00005750665442","pa_min","Rhat"
"b[(Intercept) Stock:Scotch]","0.999313370049867","pa_min","Rhat"
"b[load_std Stock:Scotch]","1.0005807951447","pa_min","Rhat"
"b[(Intercept) Stock:Seymour]","0.99992154227555","pa_min","Rhat"
"b[load_std Stock:Seymour]","0.999621467681096","pa_min","Rhat"
"b[(Intercept) Stock:Stellako]","0.999966448807924","pa_min","Rhat"
"b[load_std Stock:Stellako]","0.999539375159754","pa_min","Rhat"
"b[(Intercept) Stock:Weaver]","1.00006144715821","pa_min","Rhat"
"b[load_std Stock:Weaver]","1.00022330384608","pa_min","Rhat"
"b[(Intercept) Year:2009]","1.00297361375638","pa_min","Rhat"
"b[(Intercept) Year:2010]","1.00316685502715","pa_min","Rhat"
"b[(Intercept) Year:2011]","1.00066546457886","pa_min","Rhat"
"b[(Intercept) Year:2012]","1.0013005388236","pa_min","Rhat"
"b[(Intercept) Year:2013]","1.00064114160266","pa_min","Rhat"
"b[(Intercept) Year:2014]","1.00073848520223","pa_min","Rhat"
"b[(Intercept) Year:2015]","1.00206261496916","pa_min","Rhat"
"b[(Intercept) Year:2016]","1.00089642730878","pa_min","Rhat"
"sigma","1.00017646721137","pa_min","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00373672310466","pa_min","Rhat"
"Sigma[Stock:load_std,(Intercept)]","0.999894746826314","pa_min","Rhat"
"Sigma[Stock:load_std,load_std]","1.00053866477804","pa_min","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00237283690014","pa_min","Rhat"
"mean_PPD","0.999384319526086","pa_min","Rhat"
"log-posterior","1.00425970865025","pa_min","Rhat"
"load_std","1.00523652927626","pa_pse","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00025672881121","pa_pse","Rhat"
"b[load_std Stock:Birkenhead]","1.00083517673502","pa_pse","Rhat"
"b[(Intercept) Stock:Bowron]","1.00020662254207","pa_pse","Rhat"
"b[load_std Stock:Bowron]","0.999292772716229","pa_pse","Rhat"
"b[(Intercept) Stock:Chilko]","1.00037315675728","pa_pse","Rhat"
"b[load_std Stock:Chilko]","0.999878609488451","pa_pse","Rhat"
"b[(Intercept) Stock:E.Stuart]","1.00008450618574","pa_pse","Rhat"
"b[load_std Stock:E.Stuart]","0.999831863677634","pa_pse","Rhat"
"b[(Intercept) Stock:Fennell]","1.00193550487493","pa_pse","Rhat"
"b[load_std Stock:Fennell]","0.999894340687202","pa_pse","Rhat"
"b[(Intercept) Stock:Gates]","1.0000832397317","pa_pse","Rhat"
"b[load_std Stock:Gates]","0.999813303599803","pa_pse","Rhat"
"b[(Intercept) Stock:Harrison]","1.00136689725622","pa_pse","Rhat"
"b[load_std Stock:Harrison]","1.00200483659755","pa_pse","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999282897529744","pa_pse","Rhat"
"b[load_std Stock:L.Shuswap]","1.00049956570047","pa_pse","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999817200784696","pa_pse","Rhat"
"b[load_std Stock:L.Stuart]","0.999746413680596","pa_pse","Rhat"
"b[(Intercept) Stock:Nadina]","0.999832730347465","pa_pse","Rhat"
"b[load_std Stock:Nadina]","1.00033818446817","pa_pse","Rhat"
"b[(Intercept) Stock:Pitt]","0.999944602998497","pa_pse","Rhat"
"b[load_std Stock:Pitt]","0.999837389383581","pa_pse","Rhat"
"b[(Intercept) Stock:Portage]","1.0016836018543","pa_pse","Rhat"
"b[load_std Stock:Portage]","0.999923315602646","pa_pse","Rhat"
"b[(Intercept) Stock:Quesnel]","1.0002899199874","pa_pse","Rhat"
"b[load_std Stock:Quesnel]","0.999592357297486","pa_pse","Rhat"
"b[(Intercept) Stock:Raft]","0.999806766673554","pa_pse","Rhat"
"b[load_std Stock:Raft]","0.999273923182741","pa_pse","Rhat"
"b[(Intercept) Stock:Scotch]","0.999399701773856","pa_pse","Rhat"
"b[load_std Stock:Scotch]","0.999684722055916","pa_pse","Rhat"
"b[(Intercept) Stock:Seymour]","0.999636527961231","pa_pse","Rhat"
"b[load_std Stock:Seymour]","0.99981560062141","pa_pse","Rhat"
"b[(Intercept) Stock:Stellako]","0.999934728751294","pa_pse","Rhat"
"b[load_std Stock:Stellako]","0.999308805428731","pa_pse","Rhat"
"b[(Intercept) Stock:Weaver]","1.00115733354895","pa_pse","Rhat"
"b[load_std Stock:Weaver]","1.00079767748947","pa_pse","Rhat"
"b[(Intercept) Year:2009]","1.00314735904782","pa_pse","Rhat"
"b[(Intercept) Year:2010]","1.00089119378011","pa_pse","Rhat"
"b[(Intercept) Year:2011]","1.00147523045996","pa_pse","Rhat"
"b[(Intercept) Year:2012]","1.00127408694328","pa_pse","Rhat"
"b[(Intercept) Year:2013]","1.0047264272552","pa_pse","Rhat"
"b[(Intercept) Year:2014]","1.00082978044521","pa_pse","Rhat"
"b[(Intercept) Year:2015]","1.00189488193808","pa_pse","Rhat"
"b[(Intercept) Year:2016]","1.00257827804777","pa_pse","Rhat"
"sigma","1.00046655846698","pa_pse","Rhat"
"Sigma[Stock:(Intercept),(Intercept)]","1.00278377138291","pa_pse","Rhat"
"Sigma[Stock:load_std,(Intercept)]","1.0026865689662","pa_pse","Rhat"
"Sigma[Stock:load_std,load_std]","1.00094599286089","pa_pse","Rhat"
"Sigma[Year:(Intercept),(Intercept)]","1.00097794855258","pa_pse","Rhat"
"mean_PPD","0.99961249475343","pa_pse","Rhat"
"log-posterior","1.00210035844786","pa_pse","Rhat"
"load_std","1.00162636040754","pa_ther","Rhat"
"b[(Intercept) Stock:Birkenhead]","1.00145980130229","pa_ther","Rhat"
"b[load_std Stock:Birkenhead]","0.999416099996394","pa_ther","Rhat"
"b[(Intercept) Stock:Bowron]","1.00165923492378","pa_ther","Rhat"
"b[load_std Stock:Bowron]","0.99965020475079","pa_ther","Rhat"
"b[(Intercept) Stock:Chilko]","1.00000735178371","pa_ther","Rhat"
"b[load_std Stock:Chilko]","1.00016913726356","pa_ther","Rhat"
"b[(Intercept) Stock:E.Stuart]","0.999455008164519","pa_ther","Rhat"
"b[load_std Stock:E.Stuart]","0.999745843736102","pa_ther","Rhat"
"b[(Intercept) Stock:Fennell]","1.00102911330823","pa_ther","Rhat"
"b[load_std Stock:Fennell]","0.999731924197449","pa_ther","Rhat"
"b[(Intercept) Stock:Gates]","1.00123258251798","pa_ther","Rhat"
"b[load_std Stock:Gates]","1.00012615086809","pa_ther","Rhat"
"b[(Intercept) Stock:Harrison]","1.00072226699341","pa_ther","Rhat"
"b[load_std Stock:Harrison]","1.00005015455609","pa_ther","Rhat"
"b[(Intercept) Stock:L.Shuswap]","0.999746448446545","pa_ther","Rhat"
"b[load_std Stock:L.Shuswap]","0.999373567574098","pa_ther","Rhat"
"b[(Intercept) Stock:L.Stuart]","0.999916214444654","pa_ther","Rhat"
"b[load_std Stock:L.Stuart]","0.99989922498818","pa_ther","Rhat"
"b[(Intercept) Stock:Nadina]","0.999766907708846","pa_ther","Rhat"
"b[load_std Stock:Nadina]","1.00037412992102","pa_ther","Rhat"
"b[(Intercept) Stock:Pitt]","0.999373344153735","pa_ther","Rhat"
"b[load_std Stock:Pitt]","1.00086930184143","pa_ther","Rhat"
"b[(Intercept) Stock:Portage]","1.00109953693402","pa_ther","Rhat"
"b[load_std Stock:Portage]","0.99963713590775","pa_ther","Rhat"
"b[(Intercept) Stock:Quesnel]","1.00070264778061","pa_ther","Rhat"
"b[load_std Stock:Quesnel]","0.999506828996407","pa_ther","Rhat"
"b[(Intercept) Stock:Raft]","0.999690935351737","pa_ther","Rhat"
"b[load_std Stock:Raft]","0.99992179977665","pa_ther","Rhat"
"b[(Intercept) Stock:Scotch]","0.999305721401186","pa_ther","Rhat"
"b[load_std Stock:Scotch]","1.00032483153718","pa_ther","Rhat"
