"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits","X","Return","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
2014,12,"Portage","","12327","",NA,0,0,67,0,90613,0,0,0,0,0,0,90613,90680,NA,"",12327,4181,13,330,1.99480571204487,0,1,0,1.52035005533724,381.53067615,2.20177183725349,0.330635091901312
1966,13,"Weaver","19489","9860","",NA,0,0,660,0,73515,47,0,1939,0,0,0,75454,76161,NA,"0.97",9860,NA,NA,NA,2.03503703043594,0,0.99938288625412,0.000617113745880437,-0.323738979091418,132.2029342,-0.689501632508703,-1.71648357864368
1967,13,"Weaver","22581","10619","",NA,0,0,1764,0,77288,0,0,8421,932,0,0,86641,88405,NA,"0.89",10619,9860,NA,NA,2.09912829521735,0,0.989457609863695,0.0105423901363045,-0.475558647837985,202.78803,-0.91246000959156,-1.19690564184927
1968,13,"Weaver","3799","2202","fry leaving ",3584000,0,0,2976,0,141825,18,0,10577,0,0,0,152402,155396,NA,"0.93",2202,10619,9860,NA,4.23715572822553,0,0.999884166902623,0.000115833097377024,-0.521469903884043,126.2276425,-0.979884074091083,-1.76046778944687
1969,13,"Weaver","58727","30604","stream for lake",37132000,0,0,3031,0,371636,0,0,38246,0,0,0,409882,412913,NA,"0.91",30604,2202,10619,9860,2.59473859402693,0,1,0,-1.13222899677045,158.6269034,-1.87682883271697,-1.52197634955729
1970,13,"Weaver","10435","5004","brood year ",9843000,0,0,7393,0,371993,0,0,4653,0,0,0,376646,384039,NA,"0.99",5004,30604,2202,10619,4.32106816167171,0,1,0,-0.486720928821962,133.9360774,-0.928852642201534,-1.70372588585005
1971,13,"Weaver","4990","2656","t+1",5233000,0,0,10694,0,139598,0,0,2345,2647,0,0,144590,155284,NA,"0.97",2656,5004,30604,2202,3.99708091942585,0,0.982953813657557,0.0170461863424435,-0.275367447684526,228.2673373,-0.618464472247893,-1.0093520830159
1972,13,"Weaver","25738","15027","Most are from",19400000,0,0,7439,0,331589,0,0,11114,0,0,0,342703,350142,NA,"0.97",15027,2656,5004,30604,3.12701559981091,0,1,0,-0.467030653629713,199.0080226,-0.89993602133532,-1.22473033236927
1973,13,"Weaver","48541","24885","spawning channel",38817000,0,0,4227,0,257812,0,0,11669,959,0,0,270440,274667,NA,"0.95",24885,15027,2656,5004,2.38578504991196,0,0.996508499382889,0.0034915006171109,-0.621172708943991,279.1204321,-1.12630499432035,-0.635021698161563
1974,13,"Weaver","64093","28099","",43627000,0,0,5905,0,252878,0,0,26097,0,0,0,278975,284880,NA,"0.91",28099,24885,15027,2656,2.29538818355392,0,1,0,-0.737391872763362,234.0968415,-1.2969814051242,-0.966441016161892
1975,13,"Weaver","29736","16033","",25961000,0,0,2922,0,165459,0,0,1479,0,0,0,166938,169860,NA,"0.99",16033,28099,24885,15027,2.3429733877919,0,1,0,-0.227470526371413,319.9023766,-0.548124311902374,-0.334825199996949
1976,13,"Weaver","49932","28243","",57578000,0,0,9408,0,271322,0,0,23704,0,0,0,295026,304434,NA,"0.92",28243,16033,28099,24885,2.34621784877192,0,1,0,0.428149265204432,244.4852059,0.41470169028818,-0.889972111778533
1977,13,"Weaver","52627","28510","",19859000,0,0,2995,0,217049,0,0,15719,0,0,0,232768,235763,NA,"0.93",28510,28243,16033,28099,2.09978734643994,0,1,0,0.0114386159865527,297.883815,-0.197268621792105,-0.49690415841792
1978,13,"Weaver","75171","42315","",43047000,0,0,10226,0,1184905,0,0,170418,636,0,0,1355959,1366185,NA,"0.87",42315,28510,28243,16033,3.46712259893295,0,0.999534470075429,0.000465529924570977,0.167118015364955,223.2043036,0.0313580542980932,-1.04662114915446
1979,13,"Weaver","45026","25702","",27036000,0,0,1244,0,128249,0,0,11535,0,0,0,139784,141028,NA,"0.92",25702,42315,28510,28243,1.69352956415179,0,1,0,-0.0410747109308134,431.0079915,-0.274388314130929,0.483024878716346
1980,13,"Weaver","73830","43285","",53003000,0,0,3167,0,331805,0,0,29742,0,0,0,361547,364714,NA,"0.92",43285,25702,42315,28510,2.12258589231128,0,1,0,-0.548073692679124,308.7731516,-1.01895369941024,-0.416747590242124
1981,13,"Weaver","42002","22627","",27213000,0,0,2908,0,206879,0,0,60505,0,0,0,267384,270292,NA,"0.77",22627,43285,25702,42315,2.46954194395593,0,1,0,0.986431776779315,326.2901376,1.23458072020664,-0.287804796560509
1982,13,"Weaver","294083","115031","",58644000,0,0,9112,0,1275213,0,0,221670,0,0,0,1496883,1505995,NA,"0.85",115031,22627,43285,25702,2.56593856779817,0,1,0,-0.436006367904523,261.7616152,-0.854374570355013,-0.762800206752804
1983,13,"Weaver","39341","27380","",31375000,0,0,2374,0,219473,0,0,18144,0,0,0,237617,239991,NA,"0.92",27380,115031,22627,43285,2.16084731389024,0,1,0,-0.158169568282935,270.3310462,-0.446350745451726,-0.69972049809734
1984,13,"Weaver","59602","30435","",45937000,0,0,7491,0,575398,4,0,51913,972,0,0,628283,635778,NA,"0.92",30435,27380,115031,22627,3.02739743995865,0,0.9984648729588,0.00153512704119992,-0.0217447709122975,212.1579015,-0.246000872034532,-1.12793387880466
1985,13,"Weaver","37019","22773","",20269000,0,0,1101,0,48781,0,0,19418,0,0,0,68199,69300,NA,"0.72",22773,30435,27380,115031,1.09685427828258,0,1,0,0.173810217363771,364.3859048,0.0411860463434284,-0.00738128933087279
1986,13,"Weaver","110738","41837","",21771000,0,0,45,0,39242,13,0,3417,0,0,0,42659,42717,NA,"0.92",41837,22773,30435,27380,0.0194571561406395,0,0.999695671512513,0.000304328487487417,0.0191789494058104,303.0355966,-0.185901371478058,-0.458981817671542
1987,13,"Weaver","59968","30106","",29529000,0,0,798,0,192151,0,0,27769,0,0,0,219920,220718,NA,"0.87",30106,41837,22773,30435,1.98853935641868,0,1,0,0.551989801594467,486.0193237,0.596570648629042,0.887964110728941
1988,13,"Weaver","49258","27623","",22201000,0,0,3179,0,334751,0,0,175848,0,0,0,510599,513778,NA,"0.66",27623,30106,41837,22773,2.91693578729825,0,1,0,0.482530806047859,277.2341688,0.494564992519169,-0.648906510281702
1989,13,"Weaver","17167","10620","",22493766,0,405,2243,7553,684087,0,0,70074,1576,0,0,763695,765938,NA,"0.9",10620,27623,30106,41837,4.27542947898566,0.0103898748984905,0.987552517305578,0.00205760779593126,-0.138610441497347,398.5924679,-0.417626725690148,0.244413728850934
1990,13,"Weaver","16365","8524","",18908750,0,0,5895,0,600890,0,0,27875,0,0,0,628765,634660,NA,"0.96",8524,10620,27623,30106,4.30087186375185,0,1,0,1.20884967631982,453.748659,1.56121780435487,0.650419269374345
1991,13,"Weaver","38121","18710","",43786879,0,0,70,190,48888,0,0,16397,0,0,0,65475,65545,NA,"0.75",18710,8524,10620,27623,1.25261025010778,0.00289877183614311,0.997101228163857,0,0.991408928639799,434.867605,1.24189003467472,0.511435550918817
1992,13,"Weaver","58686","28480","",49328552,0,0,684,0,624100,0,0,128433,0,0,0,752533,753217,NA,"0.83",28480,18710,8524,10620,3.2742427629383,0,1,0,0.639499638063847,424.2513281,0.725085295506378,0.433288979243553
1993,13,"Weaver","84456","34019","",43665709,0,0,449,0,381020,0,0,119185,0,0,671,500876,501325,NA,"0.76",34019,28480,18710,8524,2.68943937339858,0,0.998661546900713,0.00133845309928689,1.07382024108992,401.9695761,1.36291712312016,0.269272672385688
1994,13,"Weaver","65006","35516","",45831934,0,0,57,0,646785,0,0,69090,0,0,0,715875,715932,NA,"0.9",35516,34019,28480,18710,3.00352227154394,0,1,0,0.119495672141086,443.5715796,-0.0385788678789729,0.575505637008845
1995,13,"Weaver","33125","10905","",22742831,0,0,114,0,170376,0,0,95953,0,0,0,266329,266443,NA,"0.64",10905,35516,34019,28480,3.19551098697429,0,1,0,1.07828784770654,501.0739726,1.36947813282931,0.998781604506801
1996,13,"Weaver","72070","26849","",47909778,0,0,227,0,350965,0,0,32221,0,0,0,383186,383413,NA,"0.92",26849,10905,35516,34019,2.6582919346691,0,1,0,1.11279740434061,381.8192568,1.42015796110521,0.120945873236647
1997,13,"Weaver","25504","10724","",14002993,0,0,10,0,192696,0,0,23291,0,0,0,215987,215997,NA,"0.89",10724,26849,10905,35516,3.00273400031407,0,1,0,-0.613229709710114,401.8196412,-1.11464011431516,0.268168999363607
1998,13,"Weaver","57091","29811","",51468200,0,0,176,0,500753,0,0,65956,0,0,0,566709,566885,NA,"0.88",29811,10724,26849,10905,2.94496849155087,0,1,0,0.451975591847156,382.8857158,0.449692407656795,0.128796093748721
1999,13,"Weaver","34634","13106","",31548505,0,0,18,0,182595,0,0,64316,0,0,0,246911,246929,NA,"0.74",13106,29811,10724,26849,2.93595780719178,0,1,0,-0.320505543112472,466.3283391,-0.684753093375276,0.743018481117451
2000,13,"Weaver","6613","2732","",6710107,0,0,389,0,104221,0,0,9522,0,0,0,113743,114132,NA,"0.92",2732,13106,29811,10724,3.72890757576741,0,1,0,-0.303752993532308,361.2705607,-0.660150739166293,-0.0303133834441831
2001,13,"Weaver","19915","8035","",21280936,0,0,50,0,145865,0,0,50168,0,0,0,196033,196083,NA,"0.74",8035,2732,13106,29811,3.19447601321579,0,1,0,0.793450806124152,594.4661709,0.951173936484999,1.68624296097928
2002,13,"Weaver","101033","36269","",50754788,0,0,321,0,227687,0,0,14822,0,0,0,242509,242830,NA,"0.94",36269,8035,2732,13106,1.9000754411715,0,1,0,1.29831849607427,344.0283572,1.69260936262042,-0.157233499068921
2003,13,"Weaver","49488","24681","",46798682,0,0,23,0,127468,0,0,61308,0,0,0,188776,188799,NA,"0.68",24681,36269,8035,2732,2.03452741013217,0,1,0,1.11622422863784,548.7740497,1.42519050524239,1.34990257931962
2004,13,"Weaver","25379","13967","",28470506,0,7199,92,2991,55327,0,0,55643,0,0,0,121160,121252,NA,"0.46",13967,24681,36269,8035,2.1604145818354,0.0840398508890575,0.915960149110942,0,0.267949308569081,328.1716624,0.179436242569505,-0.273954864609131
2005,13,"Weaver","48516","23597","",35564910,0,0,57,0,60582,0,0,4457,0,0,0,65039,65096,NA,"0.93",23597,13967,24681,36269,1.01386750466037,0,1,0,-0.0293573233227009,657.1627969,-0.257180466515897,2.14775375460847
2006,13,"Weaver","39781","13618","",46388751,0,1317,417,0,224114,0,0,21726,0,0,0,247157,247574,NA,"0.91",13618,23597,13967,24681,2.89863131517195,0.00531962160808486,0.994680378391915,0,-1.21763326821891,407.2142707,-2.00225130211965,0.307878947102748
2007,13,"Weaver","37300","15825","",29480472,0,0,1366,945,317391,0,0,14164,0,0,0,332499,333865,NA,"0.95",15825,13618,23597,13967,3.04504588454235,0.00283048537582556,0.997172509846794,0,-0.608328951495556,653.762543,-1.10744298954856,2.12272443523282
2008,13,"Weaver","2756","616","",NA,0,0,0,0,16273,0,0,46948,0,0,0,63221,63221,NA,"0.26",616,15825,13618,23597,4.63114483989017,0,1,0,0.050800024765162,435.5747755,-0.139463490919218,0.516641043454989
2009,13,"Weaver","35556","12871","",NA,8,0,6,0,204609,0,0,25390,0,0,0,229999,230013,NA,"0.89",12871,616,15825,13618,2.88309824242042,3.47806428332312e-05,0.999965219357167,0,0.0112435689839908,577.8224288,-0.197555062696008,1.56372812859371
2010,13,"Weaver","59897","25328","",NA,0,0,540,391,113277,0,0,10889,0,0,0,124556,125096,NA,"0.91",25328,12871,616,15825,1.59284491083356,0.00312559953955362,0.996882394321161,0,-0.0690005938114703,355.8470816,-0.315399532091566,-0.0702356935166947
2011,13,"Weaver","72569","24535","",NA,0,0,0,0,532,0,0,21,0,0,0,553,553,NA,"0.96",24535,25328,12871,616,-3.79249794700167,0,1,0,0.362810721721245,549.4208599,0.31874722183069,1.35466375879249
2012,13,"Weaver","","397","",NA,0,0,18,14,1020,0,0,636,0,0,0,1670,1688,NA,"0.61",397,24535,25328,12871,1.43664262472361,0.00829383886255924,0.991706161137441,0,0.50896798174951,381.53067615,0.533389934226386,0.118821626793026
2013,13,"Weaver","","15535","",NA,0,7,26,0,62623,0,0,40271,0,0,0,102902,102928,NA,"0.61",15535,397,24535,25328,1.89068153615208,6.80087051142546e-05,0.999922275765584,0,1.48924007851777,615.7924859,1.97299178291638,1.84322628191326
2014,13,"Weaver","","10446","",NA,0,0,102,0,28056,0,0,0,0,0,0,28056,28158,NA,"",10446,15535,397,24535,0.98798338282377,0,1,0,1.52035005533724,381.53067615,2.01867907758657,0.118821626793026
1959,14,"Fennell","27","14","",NA,0,0,0,0,1025,0,0,89,0,0,0,1114,1114,NA,"0.92",14,NA,NA,NA,4.37665509087197,0,1,0,0.441754791719849,224.2375817,0.475454897739165,-0.996675509973778
1963,14,"Fennell","436","248","",NA,0,0,0,0,6502,0,0,32,0,0,0,6534,6534,NA,"1",248,NA,NA,NA,3.27134584599603,0,1,0,-0.95382141285256,175.2447665,-1.57578757800813,-1.35721335065024
1964,14,"Fennell","146","67","",NA,0,0,14,0,3623,0,0,0,0,0,0,3623,3637,NA,"1",67,248,NA,NA,3.99036507150411,0,1,0,-0.150942658373013,172.0482063,-0.395702249333354,-1.38073681847701
1967,14,"Fennell","916","294","",NA,0,0,0,0,15201,0,0,0,0,0,0,15201,15201,NA,"1",294,NA,NA,67,3.94553672680534,0,1,0,-0.4750702302964,202.78803,-0.872110661078807,-1.15452263555386
1968,14,"Fennell","954","577","",NA,0,0,14,0,14846,0,0,169,8,0,0,15023,15037,NA,"0.99",577,294,NA,NA,3.25949537255432,0,0.99946797898517,0.000532021014830086,-0.521724123886068,126.2276425,-0.940683375257064,-1.7179300796438
1969,14,"Fennell","52","22","",NA,0,0,0,0,881,0,0,0,0,0,0,881,881,NA,"1",22,577,294,NA,3.69001517257786,0,1,0,-1.13222899677045,158.6269034,-1.83801418586288,-1.47950410806584
1970,14,"Fennell","9","5","",NA,0,0,0,0,740,0,0,0,0,0,0,740,740,NA,"1",5,22,577,294,4.99721227376411,0,1,0,-0.486720928821962,133.9360774,-0.889235062891807,-1.66120375227323
1971,14,"Fennell","1293","306","",NA,0,0,263,0,15407,40,0,819,178,0,0,16404,16707,NA,"0.94",306,5,22,577,3.98169538455957,0,0.986951577183217,0.0130484228167834,-0.274587935805847,228.2673373,-0.577438254980926,-0.967020562068726
1972,14,"Fennell","1931","1030","",NA,0,0,156,0,28193,0,0,205,453,0,0,28851,29007,NA,"0.98",1030,306,5,22,3.33258585215691,0,0.98438307994622,0.0156169200537801,-0.469431518558631,199.0080226,-0.863822783292477,-1.18233968791498
1973,14,"Fennell","205","83","",NA,0,0,0,0,1106,0,0,0,0,0,0,1106,1106,NA,"1",83,1030,306,5,2.58966457428568,0,1,0,-0.620765507919166,279.1204321,-1.08625614521393,-0.592792934689862
1974,14,"Fennell","140","70","",NA,0,0,0,0,536,0,0,0,50,0,0,586,586,NA,"0.91",70,83,1030,306,2.12482454752765,0,0.914675767918089,0.0853242320819113,-0.693883225460295,234.0968415,-1.19372585375343,-0.924121274736441
