"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits_psc","total_recruits","prop_4s","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
1983,17,"Nadina",26856,"15419","",19328000,0,0,32,0,138480,0,0,11219,0,0,0,149699,149731,149731,"0.92505628",15419,1423,10924,1518,2.27323983562641,0,1,0,-0.253280652600751,270.3310462,-0.667034814346511,-1.09424746349101
1984,17,"Nadina",7070,"3501","",4412000,0,0,0,0,20594,0,0,4323,0,0,0,24917,24917,24917,"0.826503993",3501,15419,1423,10924,1.9625016594671,0,1,0,-0.117156518537031,212.1579015,-0.460305211973436,-1.55723195215204
1985,17,"Nadina",13807,"7722","",6700363,0,0,0,0,41411,0,0,5442,0,0,0,46853,46853,46853,"0.883849487",7722,3501,15419,1423,1.80294164294384,0,1,0,0.0786991330459546,364.3859048,-0.16286228421665,-0.345690017618465
1986,17,"Nadina",3545,"2048","",3930768,0,0,0,0,16080,0,0,4758,0,0,0,20838,20838,20838,"0.771667147",2048,7722,3501,15419,2.31991453581273,0,1,0,-0.0760943337945101,303.0355966,-0.397944711517158,-0.833960700210143
1987,17,"Nadina",37624,"15150","",19871025,0,0,16,0,170901,0,0,20119,0,0,0,191020,191036,191036,"0.89467595",15150,2048,7722,3501,2.53446136000621,0,1,0,0.45687871727665,486.0193237,0.411473160496115,0.622357808297143
1988,17,"Nadina",8744,"4304","",8596634,0,0,0,0,48538,0,0,9201,0,0,0,57739,57739,57739,"0.840644971",4304,15150,2048,7722,2.59638803220905,0,1,0,0.387419721730042,277.2341688,0.305986865730325,-1.03930735833412
1989,17,"Nadina",4940,"2653","",1974445,0,0,0,0,15466,0,0,3412,1138,0,0,20016,20016,20016,"0.819260515",2653,4304,15150,2048,2.02084087856895,0,0.943145483613109,0.0568545163868905,-0.165923587879568,398.5924679,-0.534367000674062,-0.0734491372710653
1990,17,"Nadina",6033,"3404","",2345642,0,0,0,0,14995,0,0,739,0,0,0,15734,15734,15734,"0.953031651",3404,2653,4304,15150,1.53087276519592,0,1,0,1.113738592002,453.748659,1.40903602215028,0.365524225173331
1991,17,"Nadina",61074,"33360","",18315946,0,0,112,0,47222,0,0,9005,0,0,0,56227,56339,56339,"0.839845626",33360,3404,2653,4304,0.524029435421387,0,1,0,0.895665700766644,434.867605,1.07785211854999,0.215254969889781
1992,17,"Nadina",7728,"2355","",4280488,0,0,9,0,54950,0,0,49754,0,0,0,104704,104713,104713,"0.524812806",2355,33360,3404,2653,3.79468254697926,0,1,0,0.544388553746031,424.2513281,0.544372986243249,0.13076286348264
1993,17,"Nadina",9595,"4797","",2206122,0,0,0,0,51434,0,0,5268,0,0,0,56702,56702,56702,"0.907093224",4797,2355,33360,3404,2.4698187609603,0,1,0,0.979988187371609,401.9695761,1.20591136569858,-0.0465716369881905
1994,17,"Nadina",2008,"1076","",1993407,0,0,0,0,9887,0,0,8471,0,0,0,18358,18358,18358,"0.538566293",1076,4797,2355,33360,2.83681498505731,0,1,0,0.02438458782327,443.5715796,-0.245348938138752,0.284527574117751
1995,17,"Nadina",23998,"8403","",1832089,0,0,25,0,65492,0,0,0,0,0,0,65492,65517,65517,"1",8403,1076,4797,2355,2.05372086600466,0,1,0,0.983176763388719,501.0739726,1.21075380643612,0.742173729524757
1996,17,"Nadina",38654,"18093","",20294594,0,0,4,0,451557,0,0,95036,0,0,0,546593,546597,546597,"0.826130229",18093,8403,1076,4797,3.40818666186774,0,1,0,1.0176863200228,381.8192568,1.2631629326363,-0.206942635076367
1997,17,"Nadina",9499,"2681","",1536551,0,0,0,0,2444,0,0,742,0,0,0,3186,3186,3186,"0.767106089",2681,18093,8403,1076,0.172576352234035,0,1,0,-0.708340794027931,401.8196412,-1.35812756391757,-0.0477649287273071
1998,17,"Nadina",3705,"1983","",3300570,0,0,9,0,3913,0,0,957,0,0,0,4870,4879,4879,"0.80349076",1983,2681,18093,8403,0.900329431296041,0,1,0,0.356864507529339,382.8857158,0.259583137797858,-0.19845497333246
1999,17,"Nadina",10338,"5026","",4131116,0,0,0,0,11388,0,0,0,0,0,0,11388,11388,11388,"1",5026,1983,2681,18093,0.817935730294391,0,1,0,-0.415616627430288,466.3283391,-0.913571931061218,0.465642532145617
2000,17,"Nadina",194381,"65444","",51617915,0,0,0,0,233547,0,0,25990,0,0,0,259537,259537,259537,"0.899860136",65444,5026,1983,2681,1.37770445920953,0,1,0,-0.398864077850125,361.2705607,-0.888130094921999,-0.37048420749044
2001,17,"Nadina",54824,"17875","",17787780,0,0,0,0,48020,0,0,48105,0,9,0,96134,96134,96134,"0.499557867",17875,65444,5026,1983,1.68233996295133,0,1,0,0.698339721806336,594.4661709,0.77817622750449,1.48545723943023
2002,17,"Nadina",1925,"1031","",1873759,0,0,0,0,5758,0,0,422,0,0,0,6180,6180,6180,"0.93171521",1031,17875,65444,5026,1.79078906643478,0,1,0,1.20320741175646,344.0283572,1.54491092530279,-0.507710290281815
2003,17,"Nadina",3161,"1678","",2242409,0,0,0,0,3370,0,0,335,0,0,0,3705,3705,3705,"0.909581646",1678,1031,17875,65444,0.792080650703036,0,1,0,1.02111314432002,548.7740497,1.26836719732631,1.12180587626746
2004,17,"Nadina",22603,"13773","",16411476,0,0,32,0,200535,0,0,18897,0,0,0,219432,219464,219464,"0.913882205",13773,1678,1031,17875,2.76847805601745,0,1,0,0.0950085306071674,328.1716624,-0.138093456146855,-0.633909480160439
2005,17,"Nadina",21834,"12140","",10933782,0,0,0,0,11563,0,0,4655,0,0,0,16218,16218,16218,"0.71297324",12140,13773,1678,1031,0.289615950891013,0,1,0,-0.124468407640517,657.1627969,-0.471409664077808,1.98444290505098
2006,17,"Nadina",8655,"4487","",7299827,0,0,2,0,43344,0,0,21571,0,0,0,64915,64917,64917,"0.667703921",4487,12140,13773,1678,2.67192520386391,0,1,0,-1.31909933704245,407.2142707,-2.28567705109556,-0.00483051640606295
2007,17,"Nadina",1741,"1006","",NA,0,0,0,0,10326,0,0,1162,0,38,0,11526,11526,11526,"0.898850975",1006,4487,12140,13773,2.43862328133693,0,1,0,-0.701690652720648,653.762543,-1.34802809788508,1.95738119433674
2008,17,"Nadina",65754,"10174","",NA,0,0,4,0,85994,0,0,5141,38,0,0,91172,91176,91177,"0.943589181",10174,1006,4487,12140,2.19296722589126,0,0.999583228226417,0.00041677177358325,-0.0443275461403012,435.5747755,-0.349700985850183,0.220883150625533
2009,17,"Nadina",12712,"4223","",NA,0,0,0,0,17162,0,0,5496,0,0,0,22658,22658,22658,"0.757436667",4223,10174,1006,4487,1.67996721449949,0,1,0,-0.0838688911806388,577.8224288,-0.409751810736674,1.35299415074363
2010,17,"Nadina",26142,"13172","",NA,0,38,273,0,143207,0,0,77794,0,0,0,221039,221312,221312,"0.647992543",13172,4223,10174,1006,2.82148010610665,0.000171703296703297,0.999828296703297,0,-0.164348894948105,355.8470816,-0.531975539043689,-0.413648226056506
2011,17,"Nadina",10056,"1271","",NA,0,0,0,0,9067,0,0,1095,0,0,0,10162,10162,10162,"0.892245621",1271,13172,4223,10174,2.07885128096422,0,1,0,0.267699637403428,549.4208599,0.124169838212438,1.12695366553091
2012,17,"Nadina",NA,"16766","",NA,0,0,23,0,42701,0,0,3651,0,0,0,46352,46375,46375,"0.921233172",16766,1271,13172,4223,1.01740749471193,0,1,0,0.415079240108154,432,0.347992945515275,0.192432469207489
2013,17,"Nadina",NA,"7129","",NA,0,0,0,0,3524.33628,0,0,6914.796535,0,0,0,9457,9457,10439.13282,"0.337608146",7129,16766,1271,13172,0.38139054365067,0,0.999999999521033,0,1.39421005249405,513,1.83498366107062,0.837089789607485
2014,17,"Nadina",NA,"30742","",NA,0,0,374,0,406820.5295,0,0,51057.40181,0,0,0,349050,349424,458251.9313,"0.888491237",30742,7129,16766,1271,2.70178930341992,0,1.00000000002182,0,1.42523897105052,701,1.88210679643061,2.33333147152353
2015,17,"Nadina",NA,"9411","",NA,0,0,0,0,2750,0,0,991.9354839,0,0,0,0,0,3741.935484,"0.734913793",9411,30742,7129,16766,-0.92227623122095,0,0.999999999973276,0,0.503962605998275,639,0.482978729002015,1.83989006578526
2016,17,"Nadina",NA,"16110","",NA,0,0,49,0,17722.58065,0,0,5323.492511,0,0,0,0,0,23095.07316,"0.769006526",16110,9411,30742,7129,0.360179114473903,0,1.0000000000433,0,0.861214011764968,315,1.02553087502191,-0.738739215814728
1950,18,"Pitt",40061,"13312","",NA,0,0,62,0,91231,0,0,55044,0,0,0,146275,146337,146337,"0.623695095",13312,16110,9411,30742,2.3972462969619,0,1,0,-0.729533174388131,179.7949782,-1.12089897162922,-1.05012016424814
1951,18,"Pitt",37837,"17922","",NA,0,0,0,0,41761,0,0,78541,0,0,0,120302,120302,120302,"0.347134711",17922,13312,16110,9411,1.90397623948432,0,1,0,-0.185692629823738,294.413004,-0.300211623450981,-0.273047139778964
1952,18,"Pitt",48899,"21904","",NA,0,0,0,0,39952,0,0,31890,0,0,336,72178,72178,72178,"0.55610924",21904,17922,13312,16110,1.19246602177815,0,0.99534484191859,0.00465515808140985,-0.73871871173853,260.8135208,-1.13476048740813,-0.50084073374981
1953,18,"Pitt",18673,"9303","",NA,0,0,0,0,12688,0,0,12372,747,0,0,25807,25807,25807,"0.506304868",9303,21904,17922,13312,1.02030884417058,0,0.971054365094742,0.0289456349052583,-1.04000050233428,362.0339953,-1.58941241847455,0.185401240049042
1954,18,"Pitt",17624,"8332","",NA,0,0,42,0,37926,0,0,13126,0,0,0,51052,51094,51094,"0.742889603",8332,9303,21904,17922,1.81356355008729,0,1,0,-0.088176501828665,187.0299165,-0.153054054401051,-1.00106963011628
1955,18,"Pitt",17950,"11221","",NA,0,0,5,0,78394,0,0,85616,976,0,1946,166932,166937,166937,"0.47798305",11221,8332,9303,21904,2.69982947305006,0,0.982496390854035,0.0175036091459652,0.404086214910816,240.0020938,0.589799319893673,-0.641935456063632
1956,18,"Pitt",32094,"11107","",NA,0,0,15,0,28169,0,0,38686,1900,0,1553,70308,70323,70323,"0.421344701",11107,11221,8332,9303,1.84552337439798,0,0.950897999232115,0.0491020007678853,1.20908582087081,125.0629748,1.8045910423994,-1.42118538824273
1957,18,"Pitt",12335,"5130","",NA,0,0,0,0,3474,0,0,24544,1189,0,0,29207,29207,29207,"0.12399172",5130,11107,11221,8332,1.73930274738926,0,0.959290581025097,0.0407094189749033,-0.00220649066496746,182.1236784,-0.0233202543194459,-1.03433233249248
1958,18,"Pitt",10381,"6658","",NA,0,0,12,0,12978,0,0,3157,0,0,388,16523,16535,16535,"0.804338395",6658,5130,11107,11221,0.909660207280923,0,0.976534623525854,0.0234653764741458,-0.115301288209721,162.859114,-0.19398695141924,-1.16493982829345
1959,18,"Pitt",15731,"6096","",NA,0,0,10,0,21800,0,0,39932,234,0,517,62483,62493,62493,"0.353139377",6096,6658,5130,11107,2.32742173208554,0,0.987982654057254,0.0120173459427456,0.340713242207592,224.2375817,0.494165779081376,-0.748813732943078
1960,18,"Pitt",24510,"12493","",NA,0,0,0,0,5842,0,0,27406,29,0,37,33314,33314,33314,"0.175709817",12493,6096,6658,5130,0.980809241605224,0,0.998018850933541,0.00198114906645855,-0.145306593705987,146.2015324,-0.239266721096457,-1.27787282660596
1961,18,"Pitt",11158,"6525","",NA,0,0,74,0,26282,0,0,74479,1531,0,669,102961,103035,103035,"0.260835045",6525,12493,6096,6658,2.7594277831252,0,0.97864803222206,0.0213519677779395,0.603532402283029,205.1036429,0.890775339895765,-0.87853562956053
1962,18,"Pitt",16580,"8460","",NA,0,0,46,0,24085,0,0,32679,465,0,0,57229,57275,57275,"0.424300613",8460,6525,12493,6096,1.91251505472143,0,0.991881274552597,0.00811872544740288,-0.676001831200637,161.1151013,-1.04011702823779,-1.17676366851442
1963,18,"Pitt",12680,"5749","",NA,0,0,68,0,88616,0,0,54052,199,0,0,142867,142935,142935,"0.621134382",5749,8460,6525,12493,3.21336405482711,0,0.99860775877147,0.00139224122853045,-1.04781469626688,175.2447665,-1.60120449642975,-1.08096912315329
1964,18,"Pitt",13756,"6313","",NA,0,0,68,0,48016,0,0,142584,1250,0,176,192026,192094,192094,"0.251920252",6313,5749,8460,6525,3.41537383616881,0,0.992576551063542,0.00742344893645819,-0.245872937744396,172.0482063,-0.391027245444584,-1.10264076411181
1965,18,"Pitt",6966,"3368","",NA,0,0,0,0,14943,0,0,24041,0,0,0,38984,38984,38984,"0.383311102",3368,6313,5749,8460,2.44883220916112,0,1,0,-0.22169782026432,220.7792867,-0.354545572176709,-0.77225985091972
1966,18,"Pitt",20842,"10723","",NA,0,0,65,0,24568,0,0,51336,1732,0,0,77636,77701,77701,"0.323672007",10723,3368,6313,5749,1.98047716006565,0,0.97770942458913,0.0222905754108699,-0.422131960784923,132.2029342,-0.657012471550669,-1.37277878023479
1967,18,"Pitt",10282,"5236","",NA,0,0,29,0,24122,0,0,42747,882,0,0,67751,67780,67780,"0.360735169",5236,10723,3368,6313,2.56070931813125,0,0.986987311891413,0.0130126881085866,-0.570784178391144,202.78803,-0.881337405554589,-0.894234733668662
1968,18,"Pitt",16988,"8189","",NA,0,0,45,0,38212,0,0,67282,0,0,49,105543,105588,105588,"0.362219652",8189,5236,10723,3368,2.55675293816337,0,0.999535932113498,0.000464067886502254,-0.616793700404891,126.2276425,-0.95076847866933,-1.41328931913995
1969,18,"Pitt",25073,"11710","",NA,0,0,0,0,9262,0,0,51821,0,0,0,61083,61083,61083,"0.15162975",11710,8189,5236,10723,1.65179041744821,0,1,0,-1.22734008108827,158.6269034,-1.87211885445679,-1.19363284292338
1970,18,"Pitt",6642,"3098","",NA,0,0,81,0,21806,0,0,32749,645,0,117,55317,55398,55398,"0.399706718",3098,11710,8189,5236,2.88378675002387,0,0.986244990793891,0.0137550092061085,-0.578879125373566,133.9360774,-0.893553156364357,-1.36102863169696
1971,18,"Pitt",15452,"6663","",NA,0,0,462,0,91337,0,0,123848,1827,0,4236,221248,221710,221710,"0.424458024",6663,3098,11710,8189,3.50480038802372,0,0.972653466239683,0.0273465337603175,-0.372486965746664,228.2673373,-0.58209525595229,-0.721493297521971
1972,18,"Pitt",13412,"6569","",NA,0,0,31,0,78300,0,0,44584,0,0,264,123148,123179,123179,"0.63718629",6569,6663,3098,11710,2.9312769681146,0,0.997856777535132,0.0021432224648682,-0.562471225940875,199.0080226,-0.868792671679687,-0.919861957330317
1973,18,"Pitt",11895,"4744","",NA,0,0,11,0,11903,0,0,17262,0,0,0,29165,29176,29176,"0.408126179",4744,6569,6663,3098,1.81646579181095,0,1,0,-0.715876592236982,279.1204321,-1.10029038644221,-0.376725815234263
1974,18,"Pitt",20581,"8854","",NA,0,0,178,0,53388,0,0,78361,3311,0,707,135767,135945,135945,"0.405225087",8854,4744,6569,6663,2.73138105786491,0,0.970443929530325,0.0295560704696752,-0.817431685833227,234.0968415,-1.25354299199087,-0.681971150562695
1975,18,"Pitt",39920,"21369","",NA,0,0,81,0,64180,0,0,20578,391,0,0,85149,85230,85230,"0.757214658",21369,8854,4744,6569,1.38341221086988,0,0.995412413469436,0.00458758653056435,-0.319573898164224,319.9023766,-0.502246326790543,-0.100237464164191
1976,18,"Pitt",36525,"19467","",NA,0,0,41,0,13812,0,0,91485,0,0,250,105547,105588,105588,"0.131171828",19467,21369,8854,4744,1.69082400414428,0,0.997632306701519,0.00236769329848089,0.332051537875057,244.4852059,0.481094758116828,-0.61154141067447
1977,18,"Pitt",13852,"7791","",NA,0,0,57,0,15331,0,0,18676,522,0,0,34529,34586,34586,"0.450818949",7791,19467,21369,8854,1.49047975455501,0,0.984907187879489,0.0150928121205112,-0.0813213649296117,297.883815,-0.142709249881945,-0.249516167383426
1978,18,"Pitt",24786,"14109","",NA,0,0,0,0,10736,0,0,24013,105,0,124,34978,34978,34978,"0.308958531",14109,7791,19467,21369,0.907906400795979,0,0.993453027617359,0.00654697238264052,0.0707402292744018,223.2043036,0.0867606338079619,-0.755819023190231
1979,18,"Pitt",37542,"20307","",NA,0,0,22,0,3770,0,0,34444,0,0,583,38797,38819,38819,"0.098654943",20307,14109,7791,19467,0.647944163296923,0,0.984981581184472,0.0150184188155285,-0.143800118295573,431.0079915,-0.236993361152949,0.653022554085488
1980,18,"Pitt",17101,"9169","",NA,0,0,8,0,10736,0,0,6169,0,0,0,16905,16913,16913,"0.635078379",9169,20307,14109,7791,0.612254327924141,0,1,0,-0.643184776996941,308.7731516,-0.990594164489144,-0.175689998531154
1981,18,"Pitt",25327,"13224","",NA,0,0,0,0,2416,0,0,31641,215,382,5616,40270,40270,40270,"0.070939895",13224,9169,20307,14109,1.11357341434464,0,0.855202383908617,0.144797616091383,0.685355040073828,326.2901376,1.014250509779,-0.0569305172401742
1982,18,"Pitt",8708,"5086","",NA,0,0,37,0,4318,0,0,13910,0,0,0,18228,18265,18265,"0.236888304",5086,13224,9169,20307,1.27849499324732,0,1,0,-0.531117452222339,261.7616152,-0.821477984193382,-0.494412961348846
1983,18,"Pitt",16852,"10074","",NA,0,0,22,0,11730,0,0,50301,0,0,0,62031,62053,62053,"0.189098999",10074,5086,13224,9169,1.81803101126479,0,1,0,-0.253280652600751,270.3310462,-0.402205922581265,-0.436314999717841
1984,18,"Pitt",15797,"8755","",NA,0,0,107,0,18612,0,0,56977,0,0,298,75887,75994,75994,"0.246226303",8755,10074,5086,13224,2.16102942406359,0,0.996078637787194,0.00392136221280627,-0.116388497585749,212.1579015,-0.195627614272801,-0.830710045168989
1985,18,"Pitt",3560,"2088","",NA,0,0,26,0,6180,0,0,17002,0,0,0,23182,23208,23208,"0.266586144",2088,8755,10074,5086,2.40829037679871,0,1,0,0.0786991330459546,364.3859048,0.0987710874160379,0.201346423327908
1986,18,"Pitt",29177,"12283","",NA,0,0,0,0,6413,3,0,33585,0,0,0,39998,40001,40001,"0.160333017",12283,2088,8755,10074,1.18068826124448,0,0.999925001874953,7.49981250468738e-05,-0.0760543618149793,303.0355966,-0.134761032592525,-0.214588759749463
1987,18,"Pitt",13637,"5503","",NA,0,0,3,0,7374,0,0,14591,0,387,130,22482,22485,22485,"0.335715912",5503,12283,2088,8755,1.40755502214505,0,0.994218367800756,0.00578163219924394,0.456477130911471,486.0193237,0.668860291626932,1.02598153670943
1988,18,"Pitt",37747,"17876","",NA,0,0,0,0,2587,0,0,58490,223,1189,0,62489,62489,62489,"0.04235637",17876,5503,12283,2088,1.25153151018133,0,0.996431371921458,0.00356862807854182,0.385169760032983,277.2341688,0.561253277591774,-0.389514068366749
1989,18,"Pitt",16037,"5583","",NA,0,0,7,0,4944,0,0,11658,0,82,0,16684,16691,16691,"0.297795446",5583,17876,5503,12283,1.09514338566806,0,1,0,-0.2430639396491,398.5924679,-0.386788302208542,0.433255822039717
1990,18,"Pitt",12202,"5701","",NA,0,0,18,0,1561,0,0,7538,0,0,0,9099,9117,9117,"0.171557314",5701,5583,17876,5503,0.469499204553321,0,1,0,1.113738592002,453.748659,1.66070646961683,0.807196901002854
1991,18,"Pitt",22500,"10867","",NA,0,0,1,0,1710,0,0,32177,0,0,0,33887,33888,33888,"0.050461829",10867,5701,5583,17876,1.13733029533828,0,1,0,0.895665700766644,434.867605,1.3316216586253,0.679189481275112
1992,18,"Pitt",9129,"4335","",NA,0,0,0,0,29707,0,0,70846,0,0,0,100553,100553,100553,"0.295436238",4335,10867,5701,5583,3.14396334144361,0,1,0,0.544388553746031,424.2513281,0.801523796034204,0.60721456858834
1993,18,"Pitt",22835,"9040","",NA,0,174,11,0,16103,0,0,86635,0,0,344,103256,103267,103267,"0.1567385",9040,4335,10867,5701,2.43565869279432,0.00168495259860362,0.994983876746686,0.0033311706547106,0.976070943968629,401.9695761,1.45295789676091,0.456151519855284
1994,18,"Pitt",9500,"4365","",NA,0,0,81,0,4617,0,0,30016,0,0,375,35008,35089,35089,"0.133312159",4365,9040,4335,10867,2.08426950174986,0,0.989312890079512,0.0106871099204879,0.0346313051944417,443.5715796,0.0322701449230477,0.738199604858351
1995,18,"Pitt",5500,"2352","",NA,0,0,0,0,8821,0,0,44150,0,0,0,52971,52971,52971,"0.16652508",2352,4365,9040,4335,3.11447856395239,0,1,0,0.983176763388719,501.0739726,1.46368099593914,1.12804717142432
1996,18,"Pitt",50077,"19451","",NA,0,0,18,0,21331,0,0,129612,0,1003,0,151946,151964,151964,"0.141318246",19451,2352,4365,9040,2.05574516806494,0,1,0,1.0176863200228,381.8192568,1.51575794533892,0.319538893235863
1997,18,"Pitt",35798,"14996","",NA,0,0,11,0,12324,0,0,83927,0,0,0,96251,96262,96262,"0.128040228",14996,19451,2352,4365,1.85929014184758,0,1,0,-0.708340794027931,401.8196412,-1.08891842399769,0.455135009883111
1998,18,"Pitt",76888,"47612","",NA,0,0,19,1003,33437,0,0,98506,356,0,0,133302,133321,133321,"0.253420037",47612,14996,19451,2352,1.02967492385585,0.00752319589562035,0.989806557106532,0.0026702469978473,0.346788043945151,382.8857158,0.503333011974427,0.326769139218711
1999,18,"Pitt",35961,"19390","",NA,0,0,0,0,24538,0,0,118076,0,211,0,142825,142825,142825,"0.172058844",19390,47612,14996,19451,1.99686263535597,0,1,0,-0.415616627430288,466.3283391,-0.64718045055342,0.892483050314298
2000,18,"Pitt",42638,"18584","",NA,0,0,15,0,41913,0,0,69360,0,0,0,111273,111288,111288,"0.376668194",18584,19390,47612,14996,1.78982044028916,0,1,0,-0.398864077850125,361.2705607,-0.621899868538004,0.180225401174958
2001,18,"Pitt",131481,"72407","",NA,0,0,0,0,7379,0,0,47231,210,0,0,54820,54820,54820,"0.135121773",72407,18584,19390,47612,-0.278247888926203,0,0.996169281284203,0.00383071871579715,0.700273727915229,594.4661709,1.03676368663797,1.76121597265144
2002,18,"Pitt",90280,"39416","",NA,0,0,15,0,24980,0,0,44165,0,0,0,69145,69160,69160,"0.361269795",39416,72407,18584,19390,0.562250835573428,0,1,0,1.20320741175646,344.0283572,1.79572017751855,0.0633288560744758
2003,18,"Pitt",78229,"39927","",NA,0,0,0,0,373,0,0,13413,0,91,91,13968,13968,13968,"0.027056434",39927,39416,72407,18584,-1.05028378767528,0,0.99348510882016,0.00651489117983963,1.01507967354053,548.7740497,1.51182436258098,1.45143821677514
2004,18,"Pitt",60942,"33796","",NA,0,0,9,130,9201,0,0,30713,0,0,0,40044,40053,40053,"0.230520619",33796,39927,39416,72407,0.169861124785469,0.00324569944823109,0.996754300551769,0,0.0980143878408995,328.1716624,0.127918942233937,-0.0441743896001728
2005,18,"Pitt",62047,"33243","",NA,0,65,0,0,1726,0,0,6610,0,148,0,8550,8550,8549,"0.207053743",33243,33796,39927,39416,-1.3580299015782,0.00760322844777167,0.992396771552228,0,-0.122799674340002,657.1627969,-0.205302456837848,2.18627875356904
2006,18,"Pitt",38816,"21346","",NA,0,0,8,254,12711,0,0,54327,0,0,0,67292,67300,67300,"0.189608879",21346,33243,33796,39927,1.14829586815891,0.0037741456166419,0.996225854383358,0,-1.31459062595674,407.2142707,-2.00378505516746,0.491708847481487
2007,18,"Pitt",41829,"19926","",NA,0,0,0,0,11429,0,0,69777,0,229,229,81665,81665,81664,"0.140740832",19926,21346,33243,33796,1.41058785665961,0,0.997195826802508,0.00280417319749216,-0.699847246484908,653.762543,-1.07610116151261,2.16322613541762
