stock_name	Stock.ID	BY	total_adult_spawner	total_effective_female_spawner	juv_type	juvenile_estimate	age.21	age.31 	age.32 	age.41	age.42	age.43	age.51	age.52	age.53	age.62 	age.63	recruits_no_jacks	total_recruits_psc	total_recruits	prop_4s
Bowron	4	1963	25141	11468			0	0	28	0	204973	0	0	9315	0	0	0	214288	214316	214316	0.956530464
Bowron	4	1964	1500	690			0	0	0	0	25416	0	0	2091	0	0	0	27507	27507	27507	0.923982986
Bowron	4	1965	2659	1170			0	0	50	0	16770	0	0	1029	0	0	0	17799	17849	17849	0.942187763
Bowron	4	1966	2470	1151			0	0	0	0	21196	0	0	1053	0	0	0	22249	22249	22249	0.95267203
Bowron	4	1967	31695	13991			0	0	124	0	193857	0	0	12513	0	0	0	206370	206494	206494	0.939366187
Bowron	4	1968	3611	1710			0	0	0	0	37393	0	0	6150	1099	0	0	44642	44642	44642	0.858760306
Bowron	4	1969	3872	1936			0	0	0	0	16003	0	0	1208	0	0	0	17211	17211	17211	0.929812329
Bowron	4	1970	1305	497			0	0	371	0	15826	0	0	0	0	0	0	15826	16197	16197	1
Bowron	4	1971	25497	10761			0	0	0	0	124161	0	0	346	0	0	0	124507	124507	124507	0.99722104
Bowron	4	1972	4138	1969			0	0	0	0	16860	0	0	111	0	0	0	16971	16971	16971	0.993459431
Bowron	4	1973	4558	2012			0	0	0	0	10538	0	0	124	0	0	0	10662	10662	10662	0.988369912
Bowron	4	1974	1850	1046			0	0	0	0	15702	0	0	1729	0	0	0	17431	17431	17431	0.900808904
Bowron	4	1975	29700	14735			0	0	122	0	121742	0	0	634	282	0	0	122658	122780	122780	0.994819246
Bowron	4	1976	2250	1069			0	0	0	0	7112	0	0	0	0	0	0	7112	7112	7112	1
Bowron	4	1977	2500	1214			0	0	0	0	5875	0	0	9521	0	0	0	15396	15396	15396	0.381592621
Bowron	4	1978	3141	1678			0	0	0	0	39903	0	0	724	0	0	0	40627	40627	40627	0.982179339
Bowron	4	1979	35000	16178			0	0	0	0	15714	0	0	14270	0	0	0	29984	29984	29984	0.524079509
Bowron	4	1980	2894	1376			0	0	0	0	39381	0	0	5789	0	0	0	45170	45170	45170	0.871839717
Bowron	4	1981	1170	562			0	0	0	0	14724	0	0	1808	0	0	0	16532	16532	16532	0.890636342
Bowron	4	1982	1647	990			0	0	0	0	3066	0	0	2211	0	0	0	5277	5277	5277	0.581011939
Bowron	4	1983	6451	3484			0	0	17	0	36597	0	0	1535	407	0	0	38539	38556	38556	0.959745096
Bowron	4	1984	10461	4909			0	0	12	0	44712	0	0	5879	0	0	0	50591	50603	50603	0.88379356
Bowron	4	1985	6395	3030			0	0	0	0	16449	0	0	2728	0	0	0	19177	19177	19177	0.857746259
Bowron	4	1986	3118	1396			0	0	0	0	20562	0	0	636	0	0	0	21198	21198	21198	0.96999717
Bowron	4	1987	11071	5660			0	0	132	0	18171	0	0	4289	0	0	0	22460	22592	22592	0.80903829
Bowron	4	1988	12780	7405			0	0	0	0	11669	0	0	1381	0	0	0	13050	13050	13050	0.894176245
Bowron	4	1989	2534	1367			0	0	0	0	4945	0	0	7897	0	0	0	12842	12842	12842	0.385064632
Bowron	4	1990	7860	5065			0	0	0	0	18847	0	0	12283	0	0	0	31130	31130	31130	0.605428847
Bowron	4	1991	4920	2460			0	0	114	0	47542	0	0	1083	68	0	0	48693	48807	48807	0.977727506
Bowron	4	1992	2560	1117			0	0	14	0	10556	0	0	2313	0	0	0	12869	12883	12883	0.820265755
Bowron	4	1993	1184	592			0	0	0	0	16961	0	0	3506	0	0	0	20467	20467	20467	0.828699858
Bowron	4	1994	4380	1845			0	0	0	0	6743	0	0	4106	0	0	0	10849	10849	10849	0.621531938
Bowron	4	1995	34417	13487			0	0	40	0	25092	0	0	2259	0	0	0	27351	27391	27391	0.917407042
Bowron	4	1996	8176	4054			0	0	0	0	20695	0	0	6081	0	0	0	26776	26776	26776	0.772893636
Bowron	4	1997	4811	2119			0	0	0	0	1335	0	0	3689	0	0	0	5024	5024	5024	0.265724522
Bowron	4	1998	4751	2830			0	0	0	0	11272	0	0	5729	0	0	0	17001	17001	17001	0.663019822
Bowron	4	1999	8238	3295			0	0	0	0	19734	0	0	0	0	0	0	19734	19734	19734	1
Bowron	4	2000	13440	6720			0	0	0	0	23887	0	0	1396	0	0	0	25283	25283	25283	0.944785033
Bowron	4	2001	5842	2752			0	0	0	0	4433	0	0	2392	0	0	0	6825	6825	6825	0.64952381
Bowron	4	2002	8770	4505			0	0	0	0	7279	0	0	395	0	0	0	7674	7674	7674	0.948527495
Bowron	4	2003	6752	3038			0	0	0	30	3702	0	0	90	0	0	0	3822	3822	3822	0.976265823
Bowron	4	2004	836	418			0	30	0	0	3008	0	0	3082	0	0	0	6120	6120	6120	0.493924466
Bowron	4	2005	1649	825			0	0	0	0	1876	0	0	383	0	0	0	2259	2259	2259	0.830455954
Bowron	4	2006	1501	614			0	0	0	128	14800	0	0	2635	0	0	0	17562	17562	17563	0.848867221
Bowron	4	2007	2069	1023			0	0	0	0	8345	0	0	20	0	0	0	8364	8364	8365	0.997609085
Bowron	4	2008	1005	275			0	0	0	0	234	0	0	548	0	0	0	783	783	782	0.299232737
Bowron	4	2009	2170	1009			0	0	0	0	4971	0	0	1141	0	0	0	6112	6112	6112	0.813318063
Bowron	4	2010	8983	4359			0	37	23	0	21678	0	0	3038	0	0	0	24753	24776	24776	0.87708367
Bowron	4	2011	4101	2037			0	0	0	0	5187	0	0	93	0	0	0	5280	5280	5280	0.982386364
Bowron	4	2012		30			0	0	32	0	186	0	0	0	0	0	0	186	218	218	1
Bowron	4	2013		1924			0	0	0	0	367.0685826	0	0	167.1881367	0	0	0	510	510	534.2567193	0.687064045
Bowron	4	2014		6252			0	0	0	0	19393.82385	0	0	942.5981873	0	0	0	16573	16573	20336.42204	0.953649753
Bowron	4	2015		2211			0	0	0	0	250	0	0	66.12903226	0	0	0	0	0	316.1290323	0.790816327
Bowron	4	2016		72			0	0	0	0	1719.354839	0	0	364.7047452	0	0	0	0	0	2084.059584	0.825002726
Raft	5	1948	10359	5524			0	0	0	0	62653	0	0	684	0	0	0	63337	63337	63337	0.989200625
Raft	5	1949	6113	2109			0	0	0	0	36748	0	0	2878	0	0	0	39626	39626	39626	0.927370918
Raft	5	1950	6404	1917			0	0	17	0	39549	0	0	5990	0	0	0	45539	45556	45556	0.868464393
Raft	5	1951	8544	3365			0	0	8	0	34636	0	0	13009	0	0	0	47645	47653	47653	0.726959807
Raft	5	1952	15617	5116			0	0	5	0	46167	0	0	5010	0	0	0	51177	51182	51182	0.902104461
Raft	5	1953	7904	3600			0	0	0	0	30285	0	0	1839	0	0	0	32124	32124	32124	0.942753082
Raft	5	1954	9988	5352			0	0	231	0	38964	0	0	11293	0	0	0	50257	50488	50488	0.775294984
Raft	5	1955	5079	2905			0	0	7	0	52497	0	0	7860	158	0	0	60515	60522	60522	0.86977484
Raft	5	1956	9037	5180			0	0	0	0	17335	0	0	8029	1776	0	0	27140	27140	27140	0.683448983
Raft	5	1957	6860	3314			0	0	72	0	18932	0	0	2011	0	0	0	20943	21015	21015	0.903977463
Raft	5	1958	10214	6235			0	0	23	0	22591	0	0	512	17	0	0	23120	23143	23143	0.977838376
Raft	5	1959	10210	5232			0	0	0	0	20417	0	0	3167	30	0	0	23614	23614	23614	0.865714043
Raft	5	1960	5513	2690			0	0	64	0	14715	0	0	2049	120	0	0	16884	16948	16948	0.877773801
Raft	5	1961	7293	3014			0	0	32	0	22139	0	0	2154	0	0	0	24293	24325	24325	0.911332483
Raft	5	1962	7613	4197			0	0	0	0	37568	0	0	2981	0	0	0	40549	40549	40549	0.926484007
Raft	5	1963	8683	2693			0	0	18	0	9090	0	0	265	444	0	0	9799	9817	9817	0.971672902
Raft	5	1964	5177	2666			0	0	81	0	40283	0	0	8228	132	0	0	48643	48724	48724	0.830388984
Raft	5	1965	6624	2669			0	0	73	0	18867	0	0	1686	0	0	0	20553	20626	20626	0.91796818
Raft	5	1966	6244	2666			0	0	320	0	20483	0	0	2736	0	0	0	23219	23539	23539	0.882165468
Raft	5	1967	1279	358			0	0	37	0	8226	0	0	1395	0	0	0	9621	9658	9658	0.855004677
Raft	5	1968	8089	3455			0	0	98	0	100888	0	0	5411	0	0	0	106299	106397	106397	0.949096417
Raft	5	1969	5537	2577			0	0	381	0	10279	0	0	3710	0	0	0	13989	14370	14370	0.734791622
Raft	5	1970	4462	1205			0	0	37	0	8300	0	0	523	0	0	0	8823	8860	8860	0.94072311
Raft	5	1971	801	223			0	0	33	0	9570	0	0	2116	642	0	0	12328	12361	12361	0.818928633
Raft	5	1972	11048	4507			0	0	87	0	56973	0	0	761	0	0	0	57734	57821	57821	0.986818859
Raft	5	1973	2714	1345			0	0	22	0	1616	0	0	7723	0	0	0	9339	9361	9361	0.173037798
Raft	5	1974	2383	1479			0	0	206	0	11541	0	0	476	0	0	0	12017	12223	12223	0.960389448
Raft	5	1975	2609	1391			0	0	7	0	5632	0	0	797	280	0	0	6709	6716	6716	0.876030487
Raft	5	1976	8665	3976			0	0	56	0	18539	0	0	1331	0	0	0	19870	19926	19926	0.933014595
Raft	5	1977	617	198			0	0	0	0	2728	0	0	3189	0	0	1023	6940	6940	6940	0.461044448
Raft	5	1978	2493	1343			0	0	253	0	11888	0	0	6562	45	0	0	18495	18748	18748	0.644336043
Raft	5	1979	1758	693			0	0	0	0	1183	0	0	1856	0	0	0	3039	3039	3039	0.389272787
Raft	5	1980	5418	2056			0	0	112	0	47827	0	0	3784	0	0	0	51611	51723	51723	0.926682296
Raft	5	1981	815	312			0	0	29	0	7366	0	0	1244	0	0	0	8610	8639	8639	0.855516841
Raft	5	1982	2992	1533			0	0	0	0	2509	0	0	1233	28	0	0	3770	3770	3770	0.67049706
Raft	5	1983	2780	1821			0	0	38	0	2855	0	0	1196	1512	0	0	5563	5601	5601	0.704764256
Raft	5	1984	19086	6701			0	0	325	0	32692	0	0	14038	0	0	8	46738	47063	47063	0.699593409
Raft	5	1985	3637	1922			0	0	7	0	2830	0	0	1591	105	0	0	4526	4533	4533	0.640126668
Raft	5	1986	2095	1080			0	0	0	0	2902	0	0	111	0	0	0	3013	3013	3013	0.963159642
Raft	5	1987	1436	723			0	0	0	0	1399	0	0	2421	0	0	0	3820	3820	3820	0.366230366
Raft	5	1988	19851	9207			0	0	0	0	41783	0	0	8304	88	0	310	50485	50485	50485	0.834208477
Raft	5	1989	1647	925			0	0	7	0	7357	0	0	3935	0	0	0	11292	11299	11299	0.651523202
Raft	5	1990	630	412			0	0	0	0	1610	0	0	934	0	0	0	2544	2544	2544	0.632861635
Raft	5	1991	464	264			0	0	0	0	908	0	0	553	0	0	0	1461	1461	1461	0.621492129
Raft	5	1992	8236	4112			0	0	6	0	65321	8	0	2024	0	0	0	67345	67359	67359	0.969945801
Raft	5	1993	5047	2934			0	0	24	0	22386	0	0	10727	65	0	396	33574	33598	33598	0.676048682
Raft	5	1994	1712	800			0	0	0	0	4738	0	0	22745	989	0	0	28472	28472	28472	0.172397482
Raft	5	1995	1040	682			0	0	41	0	22745	0	0	4484	0	0	0	27229	27270	27270	0.835322634
Raft	5	1996	46592	21381			0	593	0	0	89315	0	0	22684	0	0	0	112592	112592	112592	0.797462477
Raft	5	1997	6093	2367			0	0	0	0	25983	0	0	25281	0	0	0	51264	51264	51264	0.50684691
Raft	5	1998	7198	3585			0	0	8	0	4905	0	0	11325	0	0	0	16230	16238	16238	0.302218115
Raft	5	1999	6979	3499			0	0	92	0	26426	0	0	34631	0	0	0	61057	61149	61149	0.432808687
Raft	5	2000	66292	27668			0	0	53	0	107671	0	0	7672	0	0	0	115343	115396	115396	0.933485344
Raft	5	2001	32498	16025			0	630	0	365	79275	0	0	16425	0	0	0	96695	96695	96695	0.828369906
Raft	5	2002	18369	8402			0	0	45	0	21369	0	0	21419	0	0	0	42788	42833	42833	0.499415724
Raft	5	2003	10040	4890			0	0	0	106	2439	0	0	5930	0	0	0	8475	8475	8475	0.291432668
Raft	5	2004	5611	3244			0	1272	4	1779	39136	0	0	8849	195	0	0	51231	51235	51235	0.815588205
Raft	5	2005	26456	16967			0	198	0	0	6441	0	0	2470	0	0	0	9109	9109	9109	0.722814499
Raft	5	2006	6073	3442			0	130	0	361	7228	0	0	9646	0	0	0	17366	17366	17365	0.42835131
Raft	5	2007	14353	8064			0	0	0	0	6253	0	0	4462	0	0	0	10716	10716	10715	0.583574428
Raft	5	2008	10406	3562			0	0	2	0	14908	0	0	3668	0	0	0	18576	18578	18578	0.802540913
Raft	5	2009	11464	6039			0	0	5	0	20120	0	0	14989	0	0	0	35108	35113	35114	0.573072432
Raft	5	2010	5119	2389			0	0	26	0	37692	0	0	5842	0	0	0	43534	43560	43560	0.865806037
Raft	5	2011	9241	4430			0	0	29	0	17922	0	0	5338	0	0	0	23260	23289	23289	0.770507309
Raft	5	2012		1710			0	0	0	0	16751	0	0	4282	0	0	0	21033	21033	21033	0.796415157
Raft	5	2013		9045			0	0	4	0	2784.841962	0	0	2538.884921	0	0	0	5964	5968	5327.726883	0.523100081
Raft	5	2014		9471			0	0	3	0	11136.4725	0	0	375	0	0	0	13946	13949	11514.4725	0.967423803
Raft	5	2015		8794			0	0	0	0	166.6666667	0	0	539.3258427	0	0	0	0	0	705.9925094	0.236074271
Raft	5	2016		3753			0	0	0	0	2292.134831	0	0	1208.98299	0	0	0	0	0	3501.117821	0.654686574
Quesnel	6	1948	100	48			0	0	0	0	618	0	0	0	0	0	0	618	618	618	1
Quesnel	6	1949	30664	19209			0	514	22455	0	463409	0	0	0	0	0	0	463923	486378	486378	1
Quesnel	6	1950	398	264			0	0	34	0	2014	0	0	0	0	0	0	2014	2048	2048	1
Quesnel	6	1951	49	9			0	0	0	0	413	0	0	0	0	0	0	413	413	413	1
Quesnel	6	1952	184	51			0	0	0	0	562	0	0	0	0	0	0	562	562	562	1
Quesnel	6	1953	110917	47564			0	0	5902	0	604123	0	0	220	0	0	0	604343	610245	610245	0.999635968
Quesnel	6	1954	299	146			0	0	0	0	10692	0	0	0	0	0	0	10692	10692	10692	1
Quesnel	6	1955	63	30			0	0	0	0	180	0	0	0	0	0	0	180	180	180	1
Quesnel	6	1956	80	38			0	0	18	0	1115	0	0	0	0	0	0	1115	1133	1133	1
Quesnel	6	1957	223667	134562			0	1420	8359	0	989580	0	0	144	30	0	0	991174	999533	999533	0.999854505
Quesnel	6	1958	1863	1269			0	0	27	0	3362	0	0	23	0	0	0	3385	3412	3412	0.993205318
Quesnel	6	1959	65	29			0	0	0	0	165	0	0	0	0	0	0	165	165	165	1
Quesnel	6	1960	292	123			0	0	6	0	1469	0	0	0	0	0	0	1469	1475	1475	1
Quesnel	6	1961	302565	69990			0	0	44481	0	1195807	0	0	509	93	0	0	1196409	1240890	1240890	0.999574527
Quesnel	6	1962	1078	566			0	0	30	0	7257	0	0	0	0	0	0	7257	7287	7287	1
Quesnel	6	1963	83	40			0	0	0	0	956	0	0	0	0	0	0	956	956	956	1
Quesnel	6	1964	254	77			0	0	0	0	2812	0	0	0	0	0	0	2812	2812	2812	1
Quesnel	6	1965	364706	105401			0	0	14161	0	1652107	0	0	821	83	0	0	1653011	1667172	1667172	0.999503306
Quesnel	6	1966	1753	1040			0	0	28	0	7038	0	0	396	0	0	0	7434	7462	7462	0.946731235
Quesnel	6	1967	119	24			0	0	11	0	1750	0	0	0	0	0	0	1750	1761	1761	1
Quesnel	6	1968	699	333			0	0	0	0	428	0	0	0	0	0	0	428	428	428	1
Quesnel	6	1969	278961	78639			0	69	6413	0	1626582	0	0	7768	0	0	0	1634419	1640832	1640832	0.99524704
Quesnel	6	1970	1368	388			0	0	0	0	20339	0	0	0	0	0	0	20339	20339	20339	1
Quesnel	6	1971	171	16			0	0	0	0	747	0	0	0	0	0	0	747	747	747	1
Quesnel	6	1972	111	46			0	0	9	0	856	0	0	0	0	0	0	856	865	865	1
Quesnel	6	1973	278311	112413			0	527	5114	0	2326864	0	0	3929	0	0	0	2331320	2336434	2336434	0.998314308
Quesnel	6	1974	4459	2587			0	0	21	0	29304	0	0	1570	129	0	0	31003	31024	31024	0.949148151
Quesnel	6	1975	193	105			0	0	0	0	1865	0	0	0	0	0	0	1865	1865	1865	1
Quesnel	6	1976	305	209			0	0	0	0	1233	0	0	0	0	0	0	1233	1233	1233	1
Quesnel	6	1977	516199	160712	Fall fry in lake	49600000	0	0	8446	0	3810786	0	0	54029	5261	0	0	3870076	3878522	3878522	0.986020288
Quesnel	6	1978	8614	4349	brood year 		0	0	142	0	186073	0	0	10473	36	0	0	196582	196724	196724	0.946714764
Quesnel	6	1979	511	238	t+1		0	0	0	0	2103	0	0	3908	0	0	0	6011	6011	6011	0.349858593
Quesnel	6	1980	308	98			0	0	0	0	2446	0	0	0	0	0	0	2446	2446	2446	1
Quesnel	6	1981	748621	332306		67584371	0	0	19608	0	9553856	0	0	213188	0	0	0	9767044	9786652	9786652	0.97817272
Quesnel	6	1982	39841	20053			0	0	0	0	499074	0	0	56312	0	0	156	555542	555542	555542	0.898607455
Quesnel	6	1983	2155	1098			0	0	33	0	31515	0	0	8864	0	0	0	40379	40412	40412	0.780479952
Quesnel	6	1984	914	551			0	0	85	0	6868	0	0	0	0	0	0	6868	6953	6953	1
Quesnel	6	1985	1349263	694708		46515454	0	2870	28135	23700	12137664	0	0	334171	17706	0	993	12517104	12545239	12545239	0.973205948
Quesnel	6	1986	181467	94844		14683961	0	0	41	0	2364628	0	0	168115	0	0	0	2532743	2532784	2532784	0.933623348
Quesnel	6	1987	20546	11238		11009225	0	0	11	0	119437	0	0	57144	0	0	0	176581	176592	176592	0.676386474
Quesnel	6	1988	6832	4185			0	0	0	0	26342	0	0	0	0	0	0	26342	26342	26342	1
Quesnel	6	1989	1870820	940610		58013355	0	2122	10417	0	10339444	51	0	280053	9408	0	0	10631027	10641495	10641495	0.973628412
Quesnel	6	1990	488259	259597		5244447	0	0	585	0	2946813	0	0	336236	0	0	0	3283049	3283634	3283634	0.897584227
Quesnel	6	1991	46259	24862		12291054	0	0	26	0	100196	0	0	50671	282	0	0	151149	151175	151175	0.664134635
Quesnel	6	1992	5862	3046			0	0	1	0	29213	0	0	0	0	0	0	29213	29214	29214	1
Quesnel	6	1993	2620464	1507416		62550416	0	282	1642	0	6446036	0	0	398551	4529	0	0	6849398	6851040	6851040	0.941771359
Quesnel	6	1994	659499	356244		16753374	0	0	248	0	2263471	0	0	212902	470	0	0	2476843	2477091	2477091	0.914026683
Quesnel	6	1995	216109	116916			0	0	0	0	119078	0	0	48228	0	0	0	167306	167306	167306	0.711737774
Quesnel	6	1996	41187	21719			0	0	0	0	67906	0	0	19609	3175	0	0	90690	90690	90690	0.775935554
Quesnel	6	1997	1858652	904886		55546172	0	1589	79	0	4358762	0	0	318446	13897	0	0	4692694	4692773	4692773	0.931915365
Quesnel	6	1998	1179252	534587		42867369	0	0	56	0	4467804	0	0	272015	0	0	0	4739819	4739875	4739875	0.942610678
Quesnel	6	1999	189360	106950		15864029	0	0	0	0	581976	0	0	228610	0	0	0	810586	810586	810586	0.717969469
Quesnel	6	2000	63703	37162		5159686	0	0	0	0	38143	0	0	15667	0	0	0	53810	53810	53810	0.708845939
Quesnel	6	2001	3510789	1740472		65965060	0	4927	42	0	3576455	0	0	115416	4166	0	0	3700964	3701006	3701006	0.968737803
Quesnel	6	2002	3062151	1312599		51300000	0	0	38	0	603583	0	0	36207	437	0	0	640227	640265	640265	0.943407993
Quesnel	6	2003	279178	148465		10372264	0	0	0	0	82424	0	0	60604	848	0	0	143876	143876	143876	0.576278771
Quesnel	6	2004	10222	6628		1860000	0	0	0	164	6545	0	0	5986	0	0	0	12695	12695	12695	0.522304684
Quesnel	6	2005	1447381	777707		51806108	0	0	0	0	198055	11	0	8059	2660	511	200	209485	209496	209496	0.960900278
Quesnel	6	2006	169768	90415		15164301	0	234	56	0	601269	0	0	47841	0	0	0	649344	649400	649400	0.926297546
Quesnel	6	2007	75100	33777			0	0	21	0	72938	0	0	648	15	0	0	73601	73622	73622	0.991193977
Quesnel	6	2008	7091	2471			0	0	0	0	727	0	0	6536	307	0	0	7570	7570	7570	0.100096379
Quesnel	6	2009	149572	88670			0	0	19	137	296451	0	0	21900	0	0	0	318488	318507	318507	0.931208006
Quesnel	6	2010	250867	141823			0	0	2958	0	2497659	46	0	30937	128	0	0	2528724	2531728	2531728	0.987765147
Quesnel	6	2011	57437	21350			0	0	31	0	35995	0	0	4436	0	0	0	40431	40462	40462	0.890282209
Quesnel	6	2012		97			0	0	1	0	394	0	0	2285	0	0	0	2678	2679	2680	0.147069802
Quesnel	6	2013		93727			0	0	287	0	141418.2482	0	0	5322.290297	0	0	0	146617	146904	147027.5385	0.963729925
Quesnel	6	2014		430994			0	0	1571	0	2133830.557	0	0	36000	0	0	0	2020694	2022265	2171401.557	0.983408843
Quesnel	6	2015		25749			0	0	0	0	4500	0	0	454.5454545	0	0	0	0	0	4954.545455	0.908256881
Quesnel	6	2016		213			0	0	0	0	545.4545455	0	0	151.2283486	0	0	0	0	0	696.6828941	0.782930872
Chilko	7	1948	670622	364597	Smolts		0	0	32000	0	1643062	6131	0	11182	254316	0	1282	1909842	1947973	1947973	0.993240417
Chilko	7	1949	58247	33029	leaving  lake	3146830	0	0	3732	0	560635	621	0	10368	46358	0	1424	618785	623138	623138	0.981842477
Chilko	7	1950	17308	6555	Brood year t+2	1170491	0	0	1489	0	183278	954	0	4705	15449	0	0	203432	205875	205875	0.974971141
Chilko	7	1951	98315	57564		11504581	0	0	3925	0	644911	5004	0	20763	74115	0	3609	743398	752327	752327	0.968809057
Chilko	7	1952	485585	233628		22973478	0	0	18732	0	1763929	114	0	35975	38833	0	893	1839630	1858476	1858476	0.980012823
Chilko	7	1953	200691	94471		7690383	0	0	1172	0	514554	2583	0	14004	86362	0	781	615701	619456	619456	0.973505273
Chilko	7	1954	34296	21247		3007274	0	0	12234	0	632132	2844	0	4415	58891	0	2233	697671	712749	712749	0.993064141
Chilko	7	1955	121167	75834		9159120	0	0	32418	0	1407963	1373	0	31011	40510	0	0	1479484	1513275	1513275	0.978449228
Chilko	7	1956	646906	368607		28242157	0	0	13905	0	2379854	75	0	16684	25152	0	0	2421690	2435670	2435670	0.993038291
Chilko	7	1957	138464	83128		9458468	0	0	76	0	117362	63	0	3149	17578	0	0	138089	138228	138228	0.973869605
Chilko	7	1958	120104	70433		6902846	0	0	4055	0	278320	1711	0	13613	130581	0	5091	427605	433371	433371	0.953369438
Chilko	7	1959	463060	272891		32629026	0	0	23792	0	2080497	1272	0	18659	88363	0	0	2187519	2212583	2212583	0.991111189
Chilko	7	1960	426546	244864		33817514	0	0	5472	0	958877	1045	0	5980	81961	0	0	1046818	1053335	1053335	0.99380219
Chilko	7	1961	39101	15038		1593017	0	0	256	0	52713	409	0	11583	4492	0	0	68788	69453	69453	0.819848824
Chilko	7	1962	77713	42125		8808628	0	0	10657	0	960609	0	0	13582	696	0	18	974905	985562	985562	0.986058175
Chilko	7	1963	998231	57163		9263733	0	0	37579	0	1112861	3971	0	4045	47006	0	841	1164753	1206303	1206303	0.996378388
Chilko	7	1964	238272	131590		23643449	0	0	7252	0	1818921	1343	0	55810	156756	0	0	2031487	2040082	2040082	0.970230396
Chilko	7	1965	35335	20813		2343404	0	0	1787	0	138555	1782	0	2360	14460	0	0	155375	158944	158944	0.983252315
Chilko	7	1966	209619	107541		16816182	0	0	26456	0	744469	1479	0	27636	89160	0	0	861265	889200	889200	0.964206941
Chilko	7	1967	174715	90006		8812334	0	0	28734	0	1933329	5300	0	23351	13996	0	0	1970676	2004710	2004710	0.98806601
Chilko	7	1968	413862	181912		31772048	0	0	46952	0	2349375	1108	0	21925	55581	0	1128	2428009	2476069	2476069	0.990754017
Chilko	7	1969	70902	25519		3570614	0	0	4126	0	369954	294	0	15839	12146	0	0	397939	402359	402359	0.958944304
Chilko	7	1970	135388	50923		3848709	0	0	16775	0	630046	5423	0	1084	41128	0	0	672258	694456	694456	0.998282446
Chilko	7	1971	157193	90831		7608969	0	0	58786	0	740253	13222	0	0	40581	0	0	780834	852842	852842	1
Chilko	7	1972	562650	332353		20273314	0	0	42709	0	1947465	1309	0	34424	83501	0	166	2065556	2109574	2109574	0.982630712
Chilko	7	1973	55675	30231		4300031	0	0	8835	0	200775	2893	0	6807	27243	0	1744	236569	248297	248297	0.967208139
Chilko	7	1974	110026	71126		7245661	0	0	26487	0	641497	3815	0	4312	36356	0	0	682165	712467	712467	0.993323103
Chilko	7	1975	244631	133782		14145005	0	0	22821	0	1389008	20230	0	7375	73812	0	390	1470585	1513636	1513636	0.994718498
Chilko	7	1976	384390	228326		26010772	0	0	8457	0	1650944	334	0	25168	14210	0	0	1690322	1699113	1699113	0.984984297
Chilko	7	1977	51330	20385		2268157	0	0	3346	0	190527	0	0	2743	2584	0	0	195854	199200	199200	0.98580742
Chilko	7	1978	146842	85570		16490014	0	0	8616	0	1169034	397	0	77743	9789	0	0	1256566	1265579	1265579	0.937644823
Chilko	7	1979	258391	147920		21152257	0	0	9358	0	1615466	1371	0	72206	15308	0	7804	1710784	1721513	1721513	0.95721562
Chilko	7	1980	497759	293204		35037719	0	0	12504	0	3920494	414	0	473961	32179	0	2375	4429009	4441927	4441927	0.89214567
Chilko	7	1981	34540	20164		1704324	0	0	1722	0	180656	2919	0	4547	18862	0	0	204065	208706	208706	0.975448562
Chilko	7	1982	249578	142515		13967231	0	0	52424	0	1355953	182	0	131741	57505	0	1412	1546611	1599217	1599217	0.911446171
Chilko	7	1983	382833	213715		19714627	0	0	45476	0	1717330	5243	0	36418	310875	0	4399	2069022	2119741	2119741	0.979234189
Chilko	7	1984	580178	283146		9843219	0	0	11108	0	500714	1951	0	2890	153893	0	5802	663299	676358	676358	0.994261364
Chilko	7	1985	71975	34995		5591056	0	0	970	0	366037	1563	0	184400	18862	0	1136	570435	572968	572968	0.664993451
Chilko	7	1986	293804	165504		18884731	0	0	47835	0	4413216	335	0	279555	54465	0	5033	4752269	4800439	4800439	0.940428587
Chilko	7	1987	421015	268105		21695021	0	0	11552	0	4032356	863	0	316979	56111	0	2975	4408421	4420836	4420836	0.927120123
Chilko	7	1988	363389	206156		20900735	0	0	2697	0	2979547	797	0	157913	155406	0	0	3292866	3296360	3296360	0.949668522
Chilko	7	1989	63268	42813			0	0	11841	0	3015024	0	0	86942	3564	0	0	3105530	3117371	3117371	0.971971969
Chilko	7	1990	825837	497975		34168374	0	0	13262	0	2412516	4715	0	178745	19347	0	0	2610608	2628585	2628585	0.931020071
Chilko	7	1991	1037737	597558		39721810	0	0	4495	0	1126703	537	0	128342	122472	0	0	1377517	1382549	1382549	0.897739125
Chilko	7	1992	511267	319943		12866432	0	0	3754	0	1773513	614	0	78754	9714	0	0	1861981	1866349	1866349	0.957482372
Chilko	7	1993	555226	322283		27257811	0	0	18173	0	3380892	208	0	548667	15931	0	0	3945490	3963871	3963871	0.860374408
Chilko	7	1994	450745	253982		16976927	0	0	10606	0	1331935	184	0	72717	4545	0	0	1409197	1419987	1419987	0.948231306
Chilko	7	1995	544364	298077		39826473	0	0	2778	0	1045307	36	0	179013	44788	0	2414	1271522	1274336	1274336	0.853785775
Chilko	7	1996	974846	504519		18700496	0	0	359	0	1175834	0	0	159331	26555	0	1811	1363531	1363890	1363890	0.880665686
Chilko	7	1997	985827	509295		21837625	0	0	222	0	663879	0	0	204615	16297	0	0	884791	885013	885013	0.764402517
Chilko	7	1998	879010	467670		11078244	0	0	1084	0	423716	0	0	73801	34730	0	3035	535282	536366	536366	0.85166135
Chilko	7	1999	891567	432593		19985332	0	0	2228	0	1449980	0	0	109275	9106	0	0	1568361	1570589	1570589	0.929918455
