"","2.5%","25%","50%","75%","97.5%",""
"b[(Intercept) Stock:L.Shuswap]","-0.199483372685584","-0.0177069113845465","0.0173538260679686","0.118200332228534","0.445686136921956","my_arc"
"b[(Intercept) Stock:L.Stuart]","-0.436744150593903","-0.101481130545918","-0.010091706743906","0.0289428712910909","0.23377603760521","my_arc"
"b[(Intercept) Stock:Nadina]","-0.199256903741039","-0.0209055892696612","0.0179779197273219","0.11928381803015","0.467944180624679","my_arc"
"b[(Intercept) Stock:Pitt]","-0.343286133452797","-0.060555279091662","4.8759192090118e-05","0.0542991866711573","0.316589559608661","my_arc"
"b[(Intercept) Stock:Portage]","-0.43828793941533","-0.107741548838835","-0.0147405118348207","0.0240127887485593","0.207819682267702","my_arc"
"b[(Intercept) Stock:Quesnel]","-0.474556715236445","-0.124211560064991","-0.0183407935132809","0.0175415418115679","0.197148149235126","my_arc"
"b[(Intercept) Stock:Raft]","-0.414260275967606","-0.0864095848392807","-0.00816755489312282","0.0335941106271855","0.253664144357019","my_arc"
"b[(Intercept) Stock:Scotch]","-0.312177336658609","-0.0482552150207729","0.0022300829196942","0.0637197786624047","0.333775352493684","my_arc"
"b[(Intercept) Stock:Seymour]","-0.462033979682998","-0.105155045499785","-0.0121669579861536","0.0248970959857612","0.249159289284511","my_arc"
"b[(Intercept) Stock:Stellako]","-0.418688328506755","-0.0779315343655598","-0.00574274848718091","0.0374279807621656","0.258411991558247","my_arc"
"b[(Intercept) Stock:Weaver]","-0.465441954738157","-0.105349623931996","-0.0124778779626797","0.0252633961281165","0.228282646413602","my_arc"
"b[(Intercept) Stock:Birkenhead]","-0.654894285861913","-0.23846403816277","-0.0698795018361609","0.000473236676655133","0.144114807103351","pa_kab"
"b[(Intercept) Stock:Bowron]","-0.610590412425853","-0.206899881105252","-0.0560296449226093","0.00352200085169307","0.141117125568988","pa_kab"
"b[(Intercept) Stock:Chilko]","-0.172514793651738","-0.00836789253323465","0.0430080269087466","0.179811738464202","0.536401524353609","pa_kab"
"b[(Intercept) Stock:E.Stuart]","-0.345449067606845","-0.0650963944174262","0.00161284039170138","0.0790904768603717","0.366476134943158","pa_kab"
"b[(Intercept) Stock:Fennell]","-0.601328002149861","-0.195209439373112","-0.0515590764232808","0.00497445611342208","0.167735682063161","pa_kab"
"b[(Intercept) Stock:Gates]","-0.141836219940248","-0.000695861471097127","0.0729132459033458","0.236072772200339","0.6568287436018","pa_kab"
"b[(Intercept) Stock:Harrison]","-0.136008531662932","-0.000132892997935186","0.0735793033440626","0.235215793731299","0.640826601986253","pa_kab"
"b[(Intercept) Stock:L.Shuswap]","-0.277843482114118","-0.027943957398375","0.0207341049119452","0.126452346104199","0.474083701346929","pa_kab"
"b[(Intercept) Stock:L.Stuart]","-0.460518137722904","-0.115686075036314","-0.0133616801482315","0.0363794009340351","0.262006209703117","pa_kab"
"b[(Intercept) Stock:Nadina]","-0.231383837641904","-0.0170598001792612","0.032544170735982","0.158550392608594","0.522789697461979","pa_kab"
"b[(Intercept) Stock:Pitt]","-0.364035792645245","-0.0795918882179199","-0.000369050265403855","0.0649546732612905","0.341061059535182","pa_kab"
"b[(Intercept) Stock:Portage]","-0.480912792348562","-0.131814172122822","-0.0203673272570638","0.0247447562203536","0.225380214563474","pa_kab"
"b[(Intercept) Stock:Quesnel]","-0.55345188708386","-0.164241457429236","-0.0355288612670374","0.0135803458477142","0.204264680772839","pa_kab"
"b[(Intercept) Stock:Raft]","-0.428626865490518","-0.1187076156014","-0.0149326711569967","0.0364194793272175","0.267534355481612","pa_kab"
"b[(Intercept) Stock:Scotch]","-0.332270252139832","-0.0580848637644737","0.00230430694440646","0.0847245340931521","0.362289156670988","pa_kab"
"b[(Intercept) Stock:Seymour]","-0.472044942029772","-0.124597046441716","-0.0190756631286222","0.0310739447794288","0.26023779861146","pa_kab"
"b[(Intercept) Stock:Stellako]","-0.428415475435255","-0.0911033462018926","-0.00522853825498817","0.0561057484303387","0.334371633026614","pa_kab"
"b[(Intercept) Stock:Weaver]","-0.456823115290366","-0.126594445233114","-0.0165756975932256","0.0296081626745561","0.246602556365928","pa_kab"
"b[(Intercept) Stock:Birkenhead]","-0.652942869479831","-0.211654731477632","-0.0645171967192799","0.00202765882830455","0.156952893231754","pa_min"
"b[(Intercept) Stock:Bowron]","-0.612525490072086","-0.195077807166344","-0.0473658995778081","0.00777834801766913","0.177175460362247","pa_min"
"b[(Intercept) Stock:Chilko]","-0.188988957796463","-0.0117978561904689","0.0413510098165036","0.165098448083839","0.532326327943911","pa_min"
"b[(Intercept) Stock:E.Stuart]","-0.330296822998353","-0.0660148215410973","-0.000111327598863725","0.0646915260273631","0.315446345828272","pa_min"
"b[(Intercept) Stock:Fennell]","-0.625750719694944","-0.191074641756488","-0.0538284189312425","0.00565595519218815","0.164293939501153","pa_min"
"b[(Intercept) Stock:Gates]","-0.125026049946511","-0.00155996224566637","0.0624625500965951","0.210881354970736","0.657613963908299","pa_min"
"b[(Intercept) Stock:Harrison]","-0.145103552340044","-0.00261527181717196","0.0619801253879716","0.216995594137072","0.621037757306768","pa_min"
"b[(Intercept) Stock:L.Shuswap]","-0.218156056021732","-0.0234959607423856","0.0274022523081057","0.137163487184883","0.491050809829088","pa_min"
"b[(Intercept) Stock:L.Stuart]","-0.456293216978176","-0.115508531374814","-0.0192870936358329","0.0320933188815147","0.234616439684743","pa_min"
"b[(Intercept) Stock:Nadina]","-0.222537428712925","-0.02320096520997","0.0289966153123604","0.136473837173036","0.46730358646171","pa_min"
"b[(Intercept) Stock:Pitt]","-0.354443219966114","-0.0696129469930337","0.000317177305009899","0.0676560919571569","0.329692240754279","pa_min"
"b[(Intercept) Stock:Portage]","-0.4547614023723","-0.119759853758335","-0.0198806775283515","0.0307083340234113","0.233345926545053","pa_min"
"b[(Intercept) Stock:Quesnel]","-0.520456789467789","-0.142227689862077","-0.0288497308408194","0.0174240791406028","0.225964442268151","pa_min"
"b[(Intercept) Stock:Raft]","-0.436783751138529","-0.106390181536326","-0.0123871571170545","0.040561779740871","0.288924569842909","pa_min"
"b[(Intercept) Stock:Scotch]","-0.31624243747979","-0.0642200915325643","0.00253943207311144","0.0731192921986592","0.343148300059996","pa_min"
"b[(Intercept) Stock:Seymour]","-0.454711229789138","-0.122457499547924","-0.017657717616798","0.0316089753075679","0.262250880181805","pa_min"
"b[(Intercept) Stock:Stellako]","-0.404103072862185","-0.0977533680426886","-0.00994751298595205","0.0436761978258947","0.283826599931992","pa_min"
"b[(Intercept) Stock:Weaver]","-0.452901646325356","-0.12421198065782","-0.0196457350005594","0.0315528970607487","0.246959250046235","pa_min"
"b[(Intercept) Stock:Birkenhead]","-0.788114425426777","-0.366523946920813","-0.183529819205795","-0.0400591276637577","0.154333527148615","pa_pse"
"b[(Intercept) Stock:Bowron]","-0.699716271028547","-0.323626420330875","-0.153565114983976","-0.0201838671926377","0.191281748564866","pa_pse"
"b[(Intercept) Stock:Chilko]","-0.178793863620278","0.0296602747897027","0.16383759080373","0.325285551232971","0.69228599811078","pa_pse"
"b[(Intercept) Stock:E.Stuart]","-0.390959258179529","-0.0844782103755694","0.0300448626892145","0.16221759562646","0.450502218133248","pa_pse"
"b[(Intercept) Stock:Fennell]","-0.741091398322285","-0.372995860515771","-0.185680297044215","-0.0470945371311541","0.154563803906724","pa_pse"
"b[(Intercept) Stock:Gates]","-0.139575544649387","0.0583933159218236","0.206425409456633","0.373958565118203","0.762938143048145","pa_pse"
"b[(Intercept) Stock:Harrison]","-0.131964996759347","0.0691384465480899","0.225175954822245","0.400616521868658","0.787006419837703","pa_pse"
"b[(Intercept) Stock:L.Shuswap]","-0.336716228541412","-0.0613167791571667","0.0562485496684562","0.208048891810155","0.556297964692928","pa_pse"
"b[(Intercept) Stock:L.Stuart]","-0.525529538582165","-0.187961674319124","-0.0479091435822888","0.0545726310969183","0.308644393087345","pa_pse"
"b[(Intercept) Stock:Nadina]","-0.246700978420185","-0.00547629358744834","0.112295443931603","0.266793327503958","0.623075086251017","pa_pse"
"b[(Intercept) Stock:Pitt]","-0.406272881941903","-0.0871828991824989","0.0333402392410345","0.163973078291192","0.487907434221838","pa_pse"
"b[(Intercept) Stock:Portage]","-0.644111956618476","-0.28438057986129","-0.12464823796507","0.000486563628324548","0.254143388979877","pa_pse"
"b[(Intercept) Stock:Quesnel]","-0.643528411086511","-0.266633393601088","-0.116488939018896","0.00234095315577754","0.220395791978395","pa_pse"
"b[(Intercept) Stock:Raft]","-0.479401428647534","-0.157428256829546","-0.027067157665724","0.0801375675027321","0.349703042302242","pa_pse"
"b[(Intercept) Stock:Scotch]","-0.438577974910471","-0.136957731568681","-0.0147908957090899","0.0986372956070613","0.426472301394971","pa_pse"
"b[(Intercept) Stock:Seymour]","-0.559485234800647","-0.211012087030508","-0.0751939029853509","0.0325737248202251","0.279838356210917","pa_pse"
"b[(Intercept) Stock:Stellako]","-0.501142707877582","-0.185052817114158","-0.0498478911003029","0.0597011705108939","0.327471003337781","pa_pse"
"b[(Intercept) Stock:Weaver]","-0.723400454079925","-0.343184195185428","-0.152668375373727","-0.0115464970593221","0.247276773770234","pa_pse"
"b[(Intercept) Stock:Birkenhead]","-0.665560970936976","-0.251245454852426","-0.0847013842843419","0.0020418754328488","0.184722020073835","pa_ther"
"b[(Intercept) Stock:Bowron]","-0.621874204057609","-0.241746313493267","-0.08069199366074","0.00156299775720032","0.163956013312604","pa_ther"
"b[(Intercept) Stock:Chilko]","-0.198032469330636","-0.00859075984210966","0.0623357203045542","0.199337476220494","0.583877158755976","pa_ther"
"b[(Intercept) Stock:E.Stuart]","-0.37481042151646","-0.0902258477831029","-0.00149327709354712","0.0860094987357267","0.347371419572112","pa_ther"
"b[(Intercept) Stock:Fennell]","-0.637973306825135","-0.249928992392209","-0.0890094899868602","9.98618874302398e-05","0.157270001428603","pa_ther"
"b[(Intercept) Stock:Gates]","-0.135747824153048","0.00779475118655927","0.11604290059901","0.294154627022619","0.714344090837126","pa_ther"
"b[(Intercept) Stock:Harrison]","-0.140059808249949","0.00740708922148781","0.112936962581961","0.29032338214846","0.702748226206004","pa_ther"
"b[(Intercept) Stock:L.Shuswap]","-0.224084492897563","-0.0216941481695589","0.0448962409644828","0.173402327569352","0.520332272256981","pa_ther"
"b[(Intercept) Stock:L.Stuart]","-0.506197306827897","-0.162289758140764","-0.035773502986254","0.0288787423189122","0.262844945623207","pa_ther"
"b[(Intercept) Stock:Nadina]","-0.26091477060031","-0.0325224045441147","0.0304344772485015","0.151260906647337","0.496398721437229","pa_ther"
"b[(Intercept) Stock:Pitt]","-0.371636931848745","-0.0623118865551971","0.0164995722680518","0.145009350915572","0.473579930742095","pa_ther"
"b[(Intercept) Stock:Portage]","-0.564171223238057","-0.186954256907408","-0.0464152772526569","0.0215047435654786","0.261284937488688","pa_ther"
"b[(Intercept) Stock:Quesnel]","-0.563207030554002","-0.192942433991895","-0.0530227735261577","0.0195259077698854","0.231473720565455","pa_ther"
"b[(Intercept) Stock:Raft]","-0.43128350538641","-0.119969903130295","-0.0172021675699546","0.0510993640168265","0.288823554275392","pa_ther"
"b[(Intercept) Stock:Scotch]","-0.356776489056724","-0.078718627047816","0.000135159965619979","0.090477356120313","0.380023843426733","pa_ther"
"b[(Intercept) Stock:Seymour]","-0.503106338853516","-0.168163966914395","-0.0391163124727255","0.0258893838787558","0.252560848864233","pa_ther"
"b[(Intercept) Stock:Stellako]","-0.436096137619386","-0.129631906645516","-0.0220359599744982","0.0452882299471289","0.282662632790291","pa_ther"
"b[(Intercept) Stock:Weaver]","-0.516530148139367","-0.162146307033072","-0.0365454806760613","0.0306766096644225","0.251146659560851","pa_ther"
"b[(Intercept) Stock:Birkenhead]","-0.756275206569663","-0.356941400412454","-0.165978926836553","-0.0281703056746858","0.17077597759009","prv"
"b[(Intercept) Stock:Bowron]","-0.690941045487651","-0.308809413908318","-0.13806016890185","-0.0158707867211938","0.182231670348117","prv"
"b[(Intercept) Stock:Chilko]","-0.19302227154213","0.0234031453654794","0.152702140974961","0.313947021006444","0.664763814508034","prv"
"b[(Intercept) Stock:E.Stuart]","-0.385567741592447","-0.0783601466850012","0.0331909021125067","0.16174152464132","0.461699965865121","prv"
"b[(Intercept) Stock:Fennell]","-0.730931593968743","-0.356966780070415","-0.177663344532999","-0.0411907428973525","0.153151795439339","prv"
"b[(Intercept) Stock:Gates]","-0.141096111757074","0.0437483614429146","0.183857386498663","0.361417787338402","0.743286712373262","prv"
"b[(Intercept) Stock:Harrison]","-0.125722381473487","0.0683882954219824","0.219323540819135","0.399099274937746","0.805858636135912","prv"
"b[(Intercept) Stock:L.Shuswap]","-0.329380154149078","-0.0568736390013247","0.0490231179442755","0.195383677042755","0.542627279016787","prv"
"b[(Intercept) Stock:L.Stuart]","-0.523410329701777","-0.194310817657718","-0.0520710223658487","0.0510471945836169","0.302493324876122","prv"
"b[(Intercept) Stock:Nadina]","-0.239183366487789","-0.00223151959204746","0.114839069125523","0.264495874940556","0.609861350891472","prv"
"b[(Intercept) Stock:Pitt]","-0.372682790019785","-0.0864024514514655","0.0286016088449637","0.156256728131288","0.464703492379498","prv"
"b[(Intercept) Stock:Portage]","-0.623057378165001","-0.278901090655673","-0.126859509646929","0.00109210994774163","0.25614503143868","prv"
"b[(Intercept) Stock:Quesnel]","-0.639656573826006","-0.26418586592779","-0.103649426901522","0.00742933098851684","0.239833287759976","prv"
"b[(Intercept) Stock:Raft]","-0.482887076331822","-0.145543477094162","-0.0192436285225495","0.0888897334149615","0.378465931403885","prv"
"b[(Intercept) Stock:Scotch]","-0.434269201271959","-0.128165683179159","-0.00873719455260303","0.0943542078412311","0.384175855030329","prv"
"b[(Intercept) Stock:Seymour]","-0.558940942075432","-0.209201121332851","-0.0695714147960532","0.0264120904786063","0.26018392554464","prv"
"b[(Intercept) Stock:Stellako]","-0.523647594751386","-0.183156984816974","-0.0460213251013049","0.0555713497473655","0.321759824538464","prv"
"b[(Intercept) Stock:Weaver]","-0.715463901501214","-0.342115146538616","-0.165117006719989","-0.0189882709864917","0.241986915410132","prv"
"b[(Intercept) Stock:Birkenhead]","-0.632966958282581","-0.216740494413111","-0.0575996395844391","0.00528388638678101","0.16715952923395","pspv"
"b[(Intercept) Stock:Bowron]","-0.627969596987393","-0.208163367895492","-0.0626813115860577","0.00246338442086006","0.169232964574498","pspv"
"b[(Intercept) Stock:Chilko]","-0.196581329159698","-0.0106511265955559","0.0424856298304763","0.170651432908969","0.547183316067393","pspv"
"b[(Intercept) Stock:E.Stuart]","-0.354462641102217","-0.0686924372599447","-8.34871612772199e-05","0.0662867422313326","0.310491664021255","pspv"
"b[(Intercept) Stock:Fennell]","-0.633125731852151","-0.211771418596506","-0.0605372813451007","0.00233340047401718","0.152987008423585","pspv"
"b[(Intercept) Stock:Gates]","-0.119774448885972","0.00155568810579904","0.080402768469914","0.243953545991265","0.644782193682308","pspv"
"b[(Intercept) Stock:Harrison]","-0.122274175242853","0.000939228888965849","0.0804983020295816","0.241510735770713","0.627654718281084","pspv"
"b[(Intercept) Stock:L.Shuswap]","-0.213462569622241","-0.0183864388557537","0.0334537534277822","0.151775969594425","0.497061156482797","pspv"
"b[(Intercept) Stock:L.Stuart]","-0.456301747127395","-0.130578263832121","-0.0227575968672632","0.0259488231469899","0.238581939810634","pspv"
"b[(Intercept) Stock:Nadina]","-0.253512255698762","-0.0248086872204528","0.0279104295006675","0.144209988023167","0.478197059639056","pspv"
"b[(Intercept) Stock:Pitt]","-0.349990707256543","-0.0591393140596635","0.00427114294119401","0.0925519038956262","0.397571223205454","pspv"
"b[(Intercept) Stock:Portage]","-0.502842807666454","-0.148358959145954","-0.0261198932206092","0.0242320803829918","0.232644908634535","pspv"
"b[(Intercept) Stock:Quesnel]","-0.504243521255921","-0.148817663504647","-0.0317050780454033","0.0186478665001287","0.206919733149496","pspv"
"b[(Intercept) Stock:Raft]","-0.406930772033779","-0.103898992540988","-0.0120616204318139","0.0397543099490416","0.266712806678414","pspv"
"b[(Intercept) Stock:Scotch]","-0.344069936723017","-0.0654333619249615","0.000894902201297112","0.0715062116327856","0.358257899556423","pspv"
"b[(Intercept) Stock:Seymour]","-0.488487001891598","-0.137473269373783","-0.0241492746312665","0.0302469187497277","0.254981873702657","pspv"
"b[(Intercept) Stock:Stellako]","-0.450219203118131","-0.121252142486213","-0.015804515756173","0.0338826890915508","0.266125404653374","pspv"
"b[(Intercept) Stock:Weaver]","-0.483571814111944","-0.12950513109989","-0.0222171430489969","0.0293219674475332","0.239538860360081","pspv"
"b[(Intercept) Stock:Birkenhead]","-0.630570395993437","-0.191555691815539","-0.0477502672317795","0.00458404237282659","0.142432753625397","rlo"
"b[(Intercept) Stock:Bowron]","-0.581218194771217","-0.171662762341356","-0.0400652689744064","0.00751720279454485","0.177642264991649","rlo"
"b[(Intercept) Stock:Chilko]","-0.197217186179254","-0.0129003591994408","0.0309749501386948","0.154713350342775","0.52235937429946","rlo"
"b[(Intercept) Stock:E.Stuart]","-0.325690507501519","-0.0594496799153992","-0.000166414571001135","0.0581441504989859","0.325941201041701","rlo"
"b[(Intercept) Stock:Fennell]","-0.593535318028231","-0.1788607417805","-0.0437248281710711","0.00647314139149287","0.146826068684269","rlo"
"b[(Intercept) Stock:Gates]","-0.142577073779579","-0.00427452674553997","0.0500797146009458","0.200845842905443","0.657137409273866","rlo"
"b[(Intercept) Stock:Harrison]","-0.140049042449507","-0.00253867981772882","0.051942124644879","0.199109279550398","0.594190532642002","rlo"
"b[(Intercept) Stock:L.Shuswap]","-0.212011002191296","-0.0199472158100565","0.0215299595818204","0.129472937884991","0.470750048603672","rlo"
"b[(Intercept) Stock:L.Stuart]","-0.440325552423718","-0.107065790816927","-0.0143535457225473","0.0286307185000302","0.243198522926443","rlo"
"b[(Intercept) Stock:Nadina]","-0.21260747689905","-0.021902549218696","0.0204450753174988","0.117434111331706","0.456980724300549","rlo"
"b[(Intercept) Stock:Pitt]","-0.331599773993824","-0.0624588148073539","-1.42011645775386e-05","0.0614689464263424","0.336723684951566","rlo"
"b[(Intercept) Stock:Portage]","-0.464067915811531","-0.114472324256761","-0.0165552392456245","0.026754330814092","0.220086555675727","rlo"
"b[(Intercept) Stock:Quesnel]","-0.497877519712775","-0.136019307109565","-0.0233855606500394","0.0161098610684685","0.209445425647218","rlo"
"b[(Intercept) Stock:Raft]","-0.420839756084285","-0.0937200219198677","-0.0106837415712852","0.033971545912411","0.263376540043287","rlo"
"b[(Intercept) Stock:Scotch]","-0.311740538356836","-0.0528895868096128","0.0010730676814417","0.0659984043250101","0.379686324140659","rlo"
"b[(Intercept) Stock:Seymour]","-0.451802969912151","-0.116460833942102","-0.0163144032759712","0.027926619747535","0.224085738043667","rlo"
"b[(Intercept) Stock:Stellako]","-0.40486874301648","-0.0925981019309893","-0.0106019579324714","0.037360911747823","0.268612336136716","rlo"
"b[(Intercept) Stock:Weaver]","-0.487169212010374","-0.10994898384399","-0.0154129573444646","0.0311397420059083","0.245042413770738","rlo"
"b[(Intercept) Stock:Birkenhead]","-0.752403105958148","-0.317773570013444","-0.11986804514906","0.00411767740689755","0.232701081639016","sch"
"b[(Intercept) Stock:Bowron]","-0.715819087686893","-0.311478717353687","-0.133257537527245","-0.0111313090961808","0.185140740727058","sch"
"b[(Intercept) Stock:Chilko]","-0.231669265122485","-0.0127122724194335","0.0880153524864169","0.259079746691509","0.623710600507059","sch"
"b[(Intercept) Stock:E.Stuart]","-0.392782601375098","-0.104940756343983","0.00259974313114881","0.111280271357741","0.39925388164917","sch"
"b[(Intercept) Stock:Fennell]","-0.709974126361137","-0.32682816260001","-0.156463169229644","-0.0267179985222936","0.146426120815668","sch"
"b[(Intercept) Stock:Gates]","-0.144586641503029","0.0483390435763905","0.210827758248173","0.408337489640793","0.814079429776402","sch"
"b[(Intercept) Stock:Harrison]","-0.147739793470686","0.0338904714366538","0.17014777708851","0.348604889275255","0.744515039707695","sch"
"b[(Intercept) Stock:L.Shuswap]","-0.231754638988378","-0.0126795657029273","0.0803736357184712","0.226538041567272","0.56735957524704","sch"
"b[(Intercept) Stock:L.Stuart]","-0.536619123308994","-0.198805328468653","-0.0638657882251011","0.0295539799327511","0.284704053662438","sch"
"b[(Intercept) Stock:Nadina]","-0.295936697381385","-0.04544080581866","0.0561297922406586","0.205997982089435","0.551324990783625","sch"
"b[(Intercept) Stock:Pitt]","-0.375750699231954","-0.075715076697075","0.0379888611775411","0.179508614292144","0.487977266897444","sch"
"b[(Intercept) Stock:Portage]","-0.600895146781772","-0.241013409415576","-0.089567147801757","0.0143851577462434","0.264270716566771","sch"
"b[(Intercept) Stock:Quesnel]","-0.596500230172309","-0.248818407449482","-0.095223428307756","0.00696801768337117","0.236783570187186","sch"
"b[(Intercept) Stock:Raft]","-0.5011023798063","-0.172952315026809","-0.0365106161119441","0.0535871138708193","0.316434372848532","sch"
"b[(Intercept) Stock:Scotch]","-0.395265995229408","-0.0955079338339005","0.00909232891767348","0.115924141496548","0.425164790661511","sch"
"b[(Intercept) Stock:Seymour]","-0.553307230326479","-0.211760630863362","-0.0705112278686483","0.0280629751940872","0.25270756409304","sch"
"b[(Intercept) Stock:Stellako]","-0.505662071294159","-0.190781504334297","-0.0513289879759693","0.0475982417546468","0.314682824228358","sch"
"b[(Intercept) Stock:Weaver]","-0.545819897278103","-0.199439676355081","-0.0535873557258044","0.0400381463584075","0.281797817035332","sch"
"b[(Intercept) Stock:Birkenhead]","-0.764965456084836","-0.285180520424563","-0.100453764648423","-0.0019645383253087","0.160145426075159","smallUK"
"b[(Intercept) Stock:Bowron]","-0.737824236377169","-0.279133881337892","-0.102501702114522","-0.000392830481970969","0.14678552665293","smallUK"
"b[(Intercept) Stock:Chilko]","-0.224816491264115","-0.00989712829100833","0.0580798900806309","0.202197871403081","0.568691061376372","smallUK"
"b[(Intercept) Stock:E.Stuart]","-0.422064280231371","-0.0971929393731863","-0.0051597219691989","0.0699204019271835","0.343000234925694","smallUK"
"b[(Intercept) Stock:Fennell]","-0.761349898804735","-0.290280041309028","-0.100760822673085","-0.00160483551856774","0.155918334433307","smallUK"
"b[(Intercept) Stock:Gates]","-0.153091737655685","0.00253290408997498","0.102058424925197","0.27264103097773","0.698843974969155","smallUK"
"b[(Intercept) Stock:Harrison]","-0.175559819352366","-0.000156652035207976","0.0832943778692758","0.257298577989098","0.662269800408853","smallUK"
"b[(Intercept) Stock:L.Shuswap]","-0.322860489912427","-0.0505392861126231","0.0186605049034187","0.148398294255678","0.528700809618723","smallUK"
"b[(Intercept) Stock:L.Stuart]","-0.531743953782693","-0.158543691596657","-0.0303894300303713","0.0359902398441194","0.268336336405376","smallUK"
"b[(Intercept) Stock:Nadina]","-0.293982201004698","-0.0301934541400641","0.0298491548466338","0.152659565904925","0.49816965509815","smallUK"
"b[(Intercept) Stock:Pitt]","-0.414979014928239","-0.0924419746049907","-2.06201465312555e-05","0.0884300183487403","0.375240726475101","smallUK"
"b[(Intercept) Stock:Portage]","-0.598308183428506","-0.195306754124549","-0.0472847631552174","0.018955610062765","0.235116967079661","smallUK"
"b[(Intercept) Stock:Quesnel]","-0.63223781292677","-0.202082489552211","-0.0552772208365575","0.0113409031128798","0.203758616324853","smallUK"
"b[(Intercept) Stock:Raft]","-0.511244515211047","-0.149246538213214","-0.0247957580064024","0.0351734055640588","0.25715210443192","smallUK"
"b[(Intercept) Stock:Scotch]","-0.439909818415294","-0.105635610027004","-0.00492731425749461","0.0685979681648223","0.352648874997137","smallUK"
"b[(Intercept) Stock:Seymour]","-0.594815957793695","-0.179405315820852","-0.040527244031539","0.0251447135345982","0.243867136099522","smallUK"
"b[(Intercept) Stock:Stellako]","-0.521984268709388","-0.1440993582434","-0.0209120901004621","0.0423601488229906","0.277180530406932","smallUK"
"b[(Intercept) Stock:Weaver]","-0.573711055723719","-0.187467021305261","-0.0442592818501517","0.0189660842546831","0.235657246676012","smallUK"
"b[(Intercept) Stock:Birkenhead]","-0.696045583827543","-0.260843156830064","-0.0914689519611422","0.00137099933688717","0.189224028239379","sp_des"
"b[(Intercept) Stock:Bowron]","-0.660948020763574","-0.277265844718799","-0.104939847771979","-0.00375862422794623","0.175152552869572","sp_des"
"b[(Intercept) Stock:Chilko]","-0.215570968882098","-0.0089308841621818","0.0691396684133","0.221128609332795","0.593183440493111","sp_des"
"b[(Intercept) Stock:E.Stuart]","-0.376356128882135","-0.0940517274133842","-0.000235882383399406","0.0783920347341573","0.365605095775681","sp_des"
"b[(Intercept) Stock:Fennell]","-0.669263271527701","-0.271212518325774","-0.105718247328341","-0.00316426769784865","0.15826856774543","sp_des"
"b[(Intercept) Stock:Gates]","-0.147521449721332","0.0123027917025543","0.133501373811126","0.322630568363565","0.724398723101253","sp_des"
"b[(Intercept) Stock:Harrison]","-0.141096561248479","0.0155240386552066","0.128836419973644","0.307863828676431","0.700510736795814","sp_des"
"b[(Intercept) Stock:L.Shuswap]","-0.256389863451918","-0.0302989073310225","0.0459261550152382","0.176200168429349","0.518920387501471","sp_des"
"b[(Intercept) Stock:L.Stuart]","-0.521209918606219","-0.175603269177286","-0.041787523851089","0.0341245289236578","0.264378034817054","sp_des"
"b[(Intercept) Stock:Nadina]","-0.276315015185206","-0.0321727432160441","0.0364620146951759","0.164680665435478","0.524417312621672","sp_des"
"b[(Intercept) Stock:Pitt]","-0.369109876586398","-0.0633938151816698","0.0226687691676671","0.160999811721662","0.493014814299949","sp_des"
"b[(Intercept) Stock:Portage]","-0.543296911924701","-0.202300878807794","-0.0597271964634807","0.0194973745783579","0.238292216261949","sp_des"
"b[(Intercept) Stock:Quesnel]","-0.559506326174326","-0.202626836313802","-0.0608157537483752","0.0146189032135461","0.216654662292644","sp_des"
"b[(Intercept) Stock:Raft]","-0.455097281642701","-0.12535573180548","-0.0187276713691621","0.0582665898599984","0.297055921724964","sp_des"
"b[(Intercept) Stock:Scotch]","-0.369293338626539","-0.082112190882224","0.00141051124334007","0.0920126375504263","0.377313956654655","sp_des"
"b[(Intercept) Stock:Seymour]","-0.527004218650025","-0.178155991380445","-0.0465932024096023","0.0230761339460998","0.252827827691046","sp_des"
"b[(Intercept) Stock:Stellako]","-0.488013932060136","-0.139178185244012","-0.023429870900308","0.0461581776393679","0.290815600225433","sp_des"
"b[(Intercept) Stock:Weaver]","-0.517344712638508","-0.167781774597124","-0.035788007672894","0.0331264918180647","0.272837564052198","sp_des"
"b[(Intercept) Stock:Birkenhead]","-0.630098797439425","-0.208726795546331","-0.055570949333672","0.00282243366696305","0.135198055333301","te_bry"
"b[(Intercept) Stock:Bowron]","-0.604033473509183","-0.181654949740461","-0.0426018681144771","0.00572425388105174","0.17918930269458","te_bry"
"b[(Intercept) Stock:Chilko]","-0.190150448813033","-0.0141796351337043","0.032811645049659","0.156009948825515","0.530602624004136","te_bry"
"b[(Intercept) Stock:E.Stuart]","-0.361447123577086","-0.0764186005622618","0.000545314926784392","0.0651180206119717","0.357857912180337","te_bry"
"b[(Intercept) Stock:Fennell]","-0.590575156285377","-0.186638164262658","-0.0439555299664435","0.00402757250845833","0.147780427098911","te_bry"
"b[(Intercept) Stock:Gates]","-0.147267500526155","-0.00166152517409075","0.0575554436889721","0.210798929051806","0.632570212272799","te_bry"
"b[(Intercept) Stock:Harrison]","-0.126175440411188","-0.000874535471775712","0.0575116957583904","0.202406372943139","0.601533968652734","te_bry"
"b[(Intercept) Stock:L.Shuswap]","-0.231544263791236","-0.0162708322391838","0.0287410550561649","0.137913262962985","0.47168334502725","te_bry"
"b[(Intercept) Stock:L.Stuart]","-0.457919245783601","-0.112113292687734","-0.0152722359056297","0.0292617818398777","0.225569434812384","te_bry"
