"","X","X5","X25","X40","X60","X75","X90","agent","stock"
"151","b.prev_std.Stock.Stellako.",-1.12038448902163,-0.81067379558319,-0.689392054168029,-0.540546067255379,-0.409437703334783,-0.21210650238012,"ic_mul","Stellako"
"152","b.prev_std.Stock.Weaver.",-1.2893028544879,-0.933728882887311,-0.798069126169285,-0.639036508667653,-0.514881772243765,-0.320166800141493,"ic_mul","Weaver"
"153","prev_std",-0.472340206561261,-0.0976876135908847,0.0572678100090833,0.240063443522162,0.386104121457284,0.630805891283304,"ku_thy","Global"
"154","b.prev_std.Stock.Birkenhead.",-0.489854877031923,-0.0997868082990884,0.0695731169973968,0.251235768380969,0.408494306888216,0.673726095029179,"ku_thy","Birkenhead"
"155","b.prev_std.Stock.Bowron.",-0.498960925777259,-0.106773275022963,0.0654390368500644,0.248874242580591,0.41093983833036,0.669551572370716,"ku_thy","Bowron"
"156","b.prev_std.Stock.Chilko.",-0.493064271346774,-0.114175791925566,0.044020127173854,0.229808869083503,0.397096687649714,0.640240987267483,"ku_thy","Chilko"
"157","b.prev_std.Stock.E.Stuart.",-0.506261526848795,-0.11575629605735,0.049970096610942,0.241053352163607,0.395235584888669,0.63395032612603,"ku_thy","E.Stuart"
"158","b.prev_std.Stock.Fennell.",-0.513500138513946,-0.137260483475856,0.0280442105886529,0.214410487419255,0.37507880642985,0.622716249250844,"ku_thy","Fennell"
"159","b.prev_std.Stock.Gates.",-0.45500564457907,-0.0454112065156975,0.117836443352045,0.315333957249904,0.473984185152325,0.739091437731433,"ku_thy","Gates"
"160","b.prev_std.Stock.Harrison.",-0.461009300716606,-0.0750062880481238,0.0786825040935048,0.269847714341333,0.423756430268005,0.673727298019957,"ku_thy","Harrison"
"161","b.prev_std.Stock.L.Shuswap.",-0.481757706768956,-0.103572126351212,0.0672866557844442,0.237166384065063,0.396699982790374,0.663813965294419,"ku_thy","L.Shuswap"
